id	A	B	C	D	E	F	G
0	B1	C1	B1				
1	B2	A3	A3	B3	C2	B2	
2	B2	C3	B2	A2			
3	A1	A2	A2	B2	B3	B2	
4	B2	C1	C1	C1	B2		
5	B2	C3	C2	C2	C2	B2	
6		B2	C2	B1	B1	B1	B2
7	B2	B1	B1	A1	B1	B2	C2
8	B2	A1	A2	A2	A3	A2	
9	A2	A1	B2	B2			
10		A2	A3	A3	A3		
11	A1	B1	C1	C1	B1	B1	A1
12		B2	B2	B2	B2		
13		A1	A1	A1	A1		
14		B2	B2	B2	A2	B3	
15		B2	C1	C1	B1	A1	
16		B2	C3	C3	C3	B2	
17	B2	C1	C1	C2	C3	C3	B3
18	B2	A2	A2	A1	B1		
19	B1	B1	A1	A1	B2		
20		B2	B2	B2	B2	A1	A1
21	A1	A1	A2	B2	B1	C1	B2
22		B2	A1	A1	B1	B1	A1
23		B2	B3	B3	C3	C2	B2
24		B2	B2	C2	B3	A3	
25		B2	A2	A2	B3	B3	B3
26		B2	A1	A1			
27			A2	A2	A2	A2	A3
28			B1	B1	B1	A1	
29				B2	B2		
30			B	B2	C2	C2	
31						B2	B2
