id	A	B	C	D	E	F	G
0.0	F6	F9	B3	F9	F9	F9	
1.0		J10	J10	J10	J10		
2.0	F6	J1	J1	J1	J1	J1	
3.0	F6	F10	F7	E3			
4.0		B9	B9	B9	B9		
5.0				B2	B2		
6.0				H2			
7.0	F6	J4	J4	I8			
8.0	E9	E9	C10				
9.0	J8	C6	J8	A10	J8		
10.0	F6	J1	H2				
11.0	F6	F2	F2				
12.0	F6	E9	A4	C2	E9	E9	
13.0	F6	A10	A10	A10	A10		
14.0	F6	A4	A4	A4	A4		
15.0	F6	J8	J3	J3			
16.0	F6	F9	F9	J9	F9		
17.0	F6	D8	D10				
18.0		E5	E5	E5			
19.0	F6	B7	B7	B7	B7	B7	
20.0	G5	A4	G5	G5			
21.0	F6	C10	C10	C8			
22.0	F6	G9	G9	J10			
23.0	F6	E5	E5	A3	A3		
24.0	F6	I2	I2	E4			
25.0	B2	C1	C3				
26.0	C1	C1	C1	C1	C1		
27.0	F6	B9	A10	B9	B9		
28.0			D8	D10			
29.0	F6	D7	G4	D7	D7		
30.0	F6	F10	B9	B9			
31.0		I6	A8	A8			
32.0	F6	J4	D6	I8			
33.0	F6	J1	G2	J1	J1	J1	
34.0	I8	I8	I8	I8	I8		
35.0	F6	F5	A4				
36.0	A8	A8	A8	A4			
37.0							
38.0	I3	I3	J4	J4			
39.0			D8	I9	I9		
40.0	F6	I9	I9				
41.0	F6	E9	E9	E9	E9	E9	
42.0	F6	I9	I6	I8			
43.0	F6	H10	H10	H10	H10		
44.0	F6	B2	B2	A8	A8		
45.0	A6	D5	C7				
46.0	B7	B7	B7	B7	B7		
47.0	C2	C2	C2	I2	C2	C2	
48.0	F3	F3	F3	F7	F3		
49.0	E3	E3	E3	A3			
50.0	B7	J2	B7	B7	B7		
51.0		I8	I8				
52.0							
53.0	F6	A3	A4	B6			
54.0	F6	E9	E9	E9	E9		
55.0	F6	I2	I2	I2	I2		
56.0			F5	I2			
57.0	F6	F8	J10	J10	A10		
58.0	B1	I2	B1	B1	B1	B1	
59.0			F7	C10	C10		
60.0	J10	J8	I9	I9			
61.0		G8	G8	G8	F9		
62.0	F2	B9	F3	B9	F2		
63.0		J1	C10	B3			
64.0			H3	H3	H3		
65.0		E5	E5				
66.0	F6	J2	E3	E3			
67.0	F6	F3	E4	I9	I9		
68.0			J4	J1			
69.0	F6	E9	F10				
70.0		B9	B9	A8	B7		
71.0		A9	A9	A9	A9	A9	
72.0		A3	C1	A9			
73.0	F6	J10	J10	F10	F10		
74.0	F6	H3	F2	F2			
75.0	A6	C2	E2	A6			
76.0	F5	G1	G1	G1	G1		
77.0	F6	H10	I6	A4	A4		
78.0	C8	A10	A10	C8			
79.0	F6	C6	B9	A4			
80.0	F6	F4	K1	K1	K1		
81.0	F6	B9	B9	B9	A10		
82.0			C7	B1	B1		
83.0	A9	A9	C9	A9	A9		
84.0	F6	B1	B1	B1	C1		
85.0	F6	A10	A10	A10	A10		
86.0	F6	F9	E3	A4			
87.0	F6	F9	F9	F9	F9	F9	
88.0				J1	F9		
89.0	F6	A1	D8	D3			
90.0	D6	B9	B9	C10			
91.0	F6	F3	I9	I9			
92.0	F6	A10	A10	A10	A10	A10	
93.0	B1	H5	B1	B1			
94.0			B1	B1			
95.0	F9	F9	F9	F8	J10		
96.0	F6	B9	C7	H5			
97.0	J1	J1	J1	J1	J1		
98.0	F6	J7	I3	I3			
99.0	D3	D3	D3	D3			
100.0	F6	F10	F7	F7			
101.0	F6	A1	B9	D8	A1		
102.0	D5	F10	F10	F10	F10		
103.0	E5	E5	C3	C3			
104.0		F9	A8	A8			
105.0	F6	G1	G1				
106.0	F6	J3	A9	A9	A9		
107.0	A8	A8	A8	A8	A8		
108.0	J4	I2	F2	J4			
109.0			F5	F5			
110.0	C2	C2	C2	C2	C2	C2	
111.0	A8	F9	C9	B8			
112.0		D4	A4				
113.0	I3	I3	I3	J1	J1		
114.0		J7	J7	C2			
115.0	F6	I2	I2	I2	I2		
116.0			G9	D6			
117.0	E9	C6	F7	E9	E9		
118.0	F6	A4	A10	A9			
119.0	I6	I6	I2	I2			
120.0	F6	F1	G1	A1			
121.0	F6	I8	B10	C10	C10		
122.0	F6	E7	E2	E2			
123.0	F6	B8	F5	D10			
124.0	F6	F9	F9	J3			
125.0	B1	B1	B1	A8	A8		
126.0	F6	D3	F9	F9	F9		
127.0	C7	C7	C7	C7			
128.0	J3	B1	J3	J3	J3		
129.0	F6	C3	C2	E2	E2	E2	
130.0	F6	G8	G8	G8			
131.0	J1	A8	J1	I3	J1		
132.0	F6	C7	A10	C7			
133.0	A4	E2	A4	A4			
134.0		C7	C7	A5			
135.0	F6	A5	F1	E5	A5		
136.0	B10	E9	D10	B10			
137.0	F6	F9	C10	C10	C10		
138.0	F4	A1	B3	F4			
139.0	F6	C10	B9	B9			
140.0	F6	I9	G8	G8			
141.0	F9	F9	F9	F9			
142.0		C3	B3				
143.0	F6	A1	J10	J10	J10		
144.0	D5	D5	A5	A5	A5		
145.0	F6	G2	G2	G2	G2		
146.0	F6	A1	D3	C6	A1		
147.0	D3	D3	D3	G5			
148.0	F6	J7	C10	J7			
149.0	A8	A8	A8	A8	A8	A8	
150.0	C8	C8	C8	D10			
151.0	I8	I2	I8	I8	I8		
152.0	C10	F4	C10	C10	C10		
153.0	E5	E5	F3	E5			
154.0	D3	D3	D3	E2	A4		
155.0	F6	F10	J10	J10	J10		
156.0	E2	E2	A6	E2			
157.0		E5	F9	F9			
158.0	A8	A8	F2	A8			
159.0	F6	E5	A10	A10			
160.0	J3	J3	J1	J1			
161.0	F6	E9	A8	A8	B9		
162.0			F7	B8			
163.0	B1	E9	B1	B1	B1	B1	
164.0				G4			
165.0	F6	A4	C3	C3			
166.0	F6	E9	J1	F2	E9		
167.0	H5	H5	H5	H5			
168.0		F7	B10	B10			
169.0				E9			
170.0	C10	C10	C10	C10			
171.0	A5	A5	A5	A9			
172.0			J2	J2	E4		
173.0		J8	J8	G2			
174.0	F6	B9	G1	G1	G1		
175.0	D10	D8					
176.0	F6	H3	F2	J1	J1	J1	
177.0	J1	J1	I2	I2	I2		
178.0	E9	C1	E2	E9	E9	E9	
179.0	E8	C2	C2	E8			
180.0	F6	I8	I8	I8			
181.0	C1	C1	C1	F2			
182.0	F6	B1	B1	B1	B1		
183.0	F6	D10	G8	I6			
184.0		D10	D10	J10			
185.0		F7	H2	F8			
186.0		F2	F9	F9	F9		
187.0	A9	A9	A9				
188.0		J8	J8	J8			
189.0					E2		
190.0	F6	G9	B8				
191.0	F6	C10	D5	C10			
192.0	C10	D5	C10	C10			
193.0	F6	F7	D10				
194.0	F5	F5	F5	F5			
195.0	F6	I9	I9				
196.0	F6	D10	D10	F7			
197.0				D5			
198.0	F6	A8	A8				
199.0	J2	J2	J2	J2			
200.0	F6	E4	E4	E4			
201.0	E5	E2	E2	E2	E2		
202.0	B10	C10					
203.0	F6	F10	F10	F10			
204.0	F10	F10	F10				
205.0	F6	J1	J1				
