id	A	B	C	D	E	F	G
0	F6	F10	I8	I8	I8		
1	A5	A5	A5	A4	C1		
2	F9	F9	F9				
3	F3	F3	F3				
4	B7	B7	B7	B7	B7		
5	F6	A4	A4	A4	A4		
6	F6	C10	F10	J10			
7	F6	F7	F7	F7			
8	I3	J7	J7	J7			
9	F6	F10	F10	F10			
10	H6	H6	H6	I3			
11	F6	F2	E3	D3	D3		
12	C10	C10	C10	A6			
13	F9	I2	F9	F9	F9		
14	F6	E7	F10	F10			
15	F6	A10	A10	A10			
16	F5	A3	A3	A3			
17	A5	I6	A5	A5	A5	A5	
18	F6	G8	G8	G8			
19	F6	F9	F9	F9	F9		
20	E2	E2	E2	E2			
21	F6	C1	C1	D3	C1		
22	F6	J3	J1	H2			
23	F6	B10	A8	A4			
24	F6	F5	E5	G5			
25	F6	C10	A6	D10			
26	F6	H2	G1	G1			
27	F6	I2	I2	I2			
28	A9	A3	A4	A9	A9		
29	C10	G8	C10	C10			
30	F6	D10	B8	D6			
31	J10	J10	H10	H10	J10		
32	F6	C7	J10	J10	J10		
33	F5	F5	F5	F5	F5		
34	B1	B1	A1	C2			
35	F6	H2	H2	G2			
36	E5	J1	J1	J1	J1		
37	F6	A4	A4	J3	J3		
38	F6	G2	A10	C10	A10		
39	F6	B8	J1	J1	J1		
40	J3	F9	J3	J3	J3		
41	J8	J8	I8	I8	I8		
42	F6	H10	E2	E2	E2		
43	B1	E2	F2	B1	B1	B1	
44	A9	A9	A9				
45	F6	F2	C2	A4	A8		
46	F6	C10	C10	B8	C10		
47	F6	A4	A4	A5			
48	E5	D3	F3	F3	F3		
49	F6	J9	J9	J9			
50	F6	D7	D7	D7	D7		
51	F6	F10	F9	F9	F10		
52	F6	E5	D8	B10			
53	I8	I8	H10	H10			
54	F6	I2	J1	J1	I2		
55	F7	F7	F1	F1			
56	F8	F9	E2	E2	E2		
57	F5	F5	F5	D5			
58	F6	B3	E5	C6			
59	J1	J1	J3	J1	J1	J1	
60	E7	E7	F8				
61	F6	F9	F9	F8	F9		
62	A6	A6	A10	A10			
63	F6	F10	F10	F10	F10		
64	A9	A9	A9	C8			
65	F6	G2	A8	A8	A8		
66	J10	I8	J7	J10	J10		
67	F6	E5	D5	B2			
68	A10	A10	A4	A10	A10		
69	F6	J9	F9	J9			
70	B2	I3	B2	B2	B2		
71	J1	J1	J1	J1	J1	J1	
72	F5	J4	F5	F5			
73	F6	F9	F9	F9	F9	F9	
74	A10	A10	G8	D8	A10		
75	E2	J4	G2	F2			
76	F6	C7	C10	E9			
77	B9	A8	C7	B9	B9		
78	B7	B7	B7	B7			
79	E9	J8	E9	E9	E9	E9	
80	F6	J8	I6	J8			
81	C1	C1	F3	C1	C1		
82	F6	C10	C10	C10	C10		
83	F6	B1	B1	B1	B1		
84	F6	D5	J10	J10	J10		
85	F6	D5	B1				
86	F6	F3	F3	F2	F3		
87	F6	J1	J1	J1	J1	J1	
88	F6	F9	F9	F9			
89	H3	H3	H3	H3	H3		
90	F6	F8	E9	E9	E9		
91	F6	G5	B1	B1	B1	B1	
92	D10	D10	D10				
93	A4	A4	A4	A9			
94	F7	F7	H2	I2	H2		
95	A5	A1	C1	B1	A5		
96	C10	C10	C10	F7			
97	F6	G2	C10	C10	C10		
98	F9	F9	F9	F9	F9		
99	F6	A5	A1	A1	A1		
100	F6	A3	A4	A1	B1		
101	F6	G1	J1	J3	J8		
102	F6	B8	G5	G5	G5		
103	F6	E5	E9	F9			
104	B3	B3	C1				
105	D10	E2	D10	D10			
106	F6	D8	B7				
107	F6	J1	C3	J1	J1		
108	F6	I8	A10	C10	A10		
109	J8	J8	J8	J8	J8		
110	G8	G8	G8	F10			
111	F6	J10	J10	J10	H10		
112	F6	B6	F9	F9	F9		
113	F6	E9	B9	E9	E9		
114	D5	D5	I2	D5			
115	H3	H3	B1	H3	H3		
116	D3	C3	C3	C3	D3		
117	F6	F9	F9	F9			
118	F6	H10	H10	H10	H10		
119	F6	C10	C10	C10	C10		
120	F6	D2	B1	C3			
121	J10	D8	J10	J10	J10		
122	F6	B1	B1	B1	B1	B1	
123	F6	F7	C9	A8	A8		
124	F6	E9	H10	H10			
125	F6	C10	I8	I8			
126	F6	F2	I2	I2	I2		
127	I2	I2	I2	G1			
128	F6	D10	G1	G1	G1		
129	A8	A8	A8	A8			
130	F2	I2	F2	F2	F2		
131	F6	I9	I9	I9	I9		
132	A8	C6	C6	A7			
133	F6	H5	E2	E2	F2		
134	E5	D6	B1	B1			
135	F6	C6	I2	I2			
136	E2	C1	E2	E3			
137	E6	B9	C8	C8			
138	I5	J4	J2				
139	C7	C7	C9	A8			
140	F6	G8	A9	A9			
141	F6	F1	B1	B1	B1		
142	F6	D10	E9	F9			
143	F6	E5	A8	A8	A8	A8	
144	E9	J10	J10	E9	E9		
145	A9	B1	F2	A9	A9	A9	
146	F6	G5	A1	A1			
147	F6	E7	A4	A4			
148	F6	J4	G2	B2	B2		
149	B7	B7	C7	B7	B7		
150	D10	D10	B9	A6			
151	F6	C6	A8	A8	A8		
152	F6	I6	A4	A4	A4		
153	F6	I5	J1	J1			
154	A1	A1	A1	A1	A1		
155	E7	E7	F7				
156	F6	C3	E5	C2	C2	C2	
157	A3	E2	B1	A3			
158	A10	A10	A10	A10	A10	A10	
159	I2	A9	B7	I2	I2		
160	F6	F3	G4	B7	B7		
161	F6	H3	I3				
162	F6	J2	E5	E5			
163	D5	C3	G2	G2			
164	F6	E9	E9	E9	E9	E9	
165	F6	E3	E3	E4	I8		
166	F6	F9	I8	I8			
167	F6	E9	E9	E9	E9		
168	C10	C10	C10	A10			
169	B9	B9	B9	B9	B9		
170	F5	F7	F7				
171	E9	E9	G2	J3	E9		
172	F10	A4	B7	F10	F10		
173	F9	G5	I6	F9	F9		
174	C2	C2	C2	C2	C2		
175	A9	A9	A9	B9	A9		
176	F6	E3	F3	A4	A4		
177	E2	E2	A6	E2	E2		
178	F6	B6	F9	B6			
179	F6	J7	G5	G5			
180	F6	C1	C1	C1			
181	J1	E3	J1	J1			
182	F6	A3	A3	A3	A3		
183	I9	B3	I9	I9	I9		
184	G8	G8	G8				
185	A1	A1	A1	B2	A1		
186	F6	J10	J10	J10			
187	E9	E9	E9				
188	A4	A4	C2	F5			
189	I9	I9	F9	I9			
190	A8	A8	B10	A8	A8		
191	F6	B7	D8	D8			
192	B6	C10	D10	B9	B6		
193	D5	D5	D5				
194	D3	D3	G1	E3			
195	F6	C2	B5	B5			
196	D2	B1	A1				
197	G2	G2	G2				
198	F6	F7					
199	E9	E9	D8				
200	F6	A6	F9	F9			
201	B8	B8	B8	B8			
202	A5	C1	A3	A5	A5		
203	I6	I6	I6				
204	F6	D8	C7				
205	F6	I6	D2	B7			
206	A10	A10	A10	A10			
207		E2	I5	E2			
208	A8	B7	A8				
209	E5	E5	E5				
210	A5	A5	A5	A5	A5		
211	J8	C10	J8	J8	J8		
212	D3	D3	D3				
213	J10	J10	J10	J10			
214	E4	E4	E4	E4			
215	F1	F1	F1	F1			
216	B10	B10					
217	F9	D8	F9				
218	B2	B2	B2	B2			
219	F10	F10					
220	J1	J1					
221	I2	I2					
222	F9	F9					
