id	A	B	C	D	E	F	G
0	B2	C3	C3	B2			
1	A2	A1	A1	A1			
2		B2	B2				
3	B2	B1	B1	B1	A1	B2	
4	B2	C1	C1				
5		B2	B2	C3	B3	A3	
6	B2	A1	A1	B1	A1	A2	
7		B2	C2	C2	C3	C3	B3
8		A2	A2				
9	A1	A1	A2	B2	B1	B1	A1
10	A1	B1	B2	B3	B2		
11	B2	A3	A3	A3	B2		
12	B2	C3	B3	C3	B2	B3	B3
13		B2	C2	C2	C2	C2	B2
14	B2	A2	A2	B1	B1	B2	
15		B2	B2	B2	B3	B3	A2
16	B1	B1	C1	B1	A1	B2	C2
17		B2	A1	A1	A1		
18	B2	C2	B2	B2	C3	B2	B2
19		B2	C1	C1	B1	B1	A1
20	A1	B2	B1	B2	B3	B2	
21		B2	B1	B1			
22	B1	C1	C2	C2	C2	C2	
23		B2	B2	B2	B2	A3	A3
24		B2	A2	A2			
25	B	A2	A2	A2	A2	B2	B2
26		B2	B2	C1	C1	C1	
27		B2	C2	B2	A2	B1	B1
28	B2	C1	C1	C1	C2	C2	B3
29		B2	A1	A1			
30		B2	A1	A1	A1		
31			A2	A2	A2	A2	A1
