id	A	B	C	D	E	F	G
0.0	B1	B1	B1	D3	B1	B1	
1.0	A5	F8	A5	A5	A5		
2.0	F6	F7	I3	F7			
3.0	F6	F7	F7				
4.0	F6	C7	A10	A10			
5.0	F6	I6	I6	F5			
6.0	E2	E2	E2	B1	E2		
7.0	A10	A10	A10	C6			
8.0	B10	A9	A10	C10			
9.0	B1	B1	B1	B1	B1	A1	
10.0	F6	B9	B9	B9	B9		
11.0	F3	F3	F3	F3			
12.0	F6	H3	E2	E5			
13.0			J7	H5			
14.0	D10	D10	D10	E5			
15.0	F6	B9	B9	B7	B7		
16.0				G8	H2		
17.0	C1	C1	C1	G1			
18.0	F6	C1	A8	C1	C1		
19.0	A9	A9	E9	G9	A9		
20.0		F1	F1	F1			
21.0			C10	C10	C10		
22.0			J9	B1	B1	B1	
23.0		A4	A4	A4			
24.0	F6	A5	J10	J10	J10		
25.0	F6	J8	J8	J8	J8		
26.0	E2	B9	E2	E2			
27.0	F6	A5	A5	A5	A5	A5	
28.0		F9	E3				
29.0	J8	J8	J8	F3			
30.0	F6	F9	F9	A6	F9		
31.0	J3	J3	B8	J3	J3		
32.0	F6	C10	C10	A9	C10		
33.0	F9	J2	F9	F9	F9		
34.0	E9	E9	I8	E9	E9		
35.0	F6	F10	F9	H5			
36.0	E5	D3	A1	A1	A1		
37.0				A1	F9		
38.0	F6	E4	B9	E4	E4		
39.0		I8	A9	A9			
40.0	B1	B1	A6				
41.0	F5	A8	A1	A8	A8		
42.0		I5	B8	B8			
43.0	F6	J1	J1	J1			
44.0	F6	J10	I9	I9	I9		
45.0				C1	H10		
46.0			I6	D6	G1		
47.0	F6	B9	B9	D8			
48.0	D3	D3	D3	D3	D3		
49.0	F6	E9	F4	F10	F2		
50.0	A9	A9	B10	C10			
51.0	B1	B1	B2				
52.0	G2	G2	I2				
53.0	F6	B7	E2	E2	E2	E2	
54.0	F6	J1	J1	J1	J1	J1	
55.0	F6	A4	A4	A4	A4	C2	
56.0		A4	G2				
57.0	E3	C7	C7	E3			
58.0			J4				
59.0	F6	E9	B9	C8			
60.0			E2	H10	H10		
61.0	B1	F7	F7	C2			
62.0	A3	A3	E3	H2			
63.0	F5	K1	J10	K1	K1		
64.0	F6	B1	B1	B2			
65.0	F9	A9	F9	F9	F9	F9	
66.0	C10	I2	I2	I2	I2		
67.0	F6	E9	E9	E9	E9	E9	
68.0	B1	B1	B1	B1	B1	B1	
69.0		F5	F5	F5			
70.0	F6	F9	F9				
71.0	E5	A3	D2				
72.0	A9	J10	A9	A9	A9		
73.0	F6	J4	J4	J10			
74.0	F6	D10	E7	J9			
75.0	F8	F7	F8				
76.0	F6	A10	G5	C7	C10		
77.0	A10	I6	A10	A10	A10		
78.0	F6	A3	C3	C3			
79.0	F6	I9	I9	I9	F3		
80.0			A1	A1			
81.0		A4	G5	B1	B1		
82.0	A9	A9	A9				
83.0			B7	B7			
84.0	F6	F9	F9	F9			
85.0		C6	C6	H2	A5		
86.0	E9	C7	E9	E9			
87.0	F6	F9	J3	I9	J3		
88.0	A8	A8	A8	A8	A8	A8	
89.0		F5	F5				
90.0	J10	J10	F9	F9			
91.0	F6	D10	C8				
92.0	B10	C7	B10	D10			
93.0	F6	F5	B9	B9			
94.0		G4	I8				
95.0	A4	A4	A4	A4	A4		
96.0	A6	F4	F7				
97.0				F5			
98.0	A3	C7	B1	A3			
99.0		A9	A9	A3			
100.0	F6	A10	A10	I8	J8		
101.0	F6	E9	F2	E2			
102.0	F6	E2	A9	A7	A9		
103.0		A8	F1				
104.0	F6	E9	G8	E9			
105.0	F6	G8	D10	G8			
106.0		G8	A10	A5			
107.0	F6	D8	D8	C10			
108.0	G4	A8	A8	A8			
109.0	F6	J3	E3	E3	E2		
110.0	J1	J1	J1	J1	C2		
111.0	F6	I3	I2	D5			
112.0	H2	A6	A6	A6			
113.0	J1	J1	A4	J1	J1		
114.0	F6	F5	F7	F7			
115.0			I8	A10	I8		
116.0			D8				
117.0	J3	J3	J3	J3	I2		
118.0			E9	E9			
119.0	F6	E2	G2	G2			
120.0	B9	B9	B9	F3			
121.0			E5	A1	A1		
122.0	F6	H3	H3	I3	H3		
123.0	H10	F9	I8				
124.0	F6	C3	E9	G5			
125.0	A6	A6	A6	B9	B9		
126.0	F6	F10	F10				
127.0				B9			
128.0	F6	F9	C10				
129.0	A9	A9	A9	A9	A8	A9	
130.0	F6	I2	I2	I2			
131.0							
132.0	I2	I2	I2	I2			
133.0	F10	F10	A10	F10	F10		
134.0	I8	F7	I8	I8			
135.0	F6	E5	A8	A8			
136.0	A4	H5	A4	A4			
137.0	F6	F10	C3	C3	F10		
138.0	C1	C1	C1	B1	C1		
139.0	F2	I6	I6	F2			
140.0	B7	I2	B7	B7	B7	B7	
141.0	F6	A9	I8	I8			
142.0	F6	F1	A8	A8	B7		
143.0	F6	D10	E9	J10			
144.0	F6	J1	J1	J1			
145.0	F6	A8	A8	A8	B6		
146.0	I2	I2	I2	I2	I2		
147.0	F6	E2	E2	G2			
148.0	F6	C10	B7	B7	B7		
149.0	G5	G5	G5	G4			
150.0	F6	J10	J10	J10			
151.0	F6	J7	E9	E9	E9	E9	
152.0	F6	A9	A9	A9			
153.0	F6	C1	C1	C1	C1		
154.0	A3	A3	B3	B3			
