id	slack_time	departure_time	return_time
0	3160	64	3182
1	3278	0	3282
2	5581	0	3899
3	4591	0	3654
4	4573	47	3749
5	4624	0	3796
6	3556	0	3883
7	1767	338	3050
8	3908	0	3563
9	3231	443	3507
10	4442	0	3749
11	2605	444	3409
12	2545	151	3914
13	4888	0	3751
14	3920	0	3809
15	4334	0	2944
16	4786	0	3606
17	4031	0	3784
18	5064	0	3588
19	5085	0	3250
20	3233	324	3598
21	4414	0	3896
22	4418	48	3796
23	4253	0	3887
24	3276	0	3328
25	2556	242	3870
26	4768	0	3747
27	4058	0	3283
28	3463	0	3140
29	2529	0	3499
30	4466	0	3298
31	3951	53	3693
32	5801	0	3914
33	6061	0	3458
34	2970	0	3780
35	3925	0	2653
36	6169	0	3914
37	2829	0	2744
38	5844	0	3874
39	3495	73	2923
40	2548	0	3581
41	3391	0	3404
42	5651	0	3365
43	3099	106	3914
44	4163	185	3914
45	5448	0	3836
46	5874	0	3656
47	5707	82	3744
48	3431	0	3470
49	6407	0	3731
50	4899	0	3655
51	4435	0	3914
52	4864	0	3801
53	6795	0	3688
54	5777	68	3527
55	5643	0	3310
56	4679	0	3549
57	4030	48	3688
58	4541	51	3730
59	50	1187	3063
60	4379	0	3406
61	3480	247	3122
62	3177	51	3309
63	2863	237	3600
64	2069	327	3914
65	5362	0	3914
66	5583	0	3914
67	6208	0	3588
68	3841	0	3564
69	5923	0	3914
70	3108	522	3163
71	4476	0	3706
72	3676	51	3589
73	3114	0	3807
74	2576	179	3914
75	5124	0	2964
76	344	361	3914
77	5688	0	3206
78	3811	360	3123
79	3053	0	3763
80	5651	0	3820
81	3892	0	3275
82	4825	91	3498
83	4640	56	3887
84	2798	432	3695
