id	slack_time	departure_time	return_time
0	2935	64	3719
1	3168	0	3460
2	3702	258	3823
3	4879	0	3654
4	2804	578	3749
5	6035	0	3914
6	4035	0	3883
7	1760	338	3050
8	5415	0	3563
9	2345	443	3507
10	4927	0	3745
11	2437	444	3409
12	6505	0	3425
13	1021	452	3751
14	3313	0	3809
15	5171	0	3558
16	5820	0	3606
17	6581	0	3784
18	4839	0	3588
19	5277	0	3250
20	3404	0	3598
21	2906	333	3555
22	3692	142	3796
23	4203	0	3887
24	3517	238	3328
25	4361	242	3870
26	4830	0	3747
27	3729	0	3283
28	4531	0	3597
29	382	373	3896
30	5073	0	3914
31	3557	49	3693
32	4548	255	3914
33	2559	0	3458
34	1912	233	2727
35	3092	0	2653
36	6350	0	3914
37	3099	0	3345
38	4277	0	3874
39	4172	73	3807
40	1249	0	2119
41	2390	53	3404
42	5902	0	3365
43	2930	348	3914
44	4477	0	3914
45	5570	0	3836
46	6636	0	3656
47	6660	0	3744
48	2662	233	3470
49	6592	0	3731
50	5485	347	3655
51	4630	0	3914
52	5355	0	3801
53	6047	748	3688
54	5239	68	3527
55	5719	0	3310
56	4412	0	3606
57	5576	48	3688
58	1092	342	2509
59	1970	432	3561
60	4148	0	3406
61	3678	247	3617
62	3504	0	3309
63	3668	0	3600
64	2172	290	3914
65	5059	50	3914
66	5202	0	3914
67	6622	0	3588
68	3991	0	3564
69	3647	0	3914
70	1399	522	3641
71	4902	0	3706
72	3576	154	2856
73	3992	144	3807
74	4148	179	3914
75	4600	0	2964
76	231	361	3914
77	4899	0	3206
78	6090	0	3123
79	3491	162	3763
80	4045	0	3820
81	2274	1017	3914
82	5140	91	3498
83	6297	172	3887
84	3247	429	3695
