id	slack_time	departure_time	return_time
0	4307	0	3914
1	4355	54	3369
2	3478	133	3274
3	1934	917	3641
4	6642	417	3914
5	5880	0	3157
6	5495	52	3883
7	3744	432	3606
8	5486	0	3701
9	2907	0	2371
10	3234	435	3688
11	5680	165	3914
12	4759	59	2766
13	3218	175	3790
14	5373	0	3791
15	4738	0	3617
16	4686	258	3506
17	4677	240	3435
18	4360	0	3698
19	3985	164	3914
20	4208	453	3237
21	5214	0	3914
22	2929	235	3600
23	6736	0	3897
24	2593	51	3499
25	2112	332	3455
26	3428	522	3836
27	5289	0	3086
28	3891	233	2843
29	4266	0	3372
30	4140	428	3629
31	3215	0	3222
32	1231	473	3914
33	8115	0	3860
34	4203	142	3887
35	4684	653	3641
36	4332	233	3914
37	5463	0	3592
38	4965	0	3683
39	4522	347	3914
40	3782	0	2039
41	2615	0	3874
42	6293	0	3838
43	5513	290	3763
44	4813	166	3654
45	3119	233	3298
46	5926	0	3872
47	5142	144	3914
48	1664	432	3645
49	5375	524	3744
50	4518	0	2626
51	4377	728	3531
52	2431	521	3404
53	3008	0	3683
54	4560	0	3509
55	3734	530	3310
56	4710	0	3846
57	5882	144	3519
58	5777	255	2496
59	3191	0	3597
60	5012	146	3809
61	2754	1399	3594
62	4502	0	3507
63	4453	53	3441
64	3505	0	3820
65	5099	0	3324
66	5329	0	3527
67	3658	0	3591
68	6211	0	3807
69	6092	261	3629
70	6453	0	3914
71	5379	0	3870
72	4158	141	3688
73	3523	0	3283
74	6995	0	3779
75	6387	141	3306
76	2865	563	3914
77	6849	172	3588
78	3437	359	3422
79	2904	543	3474
80	5079	91	3582
81	2601	1815	3462
82	4425	0	3657
83	5281	146	3549
84	3541	162	2355
