id	slack_time	departure_time	return_time
0	5087	0	3439
1	4328	154	3016
2	5543	0	3914
3	2524	704	3779
4	4938	0	3914
5	4015	0	3914
6	3841	0	3773
7	4720	342	3606
8	4997	255	3701
9	4425	0	3914
10	3244	49	3914
11	3932	0	3914
12	6281	0	3745
13	7404	133	3790
14	4518	166	3846
15	4897	530	3298
16	6608	0	3914
17	2720	0	3435
18	3031	537	3588
19	5148	164	3688
20	4232	453	3237
21	5278	0	2499
22	4746	364	3600
23	5159	0	3897
24	5108	51	3914
25	4263	332	3549
26	1375	522	2953
27	4959	179	3563
28	4234	233	3597
29	3998	144	3589
30	4674	238	3629
31	2650	805	3617
32	2072	325	2961
33	5637	0	3458
34	4109	432	3887
35	3992	146	3272
36	5511	233	3914
37	2688	419	3238
38	3490	88	3683
39	4679	0	3422
40	3781	369	3655
41	3490	241	3874
42	2568	1420	3838
43	6977	0	3763
44	4319	0	3836
45	5400	0	3208
46	5860	0	3751
47	4586	51	3708
48	3426	47	3731
49	5737	0	3462
50	5616	0	3914
51	5497	0	3531
52	2921	0	3801
53	1953	1107	3807
54	5250	68	3509
55	3346	0	3310
56	3043	0	3556
57	2654	541	3684
58	6111	245	3641
59	2851	0	3188
60	4923	0	3809
61	4282	0	3594
62	5069	0	3507
63	3429	53	3720
64	3894	0	3820
65	2330	0	3324
66	5726	0	3882
67	2598	0	3591
68	6330	0	3564
69	4519	261	3719
70	5394	522	3914
71	4869	0	3870
72	4163	141	3688
73	2597	473	3380
74	5520	0	3914
75	5374	141	3470
76	4277	563	3914
77	7067	172	3498
78	3380	257	2582
79	5555	12	3744
80	5195	0	3582
81	4827	43	3462
82	3101	336	3470
83	4810	49	3641
84	3869	162	3361
