id	slack_time	departure_time	return_time
0	3299	0	3720
1	5239	419	3883
2	5451	324	3657
3	6107	53	3914
4	7472	0	3882
5	6514	196	3788
6	3867	336	3654
7	9	541	3698
8	4615	245	3872
9	1685	613	3454
10	4071	743	2720
11	7678	0	3914
12	5556	0	2941
13	5355	0	3731
14	4844	52	3092
15	7301	0	3914
16	6244	0	3372
17	3047	653	3720
18	5108	0	3616
19	4871	52	3401
20	4135	55	3914
21	4950	0	3527
22	4165	807	3606
23	6108	357	3655
24	2829	0	3310
25	5249	0	3641
26	3560	271	3563
27	5095	0	3498
28	4963	155	3031
29	6663	68	3684
30	6016	0	3234
31	5757	0	3763
32	7842	0	3671
33	4388	165	3836
34	3270	424	3399
35	3955	661	3784
36	7668	0	3749
37	2511	570	2481
38	8712	0	3890
39	2328	196	3737
40	3796	166	3260
41	7084	0	3914
42	4697	0	3123
43	6598	73	3914
44	5428	0	2989
45	4628	0	3561
46	5271	0	3558
47	6258	0	3914
48	5309	233	3219
49	2805	0	3591
50	954	172	3545
51	5726	0	3751
52	5473	989	3914
53	9615	0	3492
54	4906	0	2942
55	5630	185	3491
56	4463	0	3417
57	3368	0	1497
58	4329	1771	3838
59	3942	0	3897
60	1947	49	3807
61	8377	73	3790
62	3959	415	3906
63	4096	419	3846
64	4613	1219	3454
65	615	748	3914
66	5788	0	3592
67	4906	846	3071
68	7030	258	3914
69	4730	0	2620
70	4018	43	3641
71	4845	0	3706
72	3271	342	3874
73	2818	675	3310
74	8821	0	3604
75	4946	419	3809
76	7680	0	3751
77	5446	0	3206
78	4501	600	3222
79	6498	0	2942
80	5359	151	3629
81	5224	0	3654
82	8162	0	3820
83	5619	332	3549
84	7779	0	3779
85	4337	-90	3764
86	3616	417	3668
87	3377	-166	4013
88	3581	143	2877
89	5311	-41	3697
90	5377	-155	2969
91	3348	-150	3740
92	4098	309	3972
93	5259	370	3662
94	4180	-69	3660
95	5708	133	3283
96	4324	11	3922
97	5123	52	3492
98	3582	1021	4066
99	3177	274	2760
100	2068	449	3708
101	1479	17	3660
102	3535	133	3649
103	4647	375	3564
104	3861	547	3584
105	5049	210	4058
106	1622	658	4068
107	5238	-2	3943
108	3572	206	3448
109	3355	-4	4000
110	3994	-103	3926
111	4718	-46	3321
112	4702	84	3697
113	3822	-116	3972
114	2506	-137	3576
115	3301	501	3692
116	2000	117	3940
117	4880	264	3685
118	4958	-120	3985
119	8551	-46	3373
120	4379	272	3436
121	4754	-53	4036
122	4136	-3	3470
123	3006	270	3821
124	5589	-159	3984
125	5540	362	4002
126	2245	579	3291
127	4758	131	3922
128	6286	90	3848
129	4541	-2	3731
130	5511	85	3616
131	3300	-120	4030
132	4007	-3	3002
133	5973	406	3851
134	4948	-134	3848
135	6601	299	4032
136	4886	7	3632
137	1874	312	3821
138	4755	979	3081
139	5417	114	3969
140	3929	127	3268
141	3302	-64	2376
142	4704	-134	3849
143	2440	-157	3754
144	4948	119	3790
145	3854	84	3191
146	4277	-121	3486
147	4040	17	3930
148	4585	6	3832
149	4828	-19	3097
150	3137	77	2301
151	5105	301	3971
152	2619	-133	3971
153	3317	-33	3293
154	7135	-96	3821
155	4714	547	3320
156	5957	116	3910
157	131	-72	3849
158	5570	-60	3665
159	5970	-103	4035
160	5410	270	4013
161	3998	-139	3648
162	5580	-76	3648
163	3696	274	3873
164	6052	180	3805
165	4679	-155	3408
166	1507	40	4029
167	3581	-36	2857
168	6069	-127	3636
169	3934	86	3703
170	6430	-90	3851
171	5623	-70	3784
172	4225	-119	3464
173	3975	167	3392
174	6025	-119	3764
175	6324	565	3909
176	512	1181	3131
177	5436	-138	2851
178	5634	29	3877
179	2436	-166	3268
180	7405	193	3731
181	4323	-85	3696
182	5441	119	3784
183	6906	266	3994
184	5699	-137	3940
185	5398	25	3949
186	4730	126	3520
187	3094	69	3282
188	498	-121	2029
189	4361	-165	3602
190	5729	-164	3364
191	6167	98	3248
192	5379	371	3858
193	4145	44	3409
194	3854	588	4058
195	4040	-31	3576
196	4755	-122	3731
197	3969	-131	2780
198	3859	854	3131
199	4414	-50	4066
200	4385	90	3969
201	4336	188	3694
202	4746	178	3891
203	4471	143	3579
204	4984	-72	3510
205	3515	363	3689
206	3857	262	3436
207	5058	84	2814
208	4972	-98	3876
209	6093	32	3394
210	4239	321	3283
211	2418	-16	4033
212	5374	-142	3943
213	4536	-44	3559
214	446	180	3903
215	6001	-158	3695
216	5889	-157	3879
217	6736	-3	3542
218	5713	-44	3926
219	4746	-156	3715
220	1857	833	3522
221	3893	-142	3384
222	4118	-98	3576
223	6277	110	4030
224	5972	-98	3520
225	5749	110	3740
226	4345	-100	3471
227	5676	33	3783
228	4712	272	3984
229	3860	7	2952
230	4105	491	3668
231	6139	-42	3863
232	5715	210	3876
233	4942	384	4042
234	2775	173	3467
235	4579	21	3513
236	5962	-43	3832
237	6165	-3	3854
238	4403	-167	3483
239	3362	-121	3183
240	5213	-166	3753
241	4943	267	3981
