id	slack_time	departure_time	return_time
0	4325	175	3720
1	4149	162	3914
2	6675	53	3773
3	7276	0	3914
4	6843	0	3882
5	8516	73	3788
6	3107	709	3654
7	1069	0	2961
8	4647	0	3872
9	5957	82	3454
10	4417	440	3719
11	6892	72	3914
12	3995	53	2466
13	3315	0	3688
14	4487	59	3441
15	3811	0	3460
16	3419	449	3369
17	3351	240	3629
18	3097	0	3641
19	4119	0	3401
20	4583	53	3914
21	3695	0	3914
22	0	1910	3234
23	6576	0	3701
24	4480	0	3874
25	5030	432	3641
26	3864	0	3563
27	1941	172	3157
28	3635	0	2678
29	4262	50	3128
30	3966	0	3228
31	4183	432	3763
32	6531	0	3914
33	5327	165	3779
34	3350	424	3647
35	6251	0	3784
36	8186	271	3749
37	4789	369	3213
38	4989	0	3890
39	5345	0	3737
40	3898	172	3531
41	5185	0	3914
42	2566	419	3464
43	5544	196	3780
44	2408	0	2404
45	4160	0	3561
46	4475	336	3558
47	6896	0	3914
48	4077	143	3219
49	4298	0	3591
50	2990	88	3883
51	4705	232	3914
52	5453	0	3708
53	8753	153	3555
54	4171	729	3305
55	4895	0	3519
56	3545	328	3914
57	2494	0	3606
58	8111	0	3838
59	4898	0	3418
60	5495	0	3807
61	7526	0	3790
62	5134	415	3906
63	6573	381	3846
64	5258	106	3454
65	3565	0	2923
66	1587	807	2129
67	3187	0	1863
68	3788	0	3870
69	2515	675	3823
70	4461	0	3796
71	3712	0	3706
72	152	1501	3235
73	3273	268	3148
74	8327	0	3237
75	4768	179	3809
76	6726	51	3730
77	3639	0	2054
78	2063	1673	3693
79	5722	12	3827
80	3619	0	3040
81	3909	0	3654
82	4965	0	3422
83	1939	650	3497
84	4545	358	3779
85	2971	-138	2521
86	2695	-166	2910
87	3793	-106	4013
88	2545	127	3184
89	4213	-46	4017
90	3900	-45	3248
91	4125	-131	3740
92	3526	116	3972
93	2495	-132	2733
94	2960	-69	3420
95	3689	-41	3592
96	3181	-166	3922
97	3998	-70	3613
98	3164	-100	3715
99	4294	7	2427
100	4858	97	3598
101	5379	-104	3660
102	3533	94	3649
103	4627	85	3510
104	2474	-135	3625
105	4584	86	3761
106	2447	-120	4068
107	5052	-4	3772
108	1521	-127	3471
109	3692	-140	3958
110	3070	-142	3926
111	2712	21	3374
112	2845	114	3697
113	5052	-116	3972
114	2767	-140	2070
115	4267	-123	3692
116	3765	98	3940
117	4434	119	3492
118	820	-123	3858
119	5297	-36	3697
120	3670	-2	3566
121	4970	-33	3465
122	3072	-3	3877
123	4364	-69	3886
124	2665	-159	2846
125	6330	-116	4002
126	2543	453	3499
127	4784	-161	3922
128	2242	272	3848
129	3703	-2	2995
130	4783	143	3602
131	4208	-158	4030
132	3825	63	3002
133	4881	-19	3851
134	4941	-134	3477
135	4920	197	4032
136	3922	7	3616
137	4722	-141	3821
138	4826	-167	3268
139	3554	-166	3969
140	5412	127	3268
141	5886	-51	3392
142	3714	-120	3947
143	2515	96	3754
144	4410	-43	3877
145	2475	577	3191
146	2651	173	3520
147	4166	205	3930
148	2560	-139	4000
149	3264	358	3097
150	4363	-19	3451
151	5385	-144	3598
152	5913	104	3971
153	2189	-139	3293
154	3562	-96	3239
155	6624	-103	3471
156	4134	-138	3753
157	3177	-132	3974
158	4936	-60	3755
159	5774	-127	3966
160	2397	-33	4013
161	4300	-139	3648
162	5826	-76	3648
163	4042	-50	3873
164	4408	-144	3805
165	1846	515	3201
166	446	542	3863
167	5633	-33	3724
168	4204	-137	3636
169	2797	-106	3703
170	5018	-90	3660
171	4407	52	3219
172	5140	-41	3943
173	3933	-106	3790
174	6360	-40	3764
175	5703	85	3909
176	6500	-98	3981
177	3047	216	3159
178	5612	130	3930
179	4071	-118	4030
180	5625	29	3731
181	4523	-85	3878
182	4391	113	3564
183	4187	181	3421
184	4868	-116	3849
185	3095	391	3949
186	6659	-131	3662
187	3290	-21	3601
188	2950	-158	3448
189	3684	109	3471
190	4857	142	3910
191	5021	-67	3248
192	4670	-40	4000
193	3591	-2	3786
194	3681	-73	3976
195	3397	104	2969
196	4341	167	3558
197	3882	-131	4000
198	5413	-49	3185
199	3759	133	3341
200	4015	-142	3352
201	5282	-137	3602
202	5891	-11	3891
203	4416	48	3984
204	3796	-98	3696
205	3976	33	4036
206	2772	-64	3063
207	4834	84	3460
208	3699	-165	3876
209	6206	32	3394
210	2287	-132	3558
211	5423	-42	4033
212	5813	7	3943
213	5351	-147	3559
214	809	392	3783
215	4952	255	3695
216	1055	461	3879
217	5133	109	4058
218	4037	76	3426
219	4382	-26	4073
220	907	242	3858
221	2701	169	3293
222	3831	181	3576
223	2954	119	3926
224	5023	-50	3520
225	915	565	3740
226	5540	-100	3471
227	3736	264	3783
228	4066	132	3994
229	2706	70	3559
230	4582	-148	3546
231	4531	-42	3376
232	4788	210	3876
233	3109	143	3282
234	3332	-158	3695
235	3505	118	3579
236	4401	406	3832
237	4675	-142	3854
238	4774	-167	2900
239	2438	-137	3183
240	3404	197	3865
241	1931	1512	3856
