id	slack_time	departure_time	return_time
0	3474	0	2625
1	6266	358	3883
2	5385	526	3458
3	9706	143	3914
4	7818	0	3882
5	8266	0	3788
6	4759	232	3654
7	1525	419	3698
8	5448	0	3872
9	668	1008	3809
10	4690	0	3588
11	7248	0	3914
12	5918	0	3914
13	4681	0	3731
14	4268	52	3092
15	7062	0	3914
16	6240	871	3470
17	5043	55	3720
18	3976	0	3592
19	5539	52	3401
20	2625	1379	3328
21	4963	0	3238
22	4586	650	3606
23	7098	465	3655
24	4964	0	3310
25	4058	0	3641
26	3248	271	3563
27	5312	254	3711
28	4900	155	3513
29	7256	68	3684
30	4451	329	3234
31	5591	0	3763
32	8859	73	3763
33	4104	165	3836
34	3365	807	3399
35	4798	473	3796
36	6729	0	3749
37	5077	675	2961
38	8937	473	3890
39	3162	196	3737
40	4418	166	3260
41	5710	0	3914
42	5600	0	3594
43	6378	106	3874
44	2960	667	2989
45	4628	0	3561
46	4725	0	3558
47	5365	0	3470
48	5618	233	3219
49	4030	0	3591
50	1557	347	3545
51	4861	0	3751
52	6839	547	3422
53	10393	0	3173
54	5215	0	2942
55	5293	342	3491
56	5063	0	3780
57	3124	0	3310
58	7374	0	3914
59	3907	0	3897
60	2107	242	3807
61	7879	0	3790
62	5574	0	3906
63	5009	419	3846
64	6513	717	3454
65	1173	820	3914
66	6221	0	3914
67	6187	463	3275
68	6310	258	3914
69	2441	0	2620
70	3513	43	3404
71	3061	0	3706
72	2717	432	3780
73	4408	0	2975
74	7386	0	3604
75	5972	419	3809
76	7855	0	3751
77	5817	71	3026
78	4750	600	3222
79	2678	47	2942
80	5310	151	3629
81	3989	0	3791
82	7927	0	3422
83	5043	332	3549
84	6792	166	3779
85	5378	-90	3764
86	3669	527	3668
87	2007	167	4013
88	805	1220	4030
89	5786	-41	4017
90	5013	126	3092
91	5725	-150	3740
92	5263	463	3813
93	5229	96	2981
94	5011	-19	3648
95	4431	167	3283
96	5321	11	4036
97	6457	-131	3492
98	5441	21	4066
99	4269	7	3976
100	2848	449	3891
101	1314	457	2895
102	3430	119	1868
103	6296	133	4042
104	4526	-127	3584
105	3371	301	3512
106	2448	363	4068
107	5654	-51	3665
108	4011	217	3448
109	7337	-4	4000
110	4101	-85	3926
111	3780	126	3321
112	4498	84	3761
113	2554	-123	3787
114	4241	-134	2449
115	3260	210	3692
116	5183	98	3940
117	4296	264	3685
118	4489	-121	3471
119	7087	312	3373
120	5372	-4	3436
121	3675	-53	3037
122	4531	180	3692
123	1721	11	1351
124	4640	-159	3984
125	8478	-116	4033
126	3857	134	3291
127	3776	131	3922
128	4226	362	3985
129	5011	48	3731
130	4846	143	3616
131	3917	-120	3849
132	5701	-3	3741
133	4758	882	3851
134	5103	134	3848
135	5322	-98	4032
136	3733	104	3542
137	3671	-137	3787
138	4352	850	3081
139	5019	90	3969
140	4631	175	3268
141	4777	-64	3321
142	5510	-134	3592
143	2666	-98	3352
144	4991	119	3790
145	3117	542	3191
146	6360	-129	3486
147	1968	-139	3930
148	6550	-132	3958
149	5319	11	3097
150	4784	63	3695
151	5800	-75	3879
152	3574	-133	3971
153	3220	-31	3293
154	5756	-3	3754
155	6304	-140	3320
156	5018	116	3910
157	6158	52	3783
158	3322	807	3665
159	5312	178	3985
160	5309	178	4013
161	4538	-131	3696
162	5823	-76	3695
163	3990	450	3873
164	5922	279	3805
165	3314	-60	3408
166	1566	130	4029
167	4171	-11	3821
168	5632	-127	3636
169	3837	86	3703
170	5921	90	3851
171	5591	-70	3784
172	4700	-121	3464
173	3717	-131	3392
174	4993	-119	3535
175	6094	126	3909
176	2151	421	3131
177	3496	1269	3930
178	4887	29	3877
179	2903	-167	2982
180	6937	-106	3731
181	4571	-103	3856
182	5110	321	3784
183	4686	976	3984
184	6069	-136	3879
185	5175	301	3949
186	4944	126	3520
187	4926	63	3282
188	3774	-123	3660
189	3406	-165	3602
190	5638	-164	3364
191	5480	658	3248
192	6950	169	4035
193	6227	109	3365
194	4397	588	4058
195	4311	-31	3576
196	4157	-122	3972
197	3989	-100	3787
198	3656	474	2946
199	3490	422	4066
200	2739	-116	3969
201	5218	188	3784
202	2273	178	3958
203	4018	143	3158
204	4058	-40	3510
205	3260	885	3689
206	5123	-166	3145
207	5535	84	2814
208	4206	946	3876
209	4603	216	3394
210	1703	692	3283
211	2375	310	4033
212	4635	-135	3046
213	482	1097	3564
214	2047	69	3903
215	7531	-158	3695
216	4940	-157	3636
217	4475	-3	3542
218	4419	167	3926
219	4820	-156	3147
220	3737	-121	3522
221	1650	-142	2399
222	3088	-98	3625
223	5588	110	4030
224	6401	-98	3520
225	5889	110	3740
226	4094	-100	3671
227	5940	33	3783
228	3588	453	3984
229	4406	7	3940
230	5032	272	3668
231	4770	-42	3863
232	6532	210	3876
233	4120	109	3513
234	205	1602	3467
235	5019	470	3603
236	5068	-43	3832
237	6301	-3	3854
238	4795	63	3483
239	2988	-165	2900
240	5103	-166	3753
241	4777	-159	3981
