id	slack_time	departure_time	return_time
0	5079	175	3720
1	2775	162	3914
2	6676	53	3773
3	7498	0	3914
4	7087	0	3882
5	7918	73	3788
6	4296	0	3654
7	1069	0	2961
8	4294	0	3872
9	5615	82	3454
10	4939	440	3719
11	7314	0	3914
12	4729	53	2466
13	3726	0	3688
14	4432	59	3092
15	4615	0	3460
16	3563	449	3369
17	1520	713	3629
18	3097	0	3641
19	4119	0	3401
20	4583	53	3914
21	4251	0	3914
22	2234	1099	3234
23	6661	0	3701
24	6815	0	3874
25	5000	361	3641
26	3645	0	3563
27	2284	172	3157
28	3624	0	2678
29	4570	50	3128
30	4003	0	3228
31	4191	432	3763
32	6531	0	3914
33	4930	165	3779
34	3063	424	3647
35	6546	0	3784
36	8186	271	3749
37	5038	369	3213
38	6038	0	3890
39	5503	0	3737
40	3990	172	3531
41	2541	196	3914
42	1952	419	2840
43	6160	196	3780
44	2760	0	2312
45	3859	0	3561
46	4483	185	3558
47	6092	0	3914
48	4505	143	3219
49	4867	0	3591
50	1606	47	3883
51	4609	232	3914
52	5061	0	3708
53	8076	153	3555
54	4069	729	3213
55	4560	0	3519
56	4569	0	3914
57	1635	0	3914
58	7482	0	3838
59	5357	0	3711
60	4658	0	3807
61	8040	0	3790
62	7137	415	3906
63	6143	381	3846
64	5269	106	3454
65	1991	261	2923
66	1587	807	2129
67	3184	0	1863
68	3566	0	3870
69	2407	675	3823
70	4461	0	3796
71	3613	51	3706
72	2288	0	3235
73	2932	268	3148
74	7511	0	3237
75	4676	179	3809
76	5403	51	3730
77	3639	0	2437
78	3672	704	3693
79	4234	12	3827
80	1881	338	3040
81	2936	0	3654
82	6791	0	3422
83	2395	650	3497
84	1292	675	3779
85	3647	-138	4066
86	2809	-166	2910
87	2577	134	4013
88	3011	127	3037
89	4012	-46	4017
90	3304	-45	3248
91	2823	-131	3740
92	2818	6	3972
93	5020	-132	4033
94	3407	-69	3420
95	3685	-41	3592
96	3169	11	3922
97	3823	-70	3613
98	4248	-100	3715
99	4294	7	2427
100	5876	97	3708
101	5252	-104	3660
102	4291	94	3649
103	4682	85	3510
104	2002	-135	3625
105	5817	86	4058
106	2549	-120	4068
107	5643	-4	3772
108	2572	-127	3471
109	4716	-140	3958
110	2832	-142	3926
111	2712	21	3374
112	3224	114	3697
113	4483	-116	3972
114	2976	-140	2778
115	4563	-165	3692
116	2959	470	3940
117	4630	119	3492
118	324	267	3858
119	6007	-36	3697
120	4220	-2	3566
121	5298	-33	3465
122	3304	-3	3877
123	4685	-69	3886
124	3260	-159	3109
125	6780	-116	4002
126	2501	453	3499
127	4198	-161	3922
128	3294	272	3848
129	4077	-2	2714
130	4649	143	3602
131	4540	-158	4030
132	3748	63	3002
133	4168	353	3851
134	4728	-134	3477
135	5983	197	4032
136	4612	7	3616
137	4845	-141	3821
138	4160	-167	3268
139	1744	-166	3969
140	4898	127	3268
141	5886	-51	3392
142	5464	-120	3947
143	3441	96	3754
144	4322	-43	3877
145	3442	577	3191
146	3124	259	3520
147	4247	205	3930
148	2745	-139	4000
149	2575	358	3097
150	4535	-19	3451
151	5419	-144	3598
152	3724	104	3971
153	4974	-139	3293
154	5193	-96	4033
155	6646	-103	3471
156	3886	-64	3753
157	3217	-4	3974
158	5609	-60	3755
159	6142	-127	3966
160	422	461	4013
161	5801	-139	3648
162	5390	-76	3648
163	4441	-50	3873
164	3820	-144	3805
165	965	515	3201
166	362	727	3863
167	5580	-33	3724
168	3833	96	3636
169	3178	-60	3703
170	4686	-90	3660
171	4276	52	3219
172	4790	-41	3943
173	3803	-106	3790
174	5701	-40	3764
175	6231	450	3909
176	6034	-98	3981
177	4380	216	2967
178	4401	130	3930
179	4473	-118	4030
180	5659	29	3731
181	4392	-85	3878
182	4529	113	3564
183	4565	181	3421
184	4868	-116	3849
185	3657	391	3949
186	5532	234	3662
187	3389	-21	3601
188	3322	-158	3764
189	2464	1097	3873
190	4861	142	3910
191	5271	-67	3248
192	4921	-40	4000
193	2141	-2	3786
194	1823	395	3976
195	3632	104	2969
196	4891	167	3558
197	3952	-131	4000
198	3602	270	3185
199	1933	666	3341
200	4133	-142	2829
201	4564	188	3602
202	6445	-76	3891
203	4845	48	3289
204	5003	-98	3696
205	3547	33	4036
206	3371	-64	3063
207	2849	84	3460
208	3885	-165	3876
209	6419	32	3394
210	2401	-132	3558
211	5220	-42	4033
212	6166	7	3943
213	4460	-147	3559
214	960	577	3783
215	4898	255	3695
216	3285	461	3879
217	5594	109	4058
218	3187	76	3426
219	4808	-26	3909
220	2973	-16	3858
221	4210	-155	3293
222	3014	181	3576
223	3165	119	3926
224	5441	-50	3520
225	1048	565	3740
226	6320	-100	3471
227	3567	264	3783
228	4645	132	3994
229	3227	70	2449
230	4831	-148	3546
231	2936	-42	3376
232	4889	210	3876
233	3641	143	3282
234	5328	-158	3695
235	4292	118	3579
236	5513	406	3832
237	2859	300	3854
238	4909	-167	2900
239	3920	-137	3183
240	4283	197	3753
241	3016	669	3856
