id	slack_time	departure_time	return_time
0	4676	175	3720
1	4149	162	3656
2	6304	53	3773
3	7420	0	3914
4	6758	0	3882
5	7893	73	3788
6	2556	709	3654
7	1371	0	2961
8	3547	0	3872
9	6086	82	3454
10	6322	440	3719
11	6453	72	3914
12	3621	53	2466
13	3329	0	3688
14	4298	59	2728
15	4184	0	3460
16	3526	449	3369
17	4468	48	3629
18	3097	0	3641
19	3978	0	3279
20	4577	53	3914
21	2613	473	3914
22	2067	0	3234
23	6576	0	3701
24	4114	0	3874
25	3369	54	3641
26	3505	0	3350
27	2672	0	3157
28	3928	0	3914
29	3281	50	3128
30	5031	0	3228
31	3806	432	3763
32	6496	0	3914
33	5658	165	3779
34	3261	424	3647
35	5901	0	3275
36	8186	271	3749
37	4354	369	3213
38	4989	0	3890
39	6323	0	3737
40	3245	172	3260
41	5911	0	3914
42	2786	419	3464
43	4876	196	3780
44	2317	0	2404
45	4572	0	3561
46	4488	336	3558
47	6450	0	3914
48	3830	143	3219
49	5005	0	3591
50	2461	88	3883
51	3940	232	3498
52	4982	250	3708
53	8286	153	3555
54	4314	729	3305
55	5340	0	3519
56	3560	328	3914
57	2038	0	3606
58	8127	0	3838
59	4674	0	3470
60	5862	0	3807
61	7087	0	3790
62	3976	415	3906
63	6534	381	3846
64	3940	106	3545
65	4726	0	2923
66	1587	807	2129
67	4870	0	3914
68	3751	0	3870
69	3905	675	3823
70	4020	0	3796
71	4140	0	3706
72	1408	976	3235
73	2651	268	3148
74	7379	0	3237
75	4768	179	3809
76	6869	51	3730
77	4019	0	2843
78	2063	1673	3914
79	5740	12	3827
80	7129	0	3040
81	6547	0	3654
82	4672	0	3422
83	1716	650	3887
84	6755	0	3779
85	2305	-138	3158
86	2431	-118	2910
87	4148	-106	4013
88	2482	127	3184
89	2615	-46	2906
90	3389	-45	2946
91	3780	-131	3463
92	3463	116	3972
93	2055	-132	2733
94	4076	-69	3420
95	4067	-53	3592
96	2957	-118	3922
97	4287	-70	3613
98	4292	94	3715
99	4198	7	2427
100	3899	97	2997
101	4583	-104	3660
102	2023	556	3649
103	5056	85	3510
104	1801	-135	3625
105	4584	86	3761
106	2287	-120	4068
107	5430	-4	3772
108	1425	-127	3471
109	4082	-140	3958
110	4107	-142	3926
111	2886	21	3374
112	2547	114	3697
113	4289	-116	3972
114	3573	-140	2979
115	3586	-123	3120
116	5384	98	3940
117	4524	119	3492
118	858	-123	3858
119	6376	-36	3697
120	3378	-2	3566
121	3843	-33	3465
122	2834	-137	3877
123	2899	-69	3464
124	2684	-159	2846
125	6093	-135	4002
126	2840	6	3499
127	4880	-161	3922
128	2242	272	3848
129	3441	-2	2995
130	3019	143	2759
131	3374	-158	4030
132	3027	63	3002
133	3625	-19	3851
134	3942	-134	3477
135	5038	-49	4032
136	4092	7	3559
137	4722	-141	3821
138	4275	-167	3268
139	5279	-119	3969
140	4936	-166	3268
141	5528	-51	3392
142	3453	-120	3947
143	3610	-68	3754
144	3993	-43	3877
145	3737	-44	3191
146	2559	173	3520
147	6185	-148	3930
148	2561	-139	4000
149	4052	358	3097
150	3383	-19	3451
151	4798	-144	3598
152	6011	104	3971
153	4501	-139	3293
154	4510	-96	3239
155	6623	-103	3471
156	4015	-138	3753
157	5407	-132	3974
158	3993	-60	3755
159	4725	-127	3966
160	2140	-33	4013
161	4320	-139	3648
162	5900	-76	3648
163	3993	-50	3873
164	4024	-144	3805
165	618	515	3201
166	4992	116	3863
167	5633	-33	3724
168	3342	116	3636
169	2670	-106	3703
170	4851	-2	3660
171	2785	52	3219
172	5940	-41	3943
173	3519	-106	3790
174	5626	-40	3764
175	6087	85	3909
176	6535	-98	3981
177	4225	-45	3159
178	6162	130	3930
179	3681	-123	4030
180	5098	29	3731
181	3553	-85	3145
182	4078	113	2995
183	4711	181	3421
184	4403	-116	3849
185	2838	391	3949
186	5487	-131	3662
187	1946	-21	3601
188	3495	-167	3448
189	4349	109	3471
190	4452	-72	3910
191	5730	85	3248
192	4187	-40	4000
193	5082	-2	3786
194	4185	-73	3976
195	3984	-85	2969
196	3165	167	3558
197	2223	-131	2716
198	4937	-49	3185
199	4556	-90	3341
200	4394	-142	3352
201	4182	-137	3602
202	5140	-11	3891
203	4646	48	3984
204	3627	-98	3696
205	4528	33	4036
206	2629	-64	3063
207	3976	84	3460
208	4085	-68	3876
209	5032	32	3394
210	1809	-132	3558
211	3886	-42	2964
212	5813	7	3943
213	2910	-147	3559
214	2305	301	3783
215	3452	255	3695
216	1544	267	3879
217	4891	109	4058
218	4256	76	3426
219	4034	-26	4073
220	1241	242	3858
221	4185	-98	3293
222	4189	181	3576
223	2947	119	3926
224	4433	-50	3520
225	2700	449	3740
226	4784	-100	3471
227	3623	266	3783
228	4294	132	3994
229	2600	70	3559
230	4134	-148	3546
231	2936	-42	3376
232	4724	25	3876
233	2204	90	3282
234	3614	-158	3695
235	2978	118	3579
236	1401	406	3832
237	4940	-142	3854
238	3236	-167	2900
239	2438	-137	3183
240	3281	197	3865
241	1582	1512	4032
