id	A	B	C	D	E	F	G
0	A1	B1	C1	B2	B2		
1		B2	B2	C2	C2		
2		B2	B2	B1			
3	A1	B1	B2	C2	C2	B2	
4	B1	B1	A1	A1	B3	B2	A1
5	B2	B1	B1	A2	A2		
6	A2	A1	A2	B1			
7	B2	A3	A2	A2	A2	A3	
8		B2	B3	B3	C3		
9	B2	A2	A2	A1	A1		
10		B1	B1	B1	A2		
11		B2	A3	A3	A3	B3	C3
12	B2	A1	A1	A1			
13	B1	C1	B1	A1	A1	B2	
14		B2	C1	C1	B1	A1	
15		B2	A2	A2	A1	A2	
16		B2	C2	C2			
17	A1	A1	A2	B2	A2	A2	
18	B2	C1	C1	B1	B2	B2	B2
19		B2	B2	C2	C2	C2	
20	B2	C3	B2	A2	B3	B2	
21	B2	C1	C1	C1	C1	B2	
22	B2	C2	B1	B1	C2	C2	B2
23	B2	C3	C3	C3	B2	B1	B1
24		B2	A1	A1	B1	B2	B2
25		A2	A2	B2	B3	B2	A1
26		B2	C2	C2	C2	C3	
27			B2	B1	B1	B1	B1
28		A2	A3	A3	A2	B3	B3
29			B2	B3	B3	B1	
30				A2	A1	A1	
31					B2	A3	A3
32					B2	A2	
33						B2	A1
34				A2	A3	A3	A3
