id	slack_time	departure_time	return_time
0	0	529	1067
1	0	608	784
2	24	57	689
3	0	0	607
4	491	60	1437
5	0	337	816
6	487	147	1690
7	234	620	1201
8	0	248	734
9	502	59	1286
10	0	425	791
11	0	708	1254
12	80	0	1063
13	0	618	828
14	0	728	714
15	0	921	728
16	431	520	874
17	0	713	863
18	187	343	1377
19	0	67	1274
20	0	1005	1136
21	280	0	1663
22	223	339	1673
23	0	525	979
24	0	731	846
25	0	614	958
26	0	915	1261
27	0	887	1374
28	0	343	1010
29	0	701	1536
30	0	612	939
31	0	709	1170
32	0	527	843
33	19	430	1007
34	261	428	1397
35	0	604	798
36	0	419	1247
37	0	710	1167
38	0	619	1134
39	4	48	1236
40	0	240	899
41	0	621	834
42	63	427	855
43	0	150	625
44	0	624	1175
45	129	0	834
46	0	422	814
47	0	694	1193
48	0	804	695
49	47	619	1118
50	328	635	1571
51	421	149	1254
52	0	808	1295
53	0	895	883
54	0	427	1517
55	0	723	688
56	0	0	1226
57	0	1097	1320
58	0	437	1072
59	60	431	1011
60	0	804	1674
61	0	605	708
62	0	617	847
63	0	642	1413
64	0	716	999
65	0	442	642
66	0	431	1455
67	0	623	1225
68	276	0	1038
69	219	0	1031
70	287	60	1177
71	0	253	992
72	0	717	921
73	0	550	572
74	0	985	957
75	201	0	1088
76	464	154	791
77	0	529	770
78	372	0	1793
79	0	706	1115
80	0	716	1095
81	79	154	961
82	0	529	922
83	0	718	1124
84	0	616	750
85	0	620	843
86	390	0	997
87	0	515	574
88	0	810	545
89	282	65	1100
90	0	812	1437
91	0	725	1490
92	0	992	1609
93	0	0	1153
94	0	529	1534
95	0	337	759
96	13	525	1224
97	0	897	989
98	352	67	1386
99	0	883	1067
100	450	155	1714
101	0	529	1092
102	145	0	904
103	0	726	1272
104	559	236	1477
105	0	152	964
106	0	345	821
107	0	246	1090
108	8	238	1297
109	46	55	1038
110	0	436	990
111	10	52	749
112	203	60	1369
113	0	152	1265
114	562	66	1278
115	0	813	1108
116	0	626	844
117	0	613	462
118	0	897	959
119	0	718	833
120	0	346	1250
121	483	0	1415
122	113	0	1046
123	156	155	1097
124	0	721	688
125	701	261	646
126	0	517	612
127	0	63	718
128	0	713	1098
129	97	62	1039
130	0	338	1109
131	0	527	1099
132	0	896	798
133	0	526	391
134	0	720	918
135	307	66	1016
136	0	0	1540
137	0	803	759
138	0	703	709
139	0	900	1043
140	0	819	713
141	402	0	817
142	59	56	900
143	0	339	1627
144	0	151	955
145	0	532	863
146	0	711	785
147	20	0	863
148	0	808	982
149	101	161	1563
150	0	809	759
151	0	411	553
152	173	152	487
153	300	424	1824
154	155	61	1167
155	0	532	717
156	0	618	990
157	238	55	1207
158	394	0	1526
159	42	149	1465
160	311	157	555
161	0	346	724
162	0	980	681
163	178	148	1487
164	0	245	935
165	0	618	1137
166	549	55	1281
167	0	250	833
168	0	344	985
169	0	707	674
170	0	533	980
171	0	804	1344
172	0	900	313
173	0	427	973
174	85	154	900
175	0	426	827
176	0	0	596
177	0	734	1185
178	0	56	1158
179	0	429	279
180	0	427	1164
181	0	59	505
182	0	618	725
183	20	68	968
184	627	161	1624
185	0	715	1559
186	0	520	1053
187	131	247	1704
188	0	621	1215
189	84	251	1071
190	0	433	932
191	143	253	979
192	0	815	1273
193	0	328	1186
194	0	724	990
195	0	434	1389
196	0	694	1129
197	0	628	1241
198	0	334	789
199	0	885	839
200	238	0	1074
201	0	432	1209
202	0	628	937
203	0	232	1122
204	0	540	1202
205	693	0	1439
206	0	638	910
207	0	612	772
208	0	722	1133
209	0	725	1146
210	0	333	1047
211	0	627	1006
212	0	1017	1502
213	471	156	1094
214	245	157	1500
215	0	615	743
216	0	225	638
217	0	431	1191
218	0	240	797
219	297	344	1318
220	156	814	952
221	0	815	1135
222	214	73	1522
223	0	531	1156
224	429	0	1431
225	134	61	1107
226	226	344	1146
227	0	524	1052
228	644	0	1588
229	0	625	1017
230	18	332	1092
231	0	900	1123
232	307	152	1259
233	110	63	969
234	0	424	734
235	0	704	1089
236	0	617	250
237	0	424	891
238	0	534	973
239	22	435	1105
240	201	152	1299
241	429	0	1574
242	118	161	1135
243	0	517	697
244	240	0	1064
245	0	702	1025
246	0	523	580
247	202	61	1457
248	0	902	1015
249	223	0	1048
250	0	798	1367
251	136	240	1043
252	0	519	719
253	0	522	687
254	786	154	1517
255	0	534	645
256	0	532	943
257	0	344	705
258	0	0	653
259	0	0	532
260	0	435	659
261	0	340	997
262	266	65	1194
263	0	634	1305
264	0	60	822
265	0	242	316
266	0	0	564
