id	slack_time	departure_time	return_time
0	0	711	1254
1	0	608	784
2	24	57	689
3	0	0	607
4	491	60	1437
5	0	515	816
6	487	147	1690
7	363	157	926
8	0	318	734
9	523	150	1285
10	112	625	791
11	433	149	1254
12	80	0	1063
13	0	440	828
14	0	728	714
15	0	908	728
16	70	160	874
17	0	713	863
18	0	710	1153
19	0	815	1274
20	0	1005	1136
21	280	0	1663
22	0	921	1309
23	0	895	979
24	0	71	846
25	312	59	958
26	605	244	1261
27	0	424	1374
28	0	822	1010
29	85	0	620
30	0	614	939
31	0	427	1170
32	0	529	843
33	17	0	1007
34	0	808	1273
35	0	604	798
36	0	908	1247
37	0	710	1167
38	0	429	1134
39	0	338	1236
40	0	240	899
41	0	638	834
42	0	707	1684
43	0	150	625
44	0	624	1175
45	129	0	834
46	0	450	814
47	0	694	1193
48	0	239	695
49	0	719	1118
50	865	0	1482
51	179	431	1439
52	0	242	1295
53	0	525	883
54	69	427	1616
55	0	723	688
56	0	706	1226
57	240	236	1027
58	0	442	1072
59	0	799	1350
60	0	329	661
61	0	605	708
62	0	798	847
63	0	642	1413
64	0	716	999
65	0	623	642
66	0	893	1455
67	0	442	1225
68	276	0	1038
69	194	0	1262
70	300	340	1389
71	0	543	992
72	0	717	921
73	0	523	572
74	277	61	957
75	201	0	1088
76	0	722	791
77	0	617	856
78	372	0	1793
79	0	706	1115
80	0	716	1095
81	79	154	961
82	0	527	922
83	0	718	1124
84	0	616	750
85	0	55	843
86	667	0	1347
87	0	337	574
88	0	720	545
89	385	65	1445
90	0	531	1437
91	0	619	834
92	0	712	1506
93	0	894	1153
94	0	56	1133
95	0	818	944
96	0	627	1391
97	0	415	989
98	536	152	706
99	0	883	1067
100	450	155	1714
101	0	622	1092
102	145	0	904
103	0	0	1272
104	506	356	1530
105	0	152	964
106	0	985	821
107	0	626	1090
108	0	821	1297
109	235	55	1223
110	155	611	990
111	0	328	749
112	487	60	1576
113	0	805	1265
114	0	343	1278
115	0	813	1108
116	0	52	844
117	0	437	462
118	0	897	959
119	0	225	833
120	0	804	358
121	0	612	928
122	113	0	1046
123	156	155	1097
124	0	328	688
125	0	825	646
126	0	437	612
127	0	418	718
128	0	249	1098
129	0	809	1039
130	0	889	1109
131	0	796	504
132	0	248	798
133	0	884	391
134	190	0	918
135	307	66	1016
136	0	0	1540
137	0	362	759
138	0	703	709
139	0	250	1043
140	0	810	713
141	287	0	1136
142	59	56	900
143	2	0	656
144	0	1178	955
145	0	523	863
146	0	801	785
147	20	0	863
148	40	59	982
149	202	0	1120
150	0	624	759
151	0	826	553
152	0	543	487
153	0	0	1095
154	315	155	1346
155	0	424	717
156	0	514	990
157	295	151	1296
158	0	345	544
159	0	0	1465
160	515	0	1534
161	0	331	724
162	428	240	681
163	74	148	1026
164	688	0	1559
165	24	336	1137
166	549	55	1281
167	0	342	833
168	0	451	985
169	0	707	674
170	0	814	980
171	0	346	1344
172	0	360	313
173	0	709	973
174	85	154	900
175	0	627	827
176	0	0	596
177	0	734	1185
178	0	741	934
179	0	510	279
180	0	517	825
181	0	246	505
182	0	618	725
183	20	68	968
184	0	529	569
185	299	245	800
186	0	722	1048
187	56	0	897
188	0	621	1215
189	0	621	969
190	0	618	932
191	0	709	979
192	0	153	1273
193	0	721	1186
194	0	724	990
195	0	804	725
196	0	694	1129
197	0	628	1241
198	0	429	789
199	163	621	839
200	622	0	1201
201	0	432	1209
202	638	55	573
203	0	1000	1122
204	0	540	1202
205	365	149	1273
206	0	621	910
207	0	525	905
208	0	434	1133
209	0	725	1146
210	0	713	703
211	0	627	1006
212	0	257	323
213	0	915	1094
214	0	904	1500
215	0	615	743
216	0	718	638
217	0	621	1191
218	0	240	797
219	0	0	833
220	0	710	952
221	0	530	1135
222	0	893	1522
223	0	897	540
224	429	0	1431
225	134	61	1107
226	0	808	1110
227	0	722	1052
228	0	992	1588
229	0	520	1017
230	101	251	1092
231	103	425	1123
232	58	547	1386
233	110	63	969
234	0	887	734
235	0	704	1089
236	0	617	250
237	0	532	891
238	0	534	973
239	0	812	1311
240	313	152	1339
241	429	0	1574
242	118	161	1135
243	0	614	697
244	0	711	902
245	0	702	1025
246	0	532	580
247	202	61	1457
248	0	902	1015
249	223	0	1048
250	327	0	1367
251	136	240	1043
252	0	521	719
253	0	522	687
254	786	154	1517
255	0	422	1762
256	0	620	1039
257	0	344	705
258	0	0	653
259	0	0	532
260	0	901	847
261	0	340	997
262	266	65	1194
263	0	725	1397
264	0	60	822
265	14	63	1526
266	0	0	564
