id	slack_time	departure_time	return_time
0	0	242	689
1	222	67	1356
2	24	57	689
3	0	0	607
4	343	55	979
5	0	547	816
6	0	346	874
7	184	0	809
8	0	431	734
9	43	59	1005
10	0	543	1291
11	94	0	1240
12	80	0	1063
13	373	0	1577
14	34	0	1022
15	86	58	996
16	237	0	1092
17	0	718	863
18	93	0	1059
19	209	0	943
20	261	0	1136
21	140	0	1540
22	219	66	1673
23	133	0	979
24	32	0	973
25	67	55	1097
26	234	0	1442
27	196	60	1517
28	219	0	1437
29	161	0	1158
30	109	67	1548
31	157	0	1170
32	257	58	1534
33	159	0	1386
34	96	56	1358
35	0	624	1616
36	215	0	1754
37	73	60	1169
38	144	0	1134
39	103	0	1236
40	143	69	896
41	95	166	1296
42	0	529	1035
43	0	150	625
44	179	0	1012
45	25	0	1170
46	0	161	1388
47	73	0	1193
48	18	56	1112
49	0	153	1239
50	308	0	1571
51	136	61	1410
52	182	69	1295
53	0	883	1714
54	175	154	1294
55	189	0	1437
56	0	344	1226
57	0	244	1505
58	136	60	1072
59	67	152	1291
60	399	153	1569
61	180	59	1490
62	179	0	1181
63	136	0	1323
64	164	68	999
65	180	57	817
66	140	158	1182
67	295	65	1225
68	91	154	1038
69	4	161	1007
70	59	60	1314
71	108	66	1222
72	184	0	1424
73	118	78	1219
74	0	250	1690
75	0	426	1169
76	265	0	1684
77	121	0	1383
78	183	61	1793
79	183	0	1046
80	91	148	1429
81	79	154	961
82	0	527	922
83	184	148	1124
84	24	60	1264
85	71	0	1072
86	296	0	1143
87	158	0	1389
88	0	154	771
89	103	65	1109
90	300	0	1587
91	136	0	1167
92	242	0	1609
93	170	0	1515
94	284	61	1569
95	160	0	1367
96	198	230	1393
97	307	0	1806
98	125	67	1156
99	78	151	1071
100	38	60	969
101	108	152	996
102	145	0	904
103	221	62	1272
104	28	247	1223
105	0	339	963
106	129	0	821
107	0	248	1090
108	146	56	1219
109	46	55	1038
110	117	0	1311
111	307	153	1429
112	35	60	1088
113	204	247	1563
114	129	0	1553
115	70	68	1202
116	55	0	1072
117	0	242	1517
118	100	149	1175
119	0	716	1281
120	272	0	1250
121	154	0	1334
122	64	0	1115
123	156	155	1097
124	0	242	688
125	231	52	1445
126	138	55	1363
127	189	0	1391
128	238	61	1223
129	118	156	1411
130	35	0	1109
131	0	636	1186
132	48	0	1259
133	151	56	1431
134	166	52	1723
135	39	162	1016
136	0	247	1796
137	0	343	1479
138	225	0	1451
139	53	0	1127
140	164	59	1559
141	170	0	975
142	59	56	900
143	0	355	1146
144	374	0	1262
145	0	617	1129
146	0	249	1278
147	20	0	863
148	0	443	982
149	187	161	1362
150	0	329	1152
151	131	69	1355
152	158	0	1627
153	304	0	1095
154	272	0	1167
155	156	64	1318
156	125	241	1318
157	50	55	1396
158	0	59	1497
159	236	0	1465
160	131	0	1026
161	75	60	1092
162	435	0	1530
163	144	0	1209
164	423	0	1494
165	31	152	1137
166	68	411	1398
167	264	0	1247
168	91	145	1536
169	140	242	1582
170	0	634	980
171	348	0	1455
172	281	60	1615
173	241	65	1678
174	85	154	900
175	169	0	1261
176	0	0	596
177	440	0	1483
178	147	0	1397
179	0	1178	1625
180	0	517	1164
181	2	418	1674
182	290	56	1369
183	20	68	968
184	281	160	1438
185	0	244	1574
186	108	157	1413
187	0	339	1177
188	0	724	1215
189	84	251	1071
190	0	336	932
191	265	64	1477
192	159	0	1273
193	106	69	1193
194	236	56	1064
195	220	60	1283
196	94	158	1631
197	59	63	1241
198	121	63	1249
199	157	68	1436
200	238	0	1074
201	0	419	1147
202	117	0	1441
203	205	59	1122
204	244	66	1202
205	568	0	1273
206	114	60	1136
207	96	328	1483
208	0	251	990
209	82	244	1505
210	277	0	1503
211	0	439	1085
212	386	69	1502
213	205	261	1515
214	497	48	1500
215	201	0	1714
216	144	0	1052
217	244	59	1603
218	0	152	780
219	121	344	1368
220	0	152	1078
221	252	70	1285
222	214	73	1522
223	57	63	1415
224	302	0	1487
225	134	61	1107
226	130	62	1533
227	120	642	1824
228	264	344	1588
229	184	0	1017
230	256	247	1348
231	0	529	1254
232	0	713	1297
233	452	63	1301
234	0	608	1663
235	171	0	1696
236	182	0	1310
237	143	63	891
238	300	241	1365
239	145	243	1274
240	172	152	973
241	309	0	1324
242	118	161	1135
243	126	428	1395
244	159	0	1122
245	56	0	1025
246	0	0	580
247	245	253	1286
248	210	0	973
249	0	338	894
250	261	154	1367
251	136	240	1043
252	0	152	877
253	0	912	1263
254	200	713	1584
255	167	71	1006
256	0	613	1350
257	0	528	936
258	0	328	1086
259	0	626	1295
260	202	0	1334
261	0	340	997
262	0	626	1015
263	0	618	1381
264	0	155	760
265	170	168	1704
266	0	0	564
