id	slack_time	departure_time	return_time
0	0	711	1254
1	0	608	784
2	24	57	689
3	0	0	607
4	491	60	1437
5	0	708	816
6	487	147	1690
7	0	516	926
8	0	520	734
9	466	150	1286
10	112	625	791
11	149	245	937
12	80	0	1063
13	0	889	828
14	0	728	714
15	0	609	728
16	0	709	874
17	0	713	863
18	0	710	1153
19	0	622	1274
20	0	1005	1136
21	280	0	1663
22	0	921	1309
23	0	529	979
24	0	721	846
25	0	720	958
26	0	985	1261
27	0	424	1374
28	0	822	1010
29	0	340	620
30	0	805	1397
31	0	328	1170
32	0	523	843
33	0	786	1007
34	564	154	1273
35	0	604	798
36	0	908	1247
37	0	249	1167
38	0	429	1134
39	0	726	1236
40	0	240	899
41	0	815	834
42	153	0	904
43	0	150	625
44	88	326	460
45	514	0	1285
46	0	531	814
47	0	694	1193
48	134	247	1410
49	0	719	1118
50	0	1057	1482
51	78	431	1208
52	0	826	1295
53	66	338	1221
54	200	0	689
55	188	360	688
56	0	706	1226
57	0	722	1155
58	0	433	1072
59	0	801	1350
60	0	616	661
61	0	605	708
62	0	427	644
63	0	642	1413
64	0	437	999
65	0	623	642
66	51	417	1455
67	0	618	1225
68	276	0	1038
69	176	0	1071
70	0	543	1177
71	0	624	862
72	0	717	921
73	68	529	572
74	0	613	957
75	201	0	1088
76	0	429	791
77	0	819	856
78	372	0	1793
79	0	706	1115
80	0	716	1095
81	79	154	961
82	0	527	922
83	0	718	1124
84	0	616	750
85	0	1000	843
86	667	0	1347
87	0	992	574
88	0	711	545
89	353	65	1503
90	26	346	1437
91	0	440	870
92	0	712	1506
93	0	894	1153
94	0	805	1133
95	0	818	944
96	526	61	1391
97	0	715	989
98	0	157	706
99	0	239	1067
100	354	155	1301
101	452	55	808
102	145	0	904
103	0	896	1272
104	609	52	1477
105	0	152	964
106	0	427	821
107	0	908	1090
108	0	821	1297
109	235	55	1223
110	155	611	990
111	0	634	749
112	541	324	1762
113	0	805	1265
114	0	439	392
115	0	813	1108
116	0	440	702
117	0	0	651
118	0	160	617
119	413	241	675
120	0	804	358
121	0	435	928
122	113	0	1046
123	156	155	1097
124	0	411	688
125	46	59	1530
126	0	529	361
127	0	261	718
128	0	0	992
129	0	809	1039
130	186	52	1442
131	0	796	504
132	0	634	1022
133	0	884	391
134	0	523	918
135	307	66	1016
136	0	0	1540
137	0	617	451
138	0	703	709
139	0	344	1043
140	0	810	713
141	0	339	577
142	59	56	900
143	0	339	687
144	0	1178	955
145	0	67	863
146	0	801	785
147	20	0	863
148	0	362	880
149	202	0	1120
150	0	621	833
151	129	318	711
152	0	339	487
153	0	713	1095
154	0	524	1249
155	0	350	804
156	0	715	1483
157	369	0	1152
158	0	987	544
159	0	900	1465
160	515	0	1534
161	0	60	724
162	0	897	681
163	300	148	1411
164	0	0	935
165	144	56	1355
166	436	158	1092
167	0	0	833
168	435	145	1474
169	0	890	674
170	0	983	980
171	0	810	1344
172	0	895	313
173	1	69	973
174	85	154	900
175	0	704	1209
176	0	0	596
177	0	343	544
178	0	741	934
179	0	798	279
180	108	244	825
181	0	883	505
182	0	618	725
183	20	68	968
184	174	158	569
185	0	426	552
186	198	518	1048
187	0	434	580
188	0	699	1215
189	0	335	969
190	0	825	932
191	0	709	979
192	0	897	1273
193	335	69	1129
194	0	521	990
195	0	430	725
196	0	710	1046
197	0	725	520
198	0	244	789
199	0	421	1536
200	760	0	1588
201	0	432	1209
202	94	248	764
203	0	614	1122
204	0	540	1202
205	365	149	1273
206	0	621	910
207	0	525	905
208	104	58	790
209	128	238	1146
210	0	713	703
211	0	627	1006
212	0	795	1136
213	0	528	1094
214	0	904	1500
215	0	615	743
216	0	718	638
217	0	621	1191
218	0	240	797
219	0	337	528
220	0	710	952
221	0	701	1135
222	0	893	1522
223	0	521	540
224	0	885	827
225	134	61	1107
226	110	331	1110
227	19	429	1052
228	560	0	1201
229	0	520	1017
230	101	251	1092
231	334	0	1123
232	0	337	841
233	110	63	969
234	0	887	734
235	0	704	1089
236	0	617	250
237	0	532	891
238	0	534	973
239	0	980	1311
240	313	152	1339
241	429	0	1574
242	118	161	1135
243	0	614	697
244	0	536	902
245	0	702	1025
246	0	532	580
247	202	61	1457
248	0	902	1015
249	223	0	1048
250	0	786	1367
251	136	240	1043
252	0	450	719
253	0	522	687
254	355	48	402
255	0	521	1067
256	0	620	1039
257	0	344	705
258	0	0	653
259	0	0	532
260	88	68	847
261	0	340	997
262	266	65	1194
263	0	612	1358
264	0	60	822
265	14	63	1526
266	0	0	564
