id	A	B	C	D	E	F	G
0	A1	A1					
1		B2	B2	C2			
2	B1	C1	C1	B2			
3		B2	B2	B1			
4		A2	A2	A2	B2	A1	
5	B2	A3	A3	A3	A2	A1	B2
6	A1	A1	A1	A1	A1	B2	B2
7	B2	C3	C3	B2			
8	B2	B1	A1	A1			
9	B2	A2	B2	B1	C2	B2	A1
10	A1	A1	B2	C3	B2		
11		B2	A2	A2	A2	B2	B1
12		B1	B1	C2	C2	C2	
13		B2	C1	C1	B1	B1	B2
14		B2	B2	B2	B2		
15		B2	A1	A1	A1		
16		B2	B2	B2	A2		
17	B2	B1	B1	C2	B2		
18	B2	C2	B2	A2	B3	B3	B2
19			B2	C3	C3	B3	
20		B2	B2	B1	B1	C2	
21		B2	C2	B2	A1	A1	
22	B2	C3	C3	C3	C3	C3	B2
23	B2	C1	C1	B1	B1		
24	B1	B1	A2	A2	B1	B1	B1
25		B2	C1	C2	B2		
26	B2	C1	C1	C1	C2	C2	B2
27		B2	B2	B2	B2	A2	A2
28		B2	A1	A1	A1	A2	A3
29		B2	B3	B3	B3	B3	B2
30			B1	B1	B1	B1	
31			B2	C1	C1	C1	C2
