id	A	B	C	D	E	F	G
0	G5	J4					
1	H5	E5	C10	E5			
2	B1	B1	F2	C2			
3	F6	C7	B9	B9	E9		
4	E5	E5					
5	E7	D6	J3	C7	E9		
6	E5	C3	F9				
7	G5	F9	A10	A8			
8	F6	I2	J7	J4	A9		
9	E4	C10	B1	B1	B1	B1	
10	G5	E9	E9	E9	B1		
11	F6	D6	I2	B1			
12	D10	B8	B9	A10			
13	F6	B3					
14	F6	E9					
15	C7	C10	E9				
16	F6	F9					
17	F6	F9	E3	A8	F9	E2	
18	F6	C1	A4				
19	F6	J3					
20	F6	E3	D3	A5			
21	F6	A5	A4				
22	A10	B8	F2	J8			
23	F6	H2	I2	I2			
24	F6	G9	G9	G9			
25	A5	C6	C6	I8	A5		
26	E9	B2					
27	E2	G1	G4				
28	D6	C7	C7				
29	F6	C3	B7	C1	F3		
30	F6	A10	C10				
31	E5	E6	B7	E8	B7		
32	H10	H10	H10	H10			
33	C1	C1	C1				
34	F5	D3	F2	F2	F2		
35	F6	A4	F10	F10			
36	F6	A4					
37	F6	G4	G4				
38	F6	F10					
39	E5						
40	F6	J4	J4				
