id	slack_time	departure_time	return_time
0	5710	0	3914
1	2443	1583	3604
2	6041	0	3914
3	4444	0	3657
4	6674	54	3527
5	6720	0	3914
6	1665	359	3712
7	7160	0	3914
8	4104	0	3404
9	3768	0	3406
10	7016	0	3914
11	7247	0	3874
12	4777	64	3519
13	5259	0	3553
14	5588	0	3318
15	5345	0	3914
16	4301	417	3257
17	5277	0	3551
18	5718	0	3531
19	5961	0	3882
20	5472	52	3914
21	6028	47	3509
22	7309	46	3695
23	7486	145	3807
24	3940	51	3505
25	4453	196	3791
26	4145	0	3296
27	6498	0	3827
28	6428	0	3883
29	4741	0	3044
30	5668	0	3747
31	4559	419	3606
32	4518	0	3688
33	5009	0	3169
34	7700	0	3914
35	5424	0	3914
36	5880	0	2671
37	4316	0	3719
38	5546	0	3474
39	6080	0	3592
40	5633	0	3606
41	5961	0	3688
42	6038	0	3749
43	3776	0	2995
44	5955	0	3425
45	6806	0	3744
46	6363	0	3597
47	5377	0	3749
48	2263	0	3914
49	4551	509	3217
50	4435	0	3498
51	6141	0	3737
52	5997	0	3682
53	4905	143	3656
54	2520	59	3647
55	4890	165	3372
56	6823	0	3914
57	7140	49	3906
58	7321	56	3914
59	6558	254	3439
60	6388	0	3870
61	3632	0	3275
62	5601	0	3899
63	5976	0	3796
64	2925	233	3498
65	5311	0	3708
66	6733	51	3401
67	3443	164	3779
68	6427	0	3441
69	5559	432	3197
70	5116	0	3396
71	6085	381	3914
72	6219	0	3763
73	5975	361	3654
74	6092	48	3807
75	5207	141	3588
76	6521	0	3914
77	6463	0	2949
78	5684	0	3780
79	6805	0	3896
80	5986	0	3779
81	5189	48	3914
82	6899	0	3836
83	5391	0	3730
