id	slack_time	departure_time	return_time
0	4778	336	3057
1	2431	1583	3604
2	4603	0	3556
3	5506	0	3657
4	6443	54	3527
5	6475	0	3914
6	5513	0	3712
7	6736	0	3499
8	358	952	3404
9	5584	0	3406
10	5972	0	3010
11	7178	0	3883
12	4821	64	3890
13	5424	0	3553
14	3052	614	3318
15	5727	0	3439
16	6135	0	3257
17	5275	0	3551
18	5821	0	3720
19	6259	52	3882
20	6134	143	3801
21	5526	146	3836
22	6413	46	3399
23	5827	0	3807
24	5324	51	3914
25	4873	196	3791
26	4974	0	3896
27	7649	0	3827
28	5225	0	3033
29	3603	0	3228
30	6373	0	3747
31	4229	257	3606
32	4865	0	3688
33	5898	0	3655
34	7477	526	3914
35	4935	0	3531
36	5766	0	3689
37	4896	82	2904
38	5499	0	3474
39	3175	917	3592
40	5485	164	3606
41	5641	166	3914
42	5472	0	3749
43	3021	357	2995
44	5919	0	3425
45	7356	0	3744
46	6280	0	3597
47	6770	0	3719
48	1745	782	3914
49	5197	0	3688
50	8025	0	3498
51	7258	0	3914
52	6176	0	3682
53	5387	0	3656
54	4178	162	3647
55	5319	165	3906
56	6655	0	3645
57	6867	419	3470
58	7269	56	3914
59	5076	0	3462
60	5815	0	3870
61	2729	0	3275
62	6813	0	3899
63	6674	232	3796
64	3185	0	3498
65	5133	0	2941
66	7250	0	3788
67	6185	0	3779
68	5949	0	3441
69	5606	432	3197
70	7182	0	3874
71	6791	381	3914
72	6246	0	3763
73	6342	0	3493
74	5844	48	3807
75	5833	141	3588
76	6750	0	3591
77	6039	0	3872
78	6124	0	3780
79	6693	0	3820
80	5570	0	3779
81	3132	373	3914
82	6046	53	3372
83	5995	0	3730
