id	slack_time	departure_time	return_time
0	4693	0	3870
1	3473	1111	3515
2	2087	0	3257
3	99	1126	3695
4	4632	1092	3836
5	6367	347	3914
6	7055	0	3731
7	4702	0	3454
8	6537	56	3218
9	6067	254	3914
10	4440	146	3181
11	7362	0	3914
12	5634	53	3890
13	5728	0	3507
14	2963	883	3708
15	6177	0	3309
16	6352	0	3556
17	6506	68	3072
18	3125	509	3604
19	5658	419	3598
20	6837	51	3730
21	6453	0	3780
22	7273	0	3563
23	4602	364	3474
24	5083	51	3597
25	5772	71	3296
26	6009	0	3809
27	7102	0	3914
28	5877	0	3683
29	5573	179	3745
30	7290	47	3906
31	7496	0	3897
32	4041	0	3616
33	7191	0	3617
34	5773	0	3914
35	7571	0	3883
36	3409	261	3581
37	5901	0	3117
38	6290	0	3655
39	5399	155	3698
40	6553	0	3641
41	7158	0	3779
42	3067	258	3887
43	5887	0	3827
44	6341	0	3425
45	6282	233	3558
46	5973	0	3872
47	6533	0	3749
48	4939	0	3914
49	6733	0	3914
50	7930	232	3807
51	7537	0	3914
52	7485	0	3802
53	7346	0	3914
54	4491	0	3464
55	5813	165	3838
56	6494	0	3823
57	6894	0	3519
58	7263	0	2989
59	5040	1522	3790
60	6449	0	3629
61	7633	0	3606
62	5481	0	3788
63	6955	0	3784
64	5064	0	3689
65	5131	0	3701
66	5978	240	3553
67	5477	0	3779
68	7057	0	3470
69	7419	54	3629
70	4272	0	3720
71	8111	0	3914
72	6527	0	3497
73	4820	473	3418
74	6495	48	3807
75	5925	0	3588
76	6211	0	3591
77	6304	0	3527
78	4470	0	3334
79	6324	0	3282
80	4908	0	2466
81	5829	257	3914
82	4585	0	3641
83	5463	0	3606
