id	slack_time	departure_time	return_time
0	4547	0	3441
1	5186	0	3031
2	7748	0	3914
3	3742	172	3695
4	6887	347	3588
5	5939	338	3914
6	5569	0	3712
7	5405	0	3708
8	6536	56	3218
9	5908	254	3914
10	6070	465	3827
11	7450	0	3914
12	5966	0	3890
13	5348	0	3507
14	5424	0	3592
15	5852	166	3033
16	5115	0	3556
17	6509	68	3072
18	4256	0	2977
19	6069	0	3598
20	6857	51	3730
21	6417	0	3780
22	5785	82	3531
23	5544	364	3474
24	5505	51	3641
25	2108	0	3836
26	6007	0	3809
27	7145	0	3914
28	5603	0	3399
29	4461	0	3914
30	6288	47	3906
31	7095	0	3897
32	0	2719	3914
33	7662	0	3563
34	7012	0	3914
35	7558	0	3883
36	4196	261	3581
37	6100	0	3719
38	6139	0	3260
39	4316	358	3698
40	3227	0	3641
41	6785	0	3779
42	2973	258	3887
43	6209	0	3067
44	6415	0	3425
45	6241	233	3558
46	6079	0	3309
47	7700	0	3460
48	4934	0	3914
49	4032	0	3914
50	8258	0	3731
51	4394	0	3914
52	5846	0	3296
53	7352	0	3914
54	5348	0	3464
55	5511	165	3838
56	5860	0	3157
57	5459	0	3418
58	8113	0	3597
59	5003	155	3720
60	3852	143	3629
61	3726	545	3606
62	6466	0	3788
63	7262	0	3784
64	5664	0	3749
65	4733	0	3037
66	4778	144	3553
67	6548	0	3779
68	6011	0	3470
69	6977	54	3506
70	6892	0	3693
71	8016	145	3807
72	5296	146	3497
73	5918	361	3688
74	6701	48	3807
75	5925	0	3588
76	6148	0	3591
77	6227	240	3527
78	6564	0	3872
79	5566	0	3689
80	5966	55	3701
81	4333	172	3462
82	1973	452	3914
83	3301	356	3606
