id	slack_time	departure_time	return_time
0	3993	336	3310
1	1895	166	3604
2	4541	0	3820
3	7194	0	3914
4	7260	162	3527
5	6164	0	3747
6	5045	0	3712
7	6450	0	3499
8	3600	0	3404
9	5720	47	3406
10	6823	0	3914
11	7144	0	3883
12	5751	64	3890
13	5506	0	2973
14	4367	329	3737
15	5240	0	2846
16	4316	0	3257
17	6253	0	3551
18	5538	0	3827
19	4691	143	3914
20	5665	143	3882
21	5843	146	3836
22	7647	0	3914
23	7174	0	3289
24	4577	51	3682
25	4827	196	3791
26	5157	0	3896
27	5860	0	3415
28	5531	0	3657
29	5516	0	3086
30	6362	0	3582
31	3612	68	3606
32	4172	0	3561
33	5498	0	3655
34	5695	0	3914
35	5662	0	3914
36	5524	347	2921
37	5451	0	3749
38	5669	0	3474
39	2910	989	3592
40	5405	0	3606
41	5835	166	3914
42	6664	250	3802
43	5022	261	3914
44	5759	0	3425
45	7109	0	3558
46	7760	0	3591
47	5989	0	3719
48	4463	0	3914
49	381	1014	3217
50	8205	0	3498
51	7172	0	3914
52	3131	0	3148
53	5994	0	3656
54	3403	0	3647
55	5246	165	3906
56	6626	0	3645
57	6332	0	3470
58	7349	0	3914
59	7121	52	3720
60	6333	0	3870
61	3999	0	3275
62	6726	0	3899
63	6488	373	3796
64	3756	233	3498
65	3721	0	2941
66	6960	51	3788
67	5513	0	3779
68	6349	0	3531
69	6552	0	3887
70	7213	0	3874
71	6874	473	3914
72	6362	0	3763
73	5416	0	3695
74	5212	48	3807
75	4740	141	3588
76	6361	0	3272
77	5955	0	3688
78	5857	0	3599
79	5375	0	3914
80	5849	0	3779
81	5010	47	3914
82	6684	0	3688
83	5842	0	3708
