id	slack_time	departure_time	return_time
0	1720	548	3125
1	4745	0	3515
2	2885	0	3257
3	3984	143	3117
4	7005	155	3836
5	7431	0	3506
6	7601	82	3731
7	5743	0	3604
8	5928	146	3238
9	5001	254	3914
10	5883	0	3519
11	7362	0	3914
12	6714	563	3747
13	5649	0	3773
14	3768	175	3641
15	4997	0	2943
16	5661	0	3647
17	6506	68	3072
18	6056	356	3720
19	6528	0	3507
20	956	1136	3730
21	5208	0	3780
22	7299	255	3655
23	7262	55	3629
24	4091	51	3597
25	4654	196	3296
26	3121	164	3228
27	4927	0	3914
28	6404	0	3914
29	5614	0	3914
30	7251	47	3906
31	5589	53	3897
32	5931	0	3606
33	6089	0	3474
34	4746	0	3275
35	7571	0	3883
36	5667	261	3581
37	5330	0	2942
38	7316	0	3606
39	6507	55	3698
40	6587	257	3592
41	7368	0	3779
42	3067	258	3887
43	6573	0	3708
44	6393	52	3425
45	6990	64	3558
46	6680	0	3683
47	6318	0	3749
48	4938	0	3914
49	4256	0	3914
50	9017	0	3807
51	7845	0	3914
52	7355	0	3802
53	7663	0	3914
54	5421	0	3914
55	4526	514	3688
56	5934	265	3823
57	7137	0	3334
58	8367	0	3181
59	4819	0	3693
60	6527	0	3629
61	6592	0	3404
62	6091	0	3899
63	8083	0	3914
64	5895	0	3498
65	4072	0	3117
66	7830	0	3553
67	4410	0	3809
68	7006	0	3836
69	6442	0	3827
70	4327	0	2954
71	7657	0	3914
72	7396	0	3874
73	6718	47	3493
74	3949	0	3310
75	4971	162	3420
76	2868	729	3671
77	7198	0	3617
78	5316	432	3872
79	4892	71	3123
80	6314	0	3701
81	4133	419	3555
82	5116	465	3641
83	4656	0	3882
