id	slack_time	departure_time	return_time
0	262	56	1118
1	20	153	1175
2	57	58	689
3	0	0	607
4	14	334	1011
5	0	331	816
6	27	151	874
7	0	0	809
8	178	67	1261
9	0	429	1005
10	149	57	1291
11	272	0	1240
12	92	0	1063
13	251	55	1577
14	198	59	1022
15	147	332	1517
16	21	0	1092
17	0	433	1020
18	130	58	1059
19	0	343	838
20	0	713	1031
21	163	0	1136
22	209	0	1540
23	383	0	1673
24	84	239	1066
25	45	0	973
26	105	0	1442
27	0	428	1517
28	48	0	1437
29	438	52	1663
30	245	0	1548
31	104	0	1170
32	112	146	1286
33	427	66	1534
34	175	60	1386
35	126	0	1358
36	0	531	1616
37	229	0	1754
38	0	246	705
39	185	0	1236
40	71	0	876
41	0	241	843
42	62	154	876
43	421	68	943
44	268	0	973
45	67	57	1035
46	28	55	914
47	333	0	1395
48	81	68	1170
49	342	155	1388
50	135	63	969
51	24	0	1193
52	0	62	895
53	116	0	805
54	244	59	1112
55	113	56	1239
56	0	520	1079
57	134	61	1571
58	0	897	1410
59	168	0	1085
60	77	0	1295
61	246	78	1714
62	0	244	817
63	0	337	1219
64	0	426	1437
65	0	638	1723
66	64	0	1505
67	150	0	1072
68	113	0	1038
69	25	60	1291
70	0	344	1569
71	241	60	1490
72	190	0	1181
73	211	0	1159
74	157	0	1323
75	115	0	1182
76	0	333	804
77	222	0	1222
78	0	613	1179
79	0	904	1704
80	234	0	1690
81	85	0	1088
82	279	152	1684
83	192	61	1383
84	297	64	1793
85	0	60	706
86	311	0	1076
87	0	431	642
88	0	613	985
89	69	0	1010
90	166	0	1264
91	82	60	1072
92	71	65	1143
93	219	60	1389
94	154	246	1109
95	22	0	1201
96	413	67	1587
97	0	624	1609
98	54	59	1153
99	254	60	1569
100	158	0	1166
101	132	0	1367
102	321	0	1164
103	0	63	1457
104	334	0	1021
105	150	0	969
106	93	61	1098
107	35	0	775
108	70	247	1233
109	256	0	1272
110	136	330	1273
111	66	168	1090
112	51	248	1311
113	142	0	1070
114	136	0	1429
115	85	0	1088
116	0	250	1563
117	255	62	1553
118	247	0	1202
119	166	55	1207
120	324	329	1158
121	246	0	1812
122	317	52	1250
123	159	330	1115
124	196	0	1196
125	0	527	700
126	149	0	1445
127	270	0	1363
128	93	157	1067
129	114	0	1223
130	286	151	1411
131	156	0	1053
132	99	65	688
133	76	0	1315
134	112	0	1364
135	120	242	1259
136	129	0	1431
137	0	630	1278
138	101	0	1273
139	0	521	1241
140	0	621	1796
141	173	63	1479
142	392	0	1451
143	80	59	1072
144	119	68	1127
145	0	431	1559
146	0	56	1262
147	18	336	996
148	301	59	1824
149	20	0	863
150	194	64	982
151	82	161	1100
152	104	151	1099
153	0	715	1490
154	98	69	1164
155	70	0	1120
156	261	0	1627
157	0	608	1536
158	146	250	1194
159	115	251	1318
160	58	56	1396
161	105	59	1497
162	241	154	1465
163	0	242	950
164	0	806	1041
165	160	148	1530
166	0	636	1209
167	110	162	1110
168	111	0	1058
169	134	67	1137
170	0	245	917
171	161	63	985
172	219	0	1095
173	271	0	1582
174	108	155	1258
175	87	64	1455
176	0	343	1615
177	202	69	1678
178	0	427	1314
179	311	152	1104
180	114	59	1261
181	0	252	800
182	366	154	1295
183	267	0	1483
184	83	170	1397
185	208	56	1039
186	156	0	1674
187	79	160	1245
188	293	158	1369
189	68	69	968
190	103	0	1596
191	375	0	943
192	34	58	1574
193	279	66	1413
194	0	713	1215
195	159	73	1071
196	231	428	1347
197	151	0	1494
198	0	716	1477
199	71	0	1273
200	81	56	1193
201	72	244	1064
202	0	605	1526
203	0	337	1631
204	114	252	1241
205	274	0	1487
206	156	155	1436
207	0	360	1047
208	0	915	1441
209	94	65	1122
210	73	0	1202
211	0	239	962
212	221	0	1136
213	360	0	1483
214	336	0	1505
215	153	246	1007
216	150	261	1191
217	87	0	1154
218	0	613	1502
219	0	617	1158
220	157	155	1515
221	196	0	1075
222	0	527	921
223	155	48	1714
224	0	525	1167
225	53	149	1155
226	0	786	1212
227	147	58	1603
228	98	245	1232
229	320	69	1368
230	436	0	1584
231	349	55	1285
232	224	241	891
233	254	247	1522
234	147	52	1209
235	56	708	1806
236	341	61	1249
237	0	356	1107
238	0	885	1533
239	237	0	1762
240	321	0	1588
241	33	149	1094
242	189	161	1348
243	217	0	1624
244	83	0	1404
245	161	70	1301
246	123	162	1474
247	536	56	1696
248	482	62	1403
249	0	0	614
250	407	71	1169
251	354	0	1213
252	207	0	1324
253	39	253	1135
254	472	148	1389
255	149	0	1122
256	70	152	1025
257	0	232	771
258	330	59	1286
259	0	712	973
260	38	338	1367
261	0	527	1043
262	0	622	1014
263	305	152	1263
264	365	166	1379
265	0	512	789
266	17	240	1254
267	0	442	1127
268	0	723	1294
269	63	153	1088
270	239	243	1334
271	124	153	841
272	0	429	1052
273	0	0	433
274	0	734	1152
