id	A	B	C	D	E	F	G
0	F5	F8					
1	D8	E7	D6	F1	F1		
2	F5	G2	G3				
3	F6	J7	F6				
4	E7	D10	D10	I8			
5	E4	E3	E2				
6	F5	I3	I3	G3			
7	B6	B6	F9	F6			
8	F7	F7	G5	A6	B6		
9	E6	A9	A9	E6			
10	F3	F3	F5	F7	E9		
11	F3	G2	I2	J1	F5		
12	F5	J2	J1	G2			
13	F5	G1	F3	H7	J10	F6	
14	C6	C6	E3	E3			
15	E5	B1	D3	C6			
16	F6	J8	F8	B8	E6		
17	E4	E3	G4	F2			
18	F7	C6	D8	E9			
19	F5	F5	F9	D8			
20	E6	C6	A8	B9			
21	A4	A3	B4	E8	E6		
22	E2	H3	F3	C6	A8	B7	
23	F6	J10	J10	F9	J10	J10	F6
24	E5	D3	C2	C3			
25	C7	A8	A4	D5			
26	E6	A9	B5	C2	G1	F4	
27	E3	E3	G1	I6	H8	G8	
28	F5	J1	F6	C10	C10	E6	
29	E6	A8	C10	E6	F5		
30	C6	C7	A5	D3	F1	F2	
31	C3	F1	G2	E4	E5		
32	F6	G8	J10	J8	I8		
33	F7	I6	I6	G5	I2	E2	
34	C5	A4	B6	F10	E9	E7	
35	G5	I3	I2	B1	B1	E5	
36	E6	D10	A10	A8	A5	A5	E5
37	E5	B1	E3	G2	F2	A1	E5
38	F7	F9	F7				
39	I3	J3	I4	E9	E8		
40	F6	J10	I9	F6			
41	F7	F7	F9				
42	E5	E5	E9	E8			
43	D5	E7	E7	A1	E5		
44	D10	E9	F9	F6			
45	G4	F4	J7	J7			
46	E5	A3	A1	E5			
47	F5	J4	I3	I5	I8	F6	
48	F7	F7	J3	F1	F3		
49	E6	D10	I9	F8	B7	E6	
50	E6	B8	C10	D8			
51	E5	A3	G4	J4	G5		
52	B3	B3	C7	A7	A9	E6	
53	E9	B8	E6				
54	E3	E3	E5	F3	F5		
55	E6	C10	F9	F9	F5		
56	F4	F1	G2	H2	F5		
57	D3	D3	B9	B9	B9	B9	
