id	A	B	C	D	E	F	G
0.0	A10	A10	F2	A10			
1.0	J8	J10	J8	J8	J8		
2.0	C1	C1	C1	C1			
3.0	F6	C8	C8	C8	B9		
4.0	F6	D4	C2	B1			
5.0	F6	H2	A6	A6	H2		
6.0	F6	B2	G9	G9	B2		
7.0		J3	J3	B6			
8.0	F6	D5	F7	F7			
9.0	F6	D8	C6				
10.0	C1	C1	C1	E3			
11.0		F4	E9	F5			
12.0	F6	F8	J4	J1	J1		
13.0	F6	E9	D10				
14.0				I2	F9		
15.0	D3	D3	D3	D3	D3		
16.0	F6	B3	A9	A10			
17.0	F6	A3	A3	A3			
18.0	F6	G9	A9	A9	A9		
19.0	F6	D10	F9	F9			
20.0	G2	G2	J4	J4	G2		
21.0	F6	F10	B1	B1	B1	B1	
22.0	F6	G5	F9	F9			
23.0	F9	F9	F9	F9	F9	F9	
24.0		C2	A4	A4			
25.0	J9	J9	J9	H2			
26.0	F6	A1	A1	C3	C1		
27.0	F6	D8	D8	J10	J8		
28.0	F6	B7	F4	F4	B7		
29.0	F6	B2	E9	E9	E9		
30.0	F6	F10	B10				
31.0	F6	G2	A10	B10			
32.0	F6	H2	F2	F5			
33.0	A5	A5	A5	A5	A5		
34.0	E9	B9	E9	E9			
35.0	F6	I9	I8	I2	I2		
36.0	F6	H3	I3	G1			
37.0	F6	B7	B7	B7	B7		
38.0	F6	C2	C2	C2	C2	C2	
39.0	F9	C7	C2	C2	C2	C2	
40.0	C2	H5	F7	C2			
41.0	H10	B10	H10	I9	H10		
42.0			B7	B7	B7		
43.0	J1	F7	J1	I3			
44.0			F1	H3	H3		
45.0	F6	C2	A3	C1	C1		
46.0		J4	I5	I9	J8		
47.0		E3	B3				
48.0		A9	G2	G2			
49.0	I8	F9	F9	F9			
50.0	F6	D8	D10	A8			
51.0	F6	F2	J3	J3	J3		
52.0		E7	B9				
53.0	F6	G8	G8	G5			
54.0			A8	A8	A8	A8	
55.0	B1	B1	G1	G1	G1		
56.0	C10	C10	C10	C10	C10		
57.0	F6	F10	G8				
58.0	F10	F10	F10	F7	F10		
59.0	C10	C10	E3	E3			
60.0	J4	F3	F3	D3			
61.0	A10	F7	F7	E9			
62.0	F6	E3	I8	I8			
63.0	F6	E2	E2	E2	E2		
64.0			E4	A9	A10		
65.0		J10	J8	J10			
66.0	F6	C10	C10				
67.0	F6	B1	F7	B1			
68.0	F6	B3	E9	E9	E9	E9	
69.0	F6	A8	A8	A8	A8		
70.0	F6	A8	A8	A8			
71.0	F6	J1	J1	J1			
72.0	C1	C1	C1	I8			
73.0	F6	D3	A3	A1	A1	A1	
74.0	E5	F7	F7				
75.0	B5	B5	F9	B5			
76.0	J1	J1	I2	F2	J1	J1	
77.0	A10	E5	A10				
78.0	F6	G2	H10	H10	H10		
79.0	F6	J10	J10	J10	J10		
80.0	F6	J10	J10	J10	I9		
81.0	F6	B1	B1	B1	B1	B1	
82.0	F6	B9	B9	C2			
83.0	F6	B9	G4	G4	J1		
84.0		A6	A6	J3	J3		
85.0	J10	J10	J10	F9			
86.0	B1	B1	B1	B1			
87.0	A10	A10	C10				
88.0							
89.0	F6	J10	J10	J10			
90.0	F6	I8	F6	D10			
91.0	F6	G5	G5	G5			
92.0	G5	G5	F10	F10	F10		
93.0	F6	F9	C3	F9	F9		
94.0	F6	A6	E8	E8			
95.0		F5	E2	E2	E2		
96.0	F6	E9	I2	I2	A8		
97.0	B1	A1	E2	E2	B1		
98.0	C10	C10	B9	C10			
99.0	F6	E9	E9	E9	E9		
100.0	F6	B7	B7	B7			
101.0	F6	E7	D5	A5			
102.0	E9	E9	F9	D10			
103.0	C8	A4	A4	C8			
104.0	A8	J10	A8	A8	A8		
105.0	F6	J1	B7	B7			
106.0	J7	D6	J7	J7			
107.0	A1	A1	F9	F9	A1		
108.0		C3	B9	B9	B9		
109.0	F6	D3	A3	C3	D3		
110.0	F6	A4	A4	B2	A3		
111.0	F6	E7	E7	B1	B1		
112.0	F6	E2	E2	G2	E2	E2	
113.0	F6	J3	E3	J3			
114.0	F6	E9	B9	E9			
115.0		E2	A10	A10	A10		
116.0	F6	A6	A6	F9			
117.0	F6	E2	G8	J9			
118.0	F6	J8	J10	J7			
119.0	J1	J1	B2	B2	A5		
120.0			G5				
121.0	F6	G1	G1	G1	G1		
122.0	F6	F5	F9	F5			
123.0	A4	A4	B6	B9	B6		
124.0	A6	A6	A9				
125.0	F6	E4	E4	E4			
126.0	C10	B1	B1	B1			
127.0			J10	A5	A5		
128.0	F6	B8	B8	F2			
129.0			G5	J3			
130.0		F2	F10	F2	F2		
131.0		D8	B2	B2	B1		
132.0	F6	J1	J1	J2	J1		
133.0	F6	F9	J9	J9			
134.0	A8	A8	G2	A8	A8		
135.0	A4	A4	A4	A4	A4		
136.0			E3	C6			
137.0	I2	I2	H5				
138.0	F6	E5	E5	E9	E9		
139.0	C7	F9	C7	C7			
140.0		I6	G2	C6			
141.0		A4	A4	A4	E9		
142.0		F2	I8	F2			
143.0			I6	B3			
144.0	F6	I8	B9	B9	B9		
145.0	J10	A10	A10	J10	J10		
146.0	F6	F5	C7	C7			
147.0	F6	F1	F1	F1			
148.0	F6	I2	I2	I2	I2		
149.0		A10	A10	A10	A10		
150.0	F6	I9	J10				
151.0	I2	I2	I2	B1			
152.0	D7	D7	D7	H5	D7		
153.0	F6	J2	I2	A5	A5	A5	
154.0				E2			
155.0	F6	E9	E2	E2	E2		
156.0	F6	C10	C10				
157.0	F6	A10	A10	A10	A10	A10	
158.0	F6	A6	A4				
159.0			J10	C10	C10		
160.0	F6	B2	A1	B1			
161.0	F6	B1	A3	A4			
162.0	F6	F9	C7	E5			
163.0	D5	A10	B9	D8			
164.0	J1	E3	J1	F2			
165.0	F6	H10	H10	C10			
166.0	C1	C1	C1	C1	C1		
167.0	F6	F3	A4	F3	F3		
168.0	H5	H5	H5	H5			
169.0		C7	C7				
170.0	B10	D8	A10	B10			
171.0	F6	A3	A1	A3			
172.0	F6	J1	J1	J1	J1	J1	
173.0		C7	C10	B9			
174.0		I8	J1	J1			
175.0	F6	A8	A8	B8	A8		
176.0	F6	D4	F3	E2			
177.0	J4	G1	J4	J4			
178.0	F6	K1	I2	K1	K1		
179.0	F9	I3	J3	F9	F9		
180.0	E9	E9	F7	G8	F9	E9	
181.0		H5	B1				
182.0	F6	D6	C8	A8			
183.0	F6	F9	F9				
184.0	F6	G9	G9				
185.0	F6	J1	J1	J1	J1	J1	
186.0	F6	F10	F10	F10			
187.0	F6	E9	B7	B7	B7	B7	
188.0	F6	A10	B1	A10			
189.0	E3	E3	E3	E3			
190.0	F1	F1	F1	F1			
191.0	D2	D2	D2	D2			
192.0	E4	E4	B10	B10			
193.0	F5	F5	F5	F5			
194.0		D5	D5				
195.0	I2	G4	G4				
196.0	F6	A9	A9	A9	A9	A9	
197.0			I8	I8			
198.0	F5	E5	C10	C10	C10		
199.0	B1	B1	B1	B1	B1		
200.0	C10	C10	J8	C10	C10		
201.0			F5	F5	I8		
202.0	A5	A4					
203.0	E9	E9	E9				
204.0		F4	F4				
