id	A	B	C	D	E	F	G
0	B1	B1	A10	B1			
1	F3	F3	F3	F3			
2	F6	A8	A8	A8	A8	B7	
3	H6	H6	H6	H6	H3		
4	A9	A9	A9	A9	A9	A9	
5	A6	A6	C7	A1			
6	A8	A8	A8	A8	A8		
7	F6	G9	E9	E9	E9		
8	F6	F9	F7	F9	F9		
9	F6	G1	G1				
10	F6	F9	B1	F9	F9	F9	
11	C7	C7	B7				
12	F6	A1	A1	A1	B1	B1	
13	F6	A8	A8	A8	C10		
14	A9	A9	A9	A9			
15	F6	E9	E3	E9	F9	E9	
16	F6	E9	C10	E5			
17	A10	A10	A10	A10			
18	G5	F9	G5	G5	G5		
19	D10	D10	D10	D10			
20	F6	E9	E9	E9	E9	E9	
21	F6	D10	B9	A4			
22	J3	I2	J2				
23	E4	E2	E2	E2	E2		
24	B7	B1	C2	B7	B7		
25	F6	H10	J10	F9	F9		
26	F10	C10	B9	F10	F10		
27	F6	C1	C1	C1	C1		
28	I2	I3	I2	I2	I2		
29	F6	C6	C2	C2			
30	E2	A1	E2	E2	E2	E2	
31	J8	J8	J9				
32	F6	C2	C2	C2	C2	C2	
33	I9	I9	D3	E4	I9		
34	J1	J1	G4	E2			
35	F6	D3	G2	D3			
36	F6	H3	H3	H3	H3		
37	A5	A5	A5	A5	A5	A5	
38	F6	J8	J8	I8	J8		
39	F6	B1	B1	E5	B1	B1	
40	H10	I8	J8	H10			
41	F6	B2	B2	B2	B2		
42	C8	C8	A9	C8			
43	I3	I3	F7				
44	F6	E8	E8	C10			
45	F6	C2	C2	C2			
46	F6	J1	J1	J3			
47	F6	J4	J4	J4			
48	F6	E9	E9	E9	F10		
49	F9	G8	G8	G8			
50	F6	I2	I2	I2	I2		
51	F6	E9	E9	E9	E9		
52	A8	C7	C7	A10			
53	J1	A8	J1	J1	J1	J1	
54	F6	E9	F9				
55	F6	D3	C6				
56	A4	A4	A4	A4			
57	F6	D10	B1	B3	B1		
58	E4	E4	E4	E4			
59	F6	F9	A10	A10	B9		
60	F6	I6	I6	A1	A1		
61	F6	C2	F9	F9	F9		
62	F6	F3	G1	G1			
63	J9	J10	G8	D5			
64	F6	B9	A4	A4	A4		
65	F6	A3	C1				
66	G4	G4	G5				
67	F6	I9	F1	J8	I8		
68	F6	G1	B2	B2			
69	F6	E5	G8	G8			
70	A4	A4	A4	B1			
71	F6	F10	F10	F9			
72	F6	J10	J10	J10			
73	F6	F4	F4				
74	F6	J1	G2	J1	J1		
75	B9	B9	E5	B9	B9		
76	B1	B1	B1	B1	B1		
77	I2	J1	I2				
78	F6	F9	F9	H5			
79	F6	C2	C2	C2	C2	C2	
80	A3	A3	A3	D10			
81	F6	G2	J3	J3			
82	F6	C10	A10	A9	C10		
83	G8	F7	F7				
84	B9	B9	B9	B9	A8		
85	F6	B6	E9	C7			
86	F6	J3	J3	J3			
87	F6	F7	B2	B2	B2		
88	F6	B8	B2	D8			
89	C1	A3	B1	D2			
90	I8	I8	D10	I8			
91	F6	I8	F10	F10	F10		
92	C10	E3	F4	C10	C10		
93	F6	D10	A9	D8	A9		
94	F6	C2	G5	I3			
95	C10	B10	C10				
96	D7	B8	D7	D7			
97	F6	F8	I8	J1	J1	J1	
98	B1	B1	B1				
99	F6	J7	I9	E9			
100	F6	G2	J4	G4			
101	F6	C3	A10	A10	A10		
102	F6	E3	E3				
103	F6	F7					
104	F6	D10	F10	F10			
105	A8	B10	D8	A3	A8	A8	
106	F6	A4	A4				
107	F6	F2	I6	F7			
108	F6	B7	C7	C10			
109	A5	A5	A5	A5	A5		
110	E5	H2	H2	H2	H2		
111	F6	F10	J1	J4	J1		
112	E5	B6	A8	E2	E2		
113	F6	I6	I5	E2	E2		
114	F6	F10	B9	B9	B9		
115	B1	A3	B1	B1			
116	F6	E9	E9	E9	F3		
117	E9	J9	H10	E9	E9		
118	F6	J10	I8	J10	J10		
119	F2	F2	F2	F2			
120	F6	F5	J3	J3	J3		
121	F6	B2	A3	A3	A5		
122	F6	F9	D5	F9	F9		
123	F6	J10	J10	J10			
124	I8	J7	I8	I8	I8		
125	F6	J4	J1	J3	J3		
126	F5	F9	F9	F9	F9	F9	
127	A9	A9	F9				
128	F6	C10	A8	A8	A8		
129	E2	E5	E3				
130	K1	K1	K1	K1	K1		
131		H5	H5	H5			
132	F6	E2	G1	F4			
133	F6	B3	E4	E2	E4		
134	F6	A10	A10	C10	A10		
135	F2	B1	F2	G2			
136	F6	I2	I2	I2			
137	F6	A8	A10	A8			
138	F6	F9	G9	C10	C10		
139	F6	C10	I6	I6			
140	F6	J1	J1	J1	J1		
141	F6	G8	A3	A3			
142	F2	F2	D2	D2			
143	B9	C7	A6	A7			
144	D5	E5	I8	I8			
145	H10	H10	F7	H10	H10		
146	B9	B9	B9				
147	F6	J4	J4				
148	D8	D6	H5	H5			
149	F6	B1	B1	B1	B1	B1	
150	F6	D5	A4	A4			
151	J10	G8	F9	J10	J10		
152	G2	G2	G2	G2			
153	F6	A6	C7	A6			
154	F6	J10	J10	J9			
155	F6	D5	D5	J2			
156	A5	A5	A9				
157	J1	J1	J1	J1			
158	C7	C7	A6	A6			
159	C1	E2	D2	C1			
160	J10	J10	I8	J7	J10		
161	E2	E2	B8	F1			
162	D3	B1	B3	D3			
163	H10	H10	H10	H10	H10		
164	F6	D3	F1	E4			
165	F3	F3	E2	F3			
166	A9	A10	A10	A10			
167	F6	H3	C1	C1	C1		
168	A6	D10	A9	A9			
169	F6	F3	D3	A1			
170	F6	B7	B7	B7	B7		
171	D10	D10	A9	D10			
172	A5	A5	A5	A3	A5		
173	F6	A6	A6	G1	G1		
174	F6	F7	C10	C10	C10		
175	A4	A4	A4	A6			
176	F6	F9	F9	F9			
