id	slack_time	departure_time	return_time
0	583	0	1717
1	313	0	1196
2	77	0	1407
3	311	0	1388
4	0	57	1659
5	79	153	1500
6	0	355	1395
7	206	0	1413
8	0	240	1154
9	271	0	1540
10	144	0	1429
11	33	155	1273
12	143	65	1393
13	0	343	1092
14	172	0	1286
15	213	0	1285
16	441	0	1334
17	0	619	1538
18	0	429	1487
19	8	0	1352
20	552	69	1186
21	257	55	1369
22	312	0	1273
23	0	329	674
24	488	0	1386
25	227	0	1135
26	17	154	1397
27	0	161	1368
28	382	0	1762
29	53	250	1690
30	454	0	1553
31	393	0	1123
32	0	337	1261
33	43	0	1007
34	212	56	1437
35	121	56	1212
36	349	0	1723
37	0	434	1136
38	496	62	1339
39	597	59	969
40	398	0	1083
41	0	344	994
42	169	0	1101
43	144	151	1309
44	549	0	1305
45	390	0	1164
46	0	624	642
47	239	0	1577
48	137	64	1162
49	0	335	1071
50	250	0	1576
51	65	59	890
52	149	251	1169
53	260	152	1156
54	416	0	825
55	0	243	1201
56	246	0	1364
57	117	0	1431
58	0	156	1533
59	217	0	1615
60	410	0	814
61	634	152	1136
62	227	0	1588
63	186	0	932
64	562	0	1445
65	38	165	1616
66	516	152	1008
67	0	723	999
68	0	427	1536
69	0	245	805
70	0	244	1415
71	62	148	1684
72	283	154	1313
73	130	0	1609
74	572	0	1097
75	320	0	997
76	341	0	1569
77	96	0	1796
78	0	150	1714
79	0	330	1118
80	0	154	1350
81	417	0	1296
82	136	60	1167
83	25	61	1377
84	537	145	1207
85	271	0	1824
86	409	0	1674
87	154	250	1153
88	187	0	1517
89	16	68	1226
90	0	239	1048
91	0	521	1439
92	200	0	1696
93	377	0	1383
94	215	149	713
95	41	0	1704
96	221	0	1258
97	228	247	1274
98	436	0	1563
99	0	638	851
100	208	0	1714
101	0	431	787
102	406	0	1208
103	0	716	1515
104	0	63	1027
105	59	0	1315
106	0	241	1250
107	338	68	1048
108	336	67	1265
109	0	63	1310
110	896	0	1236
111	0	57	1569
112	208	0	1324
113	0	253	1348
114	246	0	1483
115	501	0	1355
116	603	0	1254
117	0	339	899
118	18	166	964
119	305	0	1346
120	112	0	1450
121	15	0	1631
122	0	428	783
123	133	245	1273
124	99	0	1396
125	429	0	1455
126	0	725	1272
127	56	149	1321
128	506	0	1261
129	57	0	1574
130	402	0	1071
131	290	0	1336
132	287	258	1170
133	0	786	1219
134	352	0	1388
135	0	60	910
136	39	0	1663
137	195	64	1526
138	0	533	934
139	446	0	1582
140	178	0	712
141	229	0	1806
142	0	427	1530
143	264	0	1624
144	251	0	1506
145	100	154	1477
146	218	0	791
147	325	0	1587
148	436	0	1503
149	444	0	1603
150	132	55	1110
151	402	0	1673
152	0	65	1109
153	135	0	847
154	31	0	1389
155	2	0	1320
156	209	0	1479
157	418	0	687
158	147	0	1223
159	0	241	1754
160	0	616	1441
161	0	900	973
162	275	152	1097
163	439	0	1465
164	0	717	1497
165	193	0	1522
166	0	446	861
167	669	0	1014
168	298	0	1505
169	58	0	1347
170	0	717	1181
171	131	0	1490
172	68	0	1202
173	499	0	1224
174	241	58	1127
175	4	0	1274
176	0	248	980
177	8	244	1078
178	0	616	1241
179	54	52	1678
180	260	68	1515
181	18	0	1299
182	0	353	1404
183	0	352	1344
184	0	532	1812
185	0	56	1559
186	105	0	1311
187	65	62	1067
188	73	336	1209
189	15	436	914
190	421	0	1103
191	0	434	1442
192	0	893	1158
193	319	0	1490
194	308	0	1254
195	377	0	1240
196	244	58	1264
197	41	65	1088
198	108	68	1081
199	293	0	1135
200	48	0	811
201	489	55	1323
202	6	0	1011
203	0	160	798
204	196	57	1410
205	0	161	737
206	0	153	612
