id	slack_time	departure_time	return_time
0	273	65	1479
1	161	0	1812
2	416	0	1465
3	117	0	1824
4	167	145	1696
5	148	0	1502
6	506	0	1131
7	295	58	1396
8	333	0	1352
9	235	66	1241
10	347	69	1530
11	224	68	1003
12	148	0	1177
13	349	0	892
14	419	68	1533
15	267	155	977
16	110	61	1415
17	298	0	1100
18	145	61	1017
19	177	56	1678
20	247	52	1146
21	175	0	1403
22	247	60	847
23	172	154	1457
24	249	155	1563
25	173	0	904
26	478	160	985
27	211	0	1388
28	617	0	957
29	473	149	1071
30	528	152	828
31	152	65	1170
32	343	63	1043
33	43	0	1324
34	417	152	1278
35	342	155	977
36	177	59	1627
37	579	60	975
38	234	0	1286
39	352	0	891
40	370	0	1177
41	262	0	1806
42	165	0	1286
43	333	0	1334
44	348	0	1714
45	712	63	770
46	242	0	1368
47	606	151	1029
48	370	0	1232
49	389	57	1571
50	264	0	1408
51	438	0	1609
52	246	0	896
53	406	0	1167
54	221	0	1305
55	266	168	1075
56	509	55	1663
57	686	0	905
58	367	0	862
59	272	0	963
60	588	0	924
61	154	0	1517
62	220	62	804
63	451	0	1603
64	509	0	1241
65	498	0	1153
66	208	0	1714
67	189	67	1193
68	165	0	1588
69	627	0	1250
70	54	0	1442
71	116	0	1574
72	490	0	1451
73	298	56	1391
74	410	0	1363
75	302	168	922
76	249	56	880
77	482	0	1014
78	473	0	1307
79	89	0	1264
80	158	0	874
81	79	0	1213
82	115	0	986
83	363	0	1596
84	145	145	1398
85	65	0	1397
86	516	60	951
87	323	0	1576
88	54	0	1424
89	218	0	1536
90	226	149	1273
91	285	230	1015
92	146	56	1386
93	328	0	1395
94	407	251	1226
95	252	0	1169
96	130	0	1369
97	338	0	1522
98	336	60	1152
99	127	60	1209
100	229	0	834
101	472	0	1690
102	365	0	1247
103	34	0	1505
104	667	0	936
105	37	0	1261
106	156	148	1569
107	83	68	1438
108	60	78	1584
109	252	0	1445
110	206	151	1455
111	164	60	906
112	365	67	1704
113	206	0	1659
114	227	0	895
115	62	0	1429
116	13	66	1155
117	273	73	1291
118	352	149	959
119	369	0	1379
120	69	0	1309
121	231	148	891
122	695	161	1169
123	87	0	1477
124	193	0	1202
125	104	64	1254
126	285	59	1410
127	249	0	1344
128	294	0	1429
129	55	0	1490
130	74	154	1388
131	243	68	1506
132	895	0	1088
133	225	0	940
134	200	246	1346
135	76	0	1348
136	168	59	1223
137	94	0	1515
138	245	59	1438
139	168	146	971
140	438	170	1480
141	174	153	1505
142	193	160	1209
143	192	69	1140
144	179	166	943
145	163	66	1167
146	133	56	1762
147	337	60	1164
148	311	0	1674
149	132	153	1074
150	243	0	1295
151	257	0	1007
152	253	48	1073
153	220	66	1559
154	165	64	1129
155	304	0	1624
156	298	59	832
157	18	0	1291
158	434	60	1548
159	369	250	1355
160	170	52	1207
161	186	65	1439
162	144	0	1259
163	306	67	1236
164	99	161	1290
165	19	52	1569
166	62	0	1311
167	595	61	1793
168	213	0	1245
169	373	0	1717
170	51	57	1336
171	18	0	1031
172	564	63	988
173	557	0	1108
174	113	164	1285
175	125	71	938
176	6	68	1219
177	18	160	1273
178	79	0	1201
179	75	155	1046
180	164	152	1250
181	69	0	1431
182	160	59	1167
183	17	70	1340
184	121	0	1154
185	141	250	987
186	311	60	750
187	233	58	1577
188	131	62	1021
189	158	0	1365
190	316	0	1587
191	293	55	846
192	202	55	1191
193	247	154	1313
194	169	0	1078
195	143	56	1723
196	417	0	1038
197	148	0	1095
198	45	57	1156
199	186	158	1367
200	215	158	1383
201	50	57	1407
202	142	69	904
203	550	161	1534
204	134	0	1135
205	216	62	964
206	307	59	1254
207	138	238	1164
208	186	0	1263
209	49	245	1261
210	82	152	1179
211	278	60	1503
212	66	60	938
213	114	56	808
214	22	242	932
215	210	56	950
216	147	58	716
217	0	344	643
218	56	243	1007
219	0	61	671
