id	slack_time	departure_time	return_time
0	176	0	1457
1	499	155	1723
2	246	56	1170
3	179	151	1398
4	230	0	1717
5	127	0	1474
6	225	242	1576
7	234	0	1152
8	310	145	1502
9	382	0	910
10	332	241	1309
11	178	0	828
12	226	160	1336
13	444	0	1274
14	154	0	1596
15	256	0	1553
16	294	57	1226
17	85	0	1259
18	92	0	1569
19	20	0	1684
20	115	0	1311
21	151	60	1631
22	328	0	1678
23	331	151	1438
24	347	0	1482
25	466	0	1615
26	328	55	1442
27	242	69	1278
28	263	55	1158
29	294	0	1582
30	358	63	1714
31	137	56	1182
32	233	0	1455
33	332	67	1588
34	116	58	1505
35	253	78	1254
36	338	57	1812
37	316	0	1089
38	291	339	700
39	273	73	1169
40	285	0	1497
41	570	68	1395
42	176	56	1039
43	23	0	1294
44	107	52	1445
45	219	152	1273
46	373	58	1092
47	172	0	1577
48	113	0	963
49	151	0	1233
50	293	67	973
51	93	65	1389
52	120	64	1352
53	64	57	1134
54	32	0	1451
55	269	60	759
56	393	62	1540
57	405	0	688
58	609	58	793
59	521	0	1796
60	50	0	1239
61	211	61	1571
62	192	57	1483
63	72	59	1517
64	80	0	1209
65	199	152	1075
66	314	0	1046
67	662	0	1517
68	406	0	1663
69	165	0	1295
70	75	68	1383
71	425	64	915
72	319	236	1674
73	92	0	1490
74	250	61	1762
75	208	55	1048
76	414	149	1252
77	180	68	1379
78	223	0	1388
79	304	0	1548
80	115	0	1016
81	94	230	1241
82	23	0	1381
83	252	60	1410
84	232	0	1078
85	192	247	638
86	31	71	1346
87	190	0	1258
88	211	0	1408
89	292	0	985
90	113	61	1356
91	139	0	1344
92	455	0	1274
93	99	56	1193
94	209	0	1015
95	96	61	718
96	336	60	1110
97	30	0	1536
98	336	61	902
99	537	0	1181
100	406	0	1696
101	167	69	1563
102	282	0	1261
103	262	55	997
104	277	149	1135
105	308	0	1538
106	162	66	1806
107	630	149	1014
108	285	0	945
109	315	0	1085
110	135	0	1283
111	121	0	1268
112	328	65	1487
113	427	63	1690
114	151	0	1436
115	323	0	1431
116	59	63	1222
117	87	0	1273
118	445	66	709
119	821	0	1241
120	40	68	1404
121	524	0	1624
122	271	0	905
123	171	59	1673
124	311	250	672
125	94	0	1424
126	102	0	1388
127	298	55	1534
128	222	0	1118
129	261	67	1574
130	240	56	1222
131	167	160	843
132	157	70	1429
133	231	157	1226
134	235	164	805
135	125	152	1285
136	172	158	1247
137	376	0	1824
138	86	0	1059
139	254	0	1362
140	297	60	1322
141	123	66	1067
142	55	0	1584
143	226	0	1437
144	250	154	1017
145	540	0	1095
146	628	0	1439
147	510	0	1007
148	111	65	1437
149	278	67	1533
150	277	0	1603
151	79	0	1569
152	227	69	1714
153	230	55	1209
154	17	0	999
155	391	0	1450
156	206	0	1616
157	303	0	1076
158	153	56	1347
159	374	165	1465
160	67	0	1287
161	169	52	1286
162	301	161	934
163	341	69	874
164	90	0	1296
165	157	152	1318
166	193	149	1526
167	145	63	1196
168	173	0	1011
169	152	0	1158
170	72	56	1286
171	318	0	1215
172	473	0	1438
173	182	59	1081
174	282	0	1627
175	295	0	1219
176	146	158	1314
177	224	60	1043
178	129	63	1477
179	129	245	1609
180	303	59	1058
181	211	0	1281
182	356	0	1365
183	192	0	1212
184	295	146	1415
185	213	60	1559
186	366	158	1196
187	362	240	749
188	376	0	1250
189	107	60	775
190	130	0	1413
191	113	0	1221
192	380	60	1320
193	314	0	708
194	627	153	1793
195	273	0	1391
196	113	62	1071
197	25	59	1078
198	424	0	1137
199	150	0	1348
200	267	0	921
201	60	161	1213
202	51	0	897
203	7	151	1274
204	129	59	1254
205	31	152	1162
206	333	58	997
207	314	248	1070
208	32	153	955
209	99	0	997
210	333	0	1386
211	185	56	1191
212	32	0	1587
213	183	63	1515
214	0	156	808
215	0	154	607
