id	A	B	C	D	E	F	G
0	F6	F6	D6	D6	C9	F8	
1	H4	H4	H4	H4			
2	E5	E5	E5	D5	E8		
3	F6	F6	F6	F6	F6		
4	B5	C7	A5				
5	F6	F6	F6	F6	F6		
6	E5	A8	E5	E5			
7	F5	F2	F2	F2	F2		
8	E6	E6	E6	E6	E6		
9	F6	D8	D8	D8	C10		
10	F5	B5	B5	E9	F9		
11	E5	E5	E5	B1	E5		
12	E6	B5	E7	B5	B5		
13	F6	F6	I8	E3			
14	B4	A4	A4	D3			
15	F6	F6	F6	F6			
16	G3	G3	G3	G3	G3		
17	E5	D4	D4	D4			
18	F8	F8	B2	F8	F8		
19	F6	F6	I8	G5	G5	G5	
20	D8	D8	D8	D8			
21	E5	E5	B7	B7	B7		
22	C7	B8	C7	C7	C7	C7	
23	F4	F4	D2	B2			
24	E6	E6	E6	E6	E6		
25	F5	G4	F5	F5	F5		
26	F5	A4	F1	A4			
27	D8	F6	C9	F6			
28	F6	I9	I9	J10			
29	H4	H4	I3	G4	B2		
30	F8	F8	F8	F8			
31	F5	F5	F5	F5	F5		
32	G8	G8	G8	G8	G8		
33	B5	B5	B5	B5	F9		
34	C7	C7	C7	C7	C7		
35	E5	E5	E2	E2			
36	D8	C10	C10	G5			
37	E5	E5	E5	E5			
38	F7	E7	E7	E6			
39	E6	B6	B6	B6			
40	E5	E5	E5	E5	E5		
41	E6	H7	G7	G5			
42	E6	E6	E6	E6	E6		
43	E6	E6	E6	D7			
44	E5	E5	E5	E5	E5		
45	D8	D8	D8	D8			
46	H6	H5	H5	H5			
47	F6	F6	I8	F6	F6		
48	D5	B5	B5	A5	B9		
49	F6	F6	F6	F6			
50	C8	C8	C8	C8	C8		
51	E5	E8	A3	E8	E8		
52	F6	F6	F6	F6	F6		
53	F7	F8	F8	F8			
54	F5	H5	J4	H5			
55	F6	F6	F6	F6	F6		
56	F6	F6	F6	F6	F6		
57	E5	E5	E5	C3			
58	F6	D8	D8	B8			
59	E5	E5	C3	C2	C2		
60	F6	B8	B8				
61	E6	E6	E6	E6	E6		
62	E5	E5	E3	E5			
63	E3	E7	E3	E3	E3		
64	E6	E6	E6	E6	E6	E6	
65	B6	D6	C7				
66	F2	E3	F1	F2			
67	G8	G8	D8	G8	G8		
68	F6	H8	F2	F1			
69	B4	D8	C8	B4			
70	D3	D2	D2	D2			
71	E5	A5	E5	E5	E5	E5	
72	C7	C7	C7	C7	D9		
73	E7	F7	F7	F7	F7		
74	G5	G5	G5	G5	E2		
75	E7	F5	F5	F5	F5		
76	F5	F6	F5				
77	F5	F5	F5	F3			
78	D8	D8	D8	A9	A9		
79	E5	E5	H5	C2			
80	F7	C10	C7	C7			
81	F6	F9	F8	F8			
82	F5	F5	F5				
83	F5	I4	I4	I4			
84	F5	F3	F3				
85	F6	I7	F9				
86	D8	D8	D8	D8	D8		
87	D5	F5	B7	B7			
88	E6	E6	E6	E6			
89	H7	H7	H7	H7	H7		
90	F5	F6	F6	F6	F6		
91	F6	F7	F7	F7	F7		
92	E6	B9	C6	C6	C6		
93	F6	F8	F8	F8	F8		
94	F5	I6	E8	E8			
95	E6	E6	E6	E6	E6		
