id	A	B	C	D	E	F	G
0	F6	A4	D3	B3	E2		
1	F6	A1	F9	F9	F9		
2	F6	J3	J3	A9	A9	A9	
3	F6	G2	E4	E4	E4		
4	E5	A9	F10	A9	A9		
5	F6	I3	H5	I3			
6	F6	E2	B8	B8	E2		
7	F6	C2	C2				
8	G8	G8	I8	I8			
9	F6	F2	A10	A10	A10		
10	J3	J3	J3	J3	J3		
11	F6	J8	G1	I8	I8		
12	F6	F4	J1	J1	J1	J1	
13	F6	B9	B9	B9	B9		
14	B1	B1	B9	B9	B1		
15	F6	I9	D10	J10			
16	F6	C2	A3	C1	A3		
17	F6	J8	J8	J8	J10		
18	F6	B9	B9	B9	A8		
19	A10	A10	A10	A10			
20	F6	F8					
21	F6	A8	A8	C10			
22	I2	A5	B3	I2	I2	B1	
23	F6	F7	F7	F7			
24	A5	A5	I9	A5	A5	A5	
25	G2	H2	H2	H2			
26	F6	A4	C10	A10			
27	F6	G8	G8	G8	I8		
28	C3	C3	C3				
29	B1	B1	D3	D3	D3		
30	B9	B1	B9	A9	C10		
31	J2	I2	J2	I2	I2		
32	F6	D5	A6	F10	F10		
33	F6	F9	F9				
34	F6	E9	E9	E9	E9		
35	F6	D10	B9	D8			
36	F6	J1	J1	J1	J1	J1	
37	A8	C2	A8	A8	A8		
38	F6	F2	J10	E4	J10		
39	I5	I5	J10	J10			
40	F6	A8	A8	A8	A8		
41	G5	A8	G5	G5			
42	F6	A8	A8	A8	A8		
43	F6	D3	D3				
44	I5	G5	H5				
45	A10	A10	B10	B10			
46	F6	C3	D3	D3	D3		
47	I2	I2	J1				
48	A5	A5	A5	B5			
49	F6	F9	A9	A9	A9		
50	F6	G1	A4	A4	A4		
51	C6	C6	D8				
52	F6	I9	I9	J7			
53	I2	I2	I2	I2	A4		
54	F6	I8	A8	A8	A8		
55	F6	E9	D10	D10			
56	D2	D2	B3	D2			
57	F6	A4	A4	A4			
58	F6	I5	E5	E5	A5		
59	F6	E2	E2	E2	E2		
60	F6	B1	B1	B1	B1	B1	
61	I2	I2	I2	I2	I2		
62	J1	J1	J1	J1	J1		
63	F6	C10	A9	A9			
64	F6	C7	C7	C7			
65	F6	G9	G9				
66	H5	H5	E5	F9			
67	G5	G5	G5	G2	G5		
68	F6	D3	B3	A3			
69	E9	E9	E9	B6	B9	E9	
70	F6	E9	E9				
71	F6	B1	B1	B1			
72	F6	J4	B7	B7			
73	F6	F7	F7	G8			
74	F6	F9	E9	E9	E9	E9	
75	F9	F9	F9	F9	F9		
76	E5	A8					
77	F6	H10	F9	A10	A10		
78	A4	A4	B10	A4			
79	F6	A5	A5	F7			
80	F9	A4	F9	F9	F9		
81	F6	H10	H10	J7			
82	G4	G4	G4				
83	I6	I6	I6	I6			
84	A5	A5	G2	A5	A5		
