id	A	B	C	D	E	F	G
0	F6	C10	C10	D8			
1	F6	F7	C1	C1	C1		
2	F6	A10	A10	A10	A10	A10	
3	F4	F4	F4				
4	E3	E3	E3				
5	E2	E2	A10	E2	E2	E2	
6	F6	B3	A4	D3	D3		
7	F6	D10	D10				
8	F6	F1	F1	B1			
9	F7	E9	E9	E9	E9		
10	F6	G1	J3	J3	E2		
11	F6	A5	B8	B8			
12	F6	A4	A4	A4	A4		
13	E9	E9	G8	F8	E9		
14	F6	A10	A10	A10			
15	F6	C3	B1	B1			
16	F5	K1	I3	K1	K1		
17	F6	J1	J1	J1	J1		
18	F6	A9	A10	E9			
19	F6	F5	F5	F5			
20	F6	C8	C9				
21	F6	A1	A1	B2	B2		
22	F6	J8	J8	J10			
23	F6	E7	E7				
24	F6	F2	F3	J3	J3		
25	F6	F7					
26	B1	B1	E2	E2			
27	F6	D6	D6	D6			
28	F6	J4	G1	J4			
29	F6	B1	B1	B1	B1	B1	
30	F6	F9	F9	F9	F9		
31	I2	I2	I6	I2	I2		
32	H3	C2	H3	H3	H3		
33	F6	I6	I6	I6			
34	F6	I2					
35	F6	J10	J8	J10	J10		
36	F10	C10	C10	F10			
37	A3	B3	A5	A3			
38	F6	B9	B9				
39	A5	A5	B1	B1	B1		
40	E9	E9	E9	E9	E9		
41	F9	I2	F9	F9	F9	F9	
42	C2	C2	C2	C2	C2	C2	
43	F6	A6	A10	A10	A10		
44	F6	E5	A8	A8	A8	A8	
45	F5	F5	C7	F5	F5		
46	F5	I8	I8	I8			
47	F6	I8	J7	F9	F2		
48	I3	I3	B7	B7	A9		
49	B2	B2	F1				
50	F6	D6	B9	A10			
51	F6	B8	C10	C10	C10		
52	E3	E3	E4	G2			
53	B1	B10	B1	B1	B1	B1	
54	B1	B1	C3	C3			
55	F6	B9	B10	E9	E9	E9	
56	F6	F4	F2	A9	A9		
57	F6	A8	A1	A1	A1		
58	F6	J8	J8	I8	I8		
59	E4	E4	E5	E4			
