id	slack_time	departure_time	return_time
0	170	67	1261
1	194	145	1503
2	334	0	1796
3	153	151	694
4	503	160	854
5	217	59	1624
6	193	66	1362
7	349	0	934
8	544	0	1334
9	466	0	1386
10	357	0	1536
11	119	0	1185
12	181	0	1515
13	385	67	1483
14	266	55	1348
15	172	56	1261
16	620	0	1631
17	159	60	1584
18	445	158	980
19	163	56	973
20	265	73	832
21	160	0	1381
22	480	0	1221
23	137	151	841
24	331	60	1450
25	552	0	643
26	318	0	1127
27	472	66	963
28	35	0	1136
29	73	0	1806
30	164	0	1522
31	228	0	1505
32	227	60	1364
33	209	0	1169
34	222	0	643
35	56	0	1587
36	217	0	1208
37	140	62	1301
38	207	68	834
39	356	0	1538
40	212	59	1506
41	154	0	1674
42	430	59	1793
43	529	0	1615
44	114	149	1684
45	195	0	1239
46	135	56	1092
47	458	0	1186
48	224	0	1201
49	542	0	932
50	153	157	1389
51	400	0	1439
52	240	0	928
53	279	0	1824
54	190	0	1086
55	616	0	1690
56	106	58	1517
57	137	0	1563
58	507	0	1465
59	143	248	1170
60	165	160	1754
61	361	151	1577
62	165	0	1553
63	409	0	1247
64	308	62	1367
65	230	259	1058
66	616	247	1167
67	191	61	1088
68	92	0	1367
69	58	0	1347
70	144	0	1046
71	264	330	1429
72	301	161	827
73	331	62	1812
74	92	0	1314
75	360	59	1588
76	189	149	1540
77	262	0	1236
78	269	0	1309
79	229	68	1339
80	138	168	949
81	194	0	1534
82	227	0	998
83	242	55	1355
84	185	0	1224
85	358	0	1115
86	319	52	1296
87	177	69	1388
88	108	0	707
89	332	55	843
90	14	155	1397
91	188	59	1109
92	99	0	1261
93	142	245	1311
94	147	56	990
95	229	60	596
96	110	0	1569
97	626	0	1625
98	190	0	1616
99	333	0	988
100	177	152	1356
101	436	242	1258
102	60	0	1723
103	206	0	1374
104	299	0	762
105	57	0	1177
106	397	0	1438
107	439	157	1530
108	414	0	1209
109	109	65	1262
110	625	69	1048
111	330	68	1502
112	277	0	1569
113	109	0	1500
114	456	0	982
115	454	162	1308
116	544	69	1170
117	398	0	1609
118	501	58	979
119	150	0	1410
120	300	64	1603
121	281	57	1574
122	227	0	1441
123	558	0	1164
124	54	61	1678
125	162	58	1582
126	191	0	704
127	141	60	1487
128	425	166	1233
129	412	0	1263
130	35	0	1704
131	350	0	1095
132	126	67	846
133	121	70	1179
134	198	63	1350
135	568	0	1232
136	235	0	1515
137	75	0	1363
138	105	152	1041
139	355	0	1696
140	414	254	817
141	79	60	1717
142	135	148	1425
143	17	65	1072
144	177	59	661
145	152	0	1219
146	285	153	759
147	246	161	1219
148	152	0	1146
149	281	153	771
150	138	60	1099
151	546	0	1048
152	298	0	1596
153	98	154	1182
154	425	0	1167
155	174	0	1663
156	543	0	1396
157	202	0	1073
158	35	0	1124
159	287	58	1191
160	44	0	1120
161	37	60	1483
162	221	61	948
163	146	55	1324
164	136	150	1004
165	248	66	1268
166	219	0	1212
167	340	0	1526
168	118	0	1479
169	146	68	1043
170	492	251	1437
171	212	0	1079
172	167	160	1233
173	160	154	1321
174	86	67	1413
175	350	68	1457
176	310	78	1673
177	441	0	1379
178	380	0	1445
179	531	0	1318
180	164	0	759
181	390	0	1215
182	157	154	1287
183	216	61	839
184	432	152	997
185	188	56	1005
186	222	60	1247
187	227	0	1240
188	383	58	852
189	35	65	847
190	309	155	1436
191	267	63	1046
192	366	0	1714
193	355	56	808
194	303	0	1576
195	92	0	1480
196	238	153	961
197	239	0	1403
198	219	0	1340
199	332	61	1474
200	482	65	1659
201	158	257	787
202	194	57	1415
203	246	241	1388
204	41	0	725
205	161	0	1145
206	498	61	1407
207	507	154	944
208	195	158	952
209	0	154	607
210	76	155	1039
211	73	69	964
212	0	253	623
213	0	148	625
214	0	331	805
