id	slack_time	departure_time	return_time
0	5133	0	3641
1	6213	0	3515
2	6778	141	3820
3	4565	0	3460
4	4370	0	3588
5	4082	0	3260
6	3945	0	3773
7	4252	143	3505
8	6096	0	3629
9	204	930	3914
10	4896	0	3914
11	7502	0	3874
12	4958	0	3890
13	6423	0	3870
14	5051	153	3647
15	5028	0	3219
16	7236	51	3647
17	5835	133	3072
18	0	1509	3693
19	7719	46	3914
20	5418	56	3744
21	6211	0	3914
22	0	1599	3655
23	6009	659	3899
24	4422	0	3872
25	4557	0	3491
26	4078	0	3318
27	5914	0	3914
28	4965	0	2867
29	2837	271	3914
30	6060	336	3310
31	8203	0	3807
32	615	1187	3914
33	4722	0	3474
34	7583	0	3688
35	4803	0	3629
36	6340	0	3689
37	0	1400	3124
38	5825	0	3531
39	6153	0	3698
40	0	2716	3549
41	6468	0	3780
42	4901	0	3747
43	3930	0	3184
44	4916	0	3425
45	5571	0	3462
46	7879	0	3683
47	6677	0	3749
48	2979	0	3914
49	5647	0	3914
50	8151	0	3914
51	6421	71	3914
52	2751	0	3712
53	7823	0	3914
54	4039	0	3117
55	2478	261	3688
56	5388	265	3163
57	4617	0	3731
58	7820	0	3711
59	6050	328	3701
60	6644	52	3498
61	3942	0	3706
62	5339	0	3498
63	7361	0	3914
64	6370	0	3899
65	5868	0	3581
66	0	1024	3657
67	3052	0	3779
68	7952	0	3836
69	5760	0	3582
70	1647	165	3462
71	5259	0	3914
72	8307	0	3497
73	6996	254	3553
74	6532	0	3809
75	3860	68	3807
76	3010	0	3827
77	5753	0	3117
78	4215	247	3148
79	6361	0	3820
80	5133	0	3914
81	3043	263	3555
82	3675	53	3418
83	4494	0	3604
84	5195	-51	3413
85	4899	49	3784
86	2429	245	3975
87	0	971	3320
88	4626	-55	2991
89	2295	-78	3522
90	4650	-81	3613
91	4158	22	3418
92	0	1475	3704
93	3710	-64	3288
94	2906	466	3835
95	4196	44	3474
96	5223	78	3921
97	0	1067	3793
98	4453	-42	3858
99	5018	-49	3101
100	5356	-8	3659
101	3414	-82	3880
102	2023	78	3808
103	4619	-30	3200
104	4487	-58	3953
105	3318	74	3493
106	1337	182	3124
107	3253	-10	3861
108	909	425	3668
109	4897	27	3780
110	4093	-8	3418
111	0	427	3949
112	3150	-78	3232
113	4451	46	3114
114	3407	-6	3575
115	5407	-55	3411
116	0	1761	3737
117	4653	20	3838
118	764	378	3383
119	0	710	3797
120	4096	-65	3577
121	3826	-71	3834
122	4018	32	3397
123	5373	-53	3801
124	3601	-82	3066
125	5255	-5	3996
126	5114	45	3994
127	3761	-27	3493
128	4571	126	3229
129	2854	-65	3712
130	5048	79	3884
131	3057	20	2967
132	4458	-81	3861
133	3643	-45	3715
134	5050	20	3669
135	3513	-6	3710
136	6201	76	3964
137	3573	37	3510
138	3808	34	3418
139	4899	71	3855
140	4804	-6	3749
141	5044	-82	3477
142	0	1648	3891
143	4928	-20	3433
144	4318	45	3964
145	4642	-37	3525
146	0	1301	3671
147	5580	17	3703
148	2024	315	3805
149	5360	34	2875
150	0	1533	3726
151	6212	77	3842
152	4057	78	3205
153	4191	-52	3226
154	5004	-4	3711
155	5266	72	3861
156	0	2350	3694
157	4622	30	3137
158	0	2051	3533
159	5176	-23	3581
160	0	1789	3304
161	5601	-65	3350
162	4322	-64	3953
163	3487	-78	3675
164	5679	-39	3609
165	4549	37	3883
166	3840	45	3676
167	2923	550	3583
168	4818	-64	3755
169	3872	76	3166
170	0	1205	3793
171	3967	-81	3835
172	0	1625	3382
173	4071	-59	3153
174	4733	36	3505
175	3626	77	3232
176	2975	-81	3511
177	3007	99	3123
178	4449	78	3994
179	3091	68	3487
180	4067	49	3859
181	3048	-9	3316
182	5299	113	3994
183	3076	-35	2687
184	5430	-77	3994
185	0	1418	3487
186	5576	-69	3585
187	0	2389	3606
188	4917	-71	3784
189	5769	-35	3516
190	5699	-6	3246
191	0	805	3996
192	4173	148	3610
193	5497	45	3492
194	3656	38	3578
195	5270	22	2902
196	4056	45	3838
197	3125	-72	3691
198	2172	127	3834
199	0	729	2804
200	4195	78	3675
201	3319	-8	3473
202	2729	277	3511
203	3959	78	3945
204	3687	17	3609
205	0	1194	3762
206	4497	73	3330
207	2381	367	3428
208	2757	240	3745
209	4511	-82	3853
210	3657	71	3196
211	0	518	3578
212	2858	294	3853
213	4428	-78	3995
214	3816	77	3413
215	3788	-77	3423
216	1750	176	3600
217	1630	365	3835
218	4476	-57	3057
219	5402	-82	3633
220	4352	27	2914
221	2384	-19	3225
222	5847	-36	3766
223	0	2093	3602
224	3968	126	3670
225	3759	78	3714
226	2438	346	3835
227	0	1648	3620
228	2281	468	3133
229	1671	203	2977
230	4196	192	3712
231	3874	71	3700
232	3937	539	3523
233	0	602	1420
