id	A	B	C	D	E	F	G
0	F6	A3	E5	E5	I2		
1	F6	F7	J4				
2	F7	F9	A9	A9			
3	A9	D10	E9				
4	A6	E3	C7	A4			
5	E3	F9	H2	F9			
6	D5	F7	D5	H10	D3		
7	F6	C10	G5	C7			
8	F6	F9	A4	C6	C1		
9	F6	F7	F9	F9	F9	C2	
10	F6	B3	C9	A9	F9	A5	
11	F6	C3	F4	C3			
12	C2	D10	D10	D4			
13	D8	B8	D3				
14	C7	C7	C10	A8	I2		
15	F6	C3	I8				
16	J4	J4	E9				
17	F8	F3	J1	F10			
18	E7	I3	A8				
19	E3	B1	B1	G4	B7		
20	F6	C1	I2				
21	F6	A9	C2	B1			
22	F5	E2	J7	C3	B1		
23	G2	F2	D8	G8			
24	F6	C2	F1	A10			
25	F6	I8	E5				
26	E5	F9	F9				
27	F6	I3	A10	H5	B1		
28	F6	A8	I8				
29	F6	B7	J4	J2	B7		
30	F6	B8	E2	D3			
31	F6	F7	F7	F7			
32	G5	G1					
33	E5	F7	F7				
34	F6	E5	I6				
35	D6	B8	B8	B8			
36	F6	D10					
37	F6	E5	E5				
38	G2	G2	G2	G2			
