id	A	B	C	D	E	F	G
0	F8	F8					
1	D8	D8	D6	E4	F1	F4	
2	I3	G2	G3				
3	F6	J7	F6				
4	E6	D10	I8	F6			
5	F5	C3	E2	E5			
6	F5	I3	G2	F5			
7	E6	C10	F9	F6			
8	F6	I9	G5	A6	C6		
9	F7	F7	A9	E6			
10	B6	A5	F5	F7	E9		
11	G4	G4	I2	J1	F5		
12	E3	G4	G4	G2			
13	E4	E3	F2	G4	I9	J10	
14	F6	J8	E3	E3			
15	E5	B1	C6	C6			
16	C6	B7	B8	B8	E6		
17	E6	C6	C6	F2			
18	G2	G2	F6	E9	E6		
19	E6	B9	E9	E7			
20	E2	A3	B4	E8	E6		
21	F6	J10	J10	F9	A8	A8	
22	F5	J1	F3	I6	J10	G7	F6
23	B3	B3	C3	E5			
24	F5	C4	A4	D5			
25	F5	J1	J1	F5			
26	F6	F10	F9	F6			
27	E6	A9	A8	D4	F1	F4	
28	E6	A8	G5	F9	F8		
29	F7	F9	F9	J10	I8	G8	
30	F7	G8	J10	E10	C10	E6	
31	E3	E2	G1	F3	F5		
32	C7	A8	A5	D3	F1	F2	
33	E4	E3	C2	E2	E4		
34	F5	G2	I2	G2	I2	E2	
35	F3	I3	H6	F10	E9	E6	
36	D3	D3	E3	A1	B1	E5	
37	E6	D10	C10	C7	A5	A5	E5
38	C5	A4	A10	A8	A7	A1	E5
39	F7	F6	F1	F1	H2		
40	F5	J3	I4	E9	E8		
41	F8	I8	I9	F6			
42	C3	E3	E3	C2	E5		
43	F6	F9	E7	F9			
44	F6	I6	I6	J7			
45	E5	A3	A1	E5			
46	H5	J2	I3	I4	J8	F6	
47	F10	I8	I9	F8	B7	E6	
48	E6	E9	C10	D8			
49	E5	D5	E5	J4	G5		
50	E6	B8	C6	A7	A9	E6	
51	E9	D4	D4	H2	F5		
52	F5	B8	B9	B7	B9	E6	
53	H5	J4	J6	J10	J8	F6	
54	F6	J7	I6	F2	F2		
55	E6	A9	E9	D8	D7	A5	D5
56	D8	C10	F9	D4	D3		
57	D5	D5	G8	H5	I3		
58	E6	B10	B8	D5	E2	E4	
59	F4	F1	B1	B2	E5		
60	F6	J8	J8	J2	I2	F5	
61	E5	A3	A9	D7	E6		
62	C7	A8	A10	D8			
63	E5	A1	B1	F2	I2	F5	
64	I8	I9	F7	J10	J10	F6	
65	F7	F7	D8	D8	B6		
66	E5	A4	A5	C1	D3		
67	A5	A4	A3	A4	D5		
68	F5	I2	J2	J7	F6		
69	E6	A6	A6	A8			
70	A6	A6	B9	E6			
71	F7	J7	J7	B9	E6		
72	G5	J4	J4	I8			
73	E5	D5	B7	A8	D8		
74	E5	C2	C1	B1	E5		
75	E5	E5	I2	J2	F5		
76	F9	F9	E5	F9	I9	F6	
77	E7	E9	E9	J8	I9	E9	E9
78	E4	F3	I6	I6	F3		
79	F6	I6	D10	F9	F9	A8	E6
80	C7	C7	A8	C7	F10	F8	
81	D10	B10	B9	B1	B1	C2	E5
82	G2	H3	F2	A1	E5		
83	E5	D4	D4	G4			
84	E5	C7	D4	F1	F3		
85	E7	E9	F10	F8	F5		
86	E5	A1	E1	I2	F5		
87	E5	D5	D5	D8	D8	B9	
88	C6	E5	E2	D2	E5		
89	C7	E5	I2	I2	F5		
90	E3	D3	D10	D10	J10	G7	F6
91	E6	B10	F7	H5	H5		
92	E5	B2	E5	E5	C2	E5	
93	D5	B9	A10	C8	E6		
94	E5	C6	B10	B9	C10	D8	
95	F5	F4	F4	J10	F6		
96	F4	F3	J3	G2	G2	E2	
97	E9	F9	G9	H10	F6		
98	F5	I2	F5	E5	A1	B1	E5
99	F9	C7	A7	D6			
100	A4	A4	B1	E5			
101	F2	J4	J4	G8	F6		
102	D8	E7	C7	D6			
103	F5	F7	I8	H10	F9	F6	
104	F7	F7	C6	A4	B2		
105	E5	C2	C2	C1	H2		
106	F5	J4	J4	I8	F6		
107	E6	C7	A6	C7	C7		
108	E4	E2	D2	J2	F5		
109	F6	J10	I8	J4	H5		
110	F3	F3	F7	C9	A10	E6	
111	E5	C2	A3	A6			
112	E6	D8	D6	B9	E6		
113	F5	G2	F2	B1	E5		
114	E6	A10	D10	D9	D3	E5	
115	E5	G2	E4	F3	J1	F5	
116	B7	D8	C6	D6	G5		
117	F5	I3	G5	D7	A9	E6	
118	C7	A5	B3	E2	E4		
119	E8	D10	C6	C3	E2	J1	F5
120	E3	E3	F1	J1	H5		
121	E5	C1	D6	E9	E6		
122	F6	J10	G8	J9	F6		
123	E6	B8	A10	C7	A5	D5	
124	F3	J1	G2	I3	H4	F5	
125	F5	F5	E3	J3	J1	F5	
126	E9	E9	B10	A10	E6		
127	E6	B9	A6	D3	B2	E5	
128		D5	D5	D5	F10		
129	F9	E9	A4	B5	E5		
130	E5	E5	E5	F6	I8		
131	E6	B9	B9	D6	A3		
132	E6	A8	A8	C10	A10		
133	F6	F9	F7	F7	E2		
134	D6	D6	B2	F4	A4	D5	
135	F6	I8	J9	I9	J5	J1	F5
136	F6	H8	A4	A4	C5		
137	D5	D6	D8	E9			
138	E6	A9	E9	C10	C10	A10	E6
139	D8	B3	B3	C1	A1	E5	
140	E6	D8	D8	I6	F9	E9	
141	C4	B3	C3	A3	A4	C5	
142	F6	I8	F10	D10	E7		
143	H4	J3	I5	H6	H6	E9	
144	F5	J2	J1	F5			
145	F5	I2	I2	J1	F5		
146	E5	B1	A4	E3	E5		
147	H5	I6	I6	E5	A4	B1	E5
148	G5	I6	H2	F5			
149	E6	B6	E7	G4	G4		
150	E5	A1	F4	E3	D3	E5	
151	F7	F7	G8	J8	G8	B9	
152	F3	I3	I3	H2	F5		
153	F6	G9	F9	F9	F2		
154	G5	I5	I8	C7	B9	A9	E6
155	E5	E5	E3	E3	J3	J3	
156	F6	F9	D10	D10	D8		
157	E6	C10	C10	J7	F6		
158	F6	I8	I8	F7	I8	F6	
159	E5	B1	B1	A6	A10	E6	
160	F6	J10	J7	I8	I8	F6	
161	D3	F5	F9	F9	F9		
162	F5	I2	B2	E5			
163	F6	J10	J10	J10	I9	F6	
164	B6	B6	D3	C3	E5		
165	E6	E7	F7	F8	F7		
166	F5	F7	H10	G8			
167	E5	E3	E3	F2	F7		
168	C2	D2	B5	B5	E5		
169	E6	D10	D10	F9			
170	F6	G8	I5	H5			
171	G9	F9	A6	A4	C5		
172	F6	G9	F9	F8	E8	A8	E6
173	C7	A8	A9	C3	C3		
174	F5	H5	F4	E3	G5	H3	
175	A5	A4	A6	C10	A10	D7	E6
176	E5	B2	B2	A4	D3	J1	F5
177	E2	A4	A4	B1	E5		
178	F7	A3	A1	D4	E5		
179	E7	D8	A8	F7	F9	F6	
180	F5	J4	J4	J4	C2	E5	
181	F9	E9	A9	E6	E6		
182	D8	D8	B9	D8			
183	H3	H3	D10	F9	H10	F9	F6
184	E6	A10	A9	B8	A8	E6	
185	F7	F9	D5	E5			
186	F5	J1	I1	B1	C1	D3	
187	E5	E3	E2	J1	J1	G2	
188	F5	I2	H4	G8	E8	B7	
189	E5	C3	C6	D2	C1	E5	
