id	A	B	C	D	E	F	G
0	E9	E9	I2	E9	E9	E9	
1	F6	A5	C3	A5	A5	A5	
2	B7	B7	E5	E5	B7		
3	F6	H10	H10	H10	H10		
4	C10	B9	E7	C10			
5	F6	F5	F5	F5	F5		
6	F6	H2	H2	H2			
7	F6	I2	I2	I2	I2		
8	J1	J1	J1	J1	J1		
9	F6	B9	A9	D10	B7		
10	F6	B2	B2	A4			
11	F6	F10	A8	A6			
12	E2	A6	A6	E2			
13	F6	J1	J1	J1	F2		
14	B1	B1	B1	B1	B1	B1	
15	F6	C1	C1	C1	C1		
16	F6	E5	J10	J10			
17	F6	I9	I9	I6	I9		
18	F6	I6	C2	F2	C2	C2	
19	F6	G2	G2				
20	F6	D6	C7				
21	B1	B1	B1	B1	B1	B1	
22	A10	A10	A10	A10	A10		
23	A8	A8	A8	A8	A8		
24	F6	C7	D8				
25	F6	F9	A4	E9			
26	F9	F9	F9	I9			
27	F6	I6	I3	I3			
28	B2	B2	B2	B2	E9		
29	F6	G2	F1	B2			
30	B9	C2	B9	B9	B9		
31	F6	D5	J4	E4			
32	F6	B7	A8	E9			
33	F6	I8	I8	B1			
34	F6	H5	A5	A5	A5		
35	E9	E9	E9	E9	E9		
36	F6	B8	A10	F9	F9		
37	F7	D8	F7				
38	F6	H6	H6	F5			
39	F5	B1	B1	B1			
40	J1	J1	H10	J1	J1	J1	
41	A10	C2	A10	A10	A10		
42	E3	E3	G2	E3			
43	E9	E9	E9	E9	E9		
44	F6	B10	F9	F9			
45	F6	B7	B7				
46	F6	A3	A3				
47	E2	E2	E2	E2	E2		
48	F6	I8	E2				
49	F6	E7	D8	A8			
50	E2	H3	F2	E3			
51	F6	J4	J1	G5	G5		
52	E9	B1	E9	E9			
53	F6	C7	B9	B9			
54	F6	J10	J10	J10	J10		
55	D2	D2	G1	E2			
56	G5	G5	B5	B5			
57	F6	F5	F5	F5			
58	F6	J10	J10	J10			
59	F3	F3	F3	G2	F3		
60	H2	H2	J3	H2			
61	F6	B7	B7	B7	B7	B7	
62	F6	E3	G1	G1	G1		
63	F6	H10	H10	H10	H10		
64	F6	C9	A4				
65	B1	A1	B1	A1			
66	F6	F7	A1	A1			
67	C8	B9	C8	C8			
68	F6	F7	F8	E9			
69	F6	I9	G8	E2	E2	E2	
70	F6	J1	J1	J1	J1		
71	F6	D3	B1	A4			
72	D2	I2	D2	D2			
73	F6	I8	I8	I8			
74	C10	G8	F10	C10	C10		
75	H5	I5	I5	H5			
