id	slack_time	departure_time	return_time
0	194	64	1609
1	292	0	1714
2	115	56	1477
3	136	73	1517
4	238	0	1167
5	231	0	1239
6	187	58	1272
7	231	56	1569
8	557	159	1494
9	162	0	1388
10	227	0	1233
11	243	0	1369
12	120	52	1085
13	702	57	1391
14	358	0	1717
15	39	67	1503
16	142	59	1404
17	265	0	1530
18	356	65	1696
19	128	0	986
20	175	157	806
21	287	55	1824
22	393	0	1615
23	297	0	1502
24	81	0	715
25	302	63	1334
26	449	0	938
27	275	60	1169
28	391	63	1603
29	4	0	1124
30	89	0	1490
31	222	0	1025
32	259	0	1291
33	98	0	955
34	150	56	1616
35	144	0	1506
36	314	0	1429
37	207	153	856
38	130	0	1262
39	288	0	1179
40	212	78	1762
41	87	0	1533
42	139	248	1129
43	582	145	1425
44	532	56	944
45	144	0	700
46	279	0	900
47	137	0	1437
48	429	0	719
49	161	65	1318
50	262	61	1175
51	128	0	1285
52	45	0	1236
53	436	68	1046
54	190	60	1490
55	645	0	1014
56	303	0	1186
57	241	0	1158
58	370	0	1008
59	179	160	1379
60	154	55	1247
61	173	66	1663
62	232	58	1548
63	72	0	1415
64	423	0	936
65	180	68	1070
66	33	67	1381
67	143	0	1105
68	601	145	977
69	395	0	1624
70	202	0	1678
71	136	61	1355
72	99	58	1109
73	488	0	1336
74	308	154	1540
75	316	164	1167
76	370	68	1577
77	570	0	1092
78	160	59	1073
79	307	160	1147
80	285	0	1407
81	233	0	1627
82	161	0	1487
83	216	0	1465
84	241	151	1315
85	259	0	1346
86	323	0	1690
87	266	0	1182
88	120	0	1190
89	337	166	895
90	273	0	774
91	217	61	1287
92	455	0	1553
93	239	165	1314
94	173	57	1323
95	76	0	1339
96	286	0	1038
97	254	152	1122
98	107	0	1796
99	749	60	832
100	376	52	1305
101	172	0	1571
102	462	153	1250
103	433	59	1431
104	240	243	1016
105	125	152	1625
106	147	60	1441
107	280	69	1258
108	384	0	1631
109	35	0	1439
110	687	59	1274
111	652	0	1131
112	312	0	1457
113	365	153	1223
114	240	65	1169
115	147	0	1311
116	340	0	1526
117	407	0	1793
118	100	0	1215
119	119	67	1674
120	66	154	1569
121	332	0	1515
122	146	0	1031
123	227	0	1374
124	275	0	1259
125	49	0	1104
126	144	0	1340
127	41	0	1291
128	365	62	1274
129	348	56	1714
130	181	0	1723
131	206	0	823
132	197	57	1505
133	8	66	1673
134	315	66	1318
135	131	0	979
136	238	0	1684
137	227	0	1754
138	116	63	1309
139	271	0	1413
140	115	0	1388
141	215	0	1026
142	337	161	1429
143	504	63	943
144	215	162	1395
145	325	59	1135
146	272	69	1505
147	169	0	1209
148	206	68	1362
149	204	0	1196
150	175	52	1442
151	182	60	1367
152	512	152	1225
153	212	0	1107
154	125	0	1500
155	229	64	1455
156	378	0	1517
157	135	160	968
158	105	0	973
159	116	62	1596
160	427	154	1078
161	288	0	817
162	413	0	1074
163	455	55	1297
164	241	61	1410
165	550	148	1017
166	302	151	815
167	442	48	1465
168	109	0	907
169	271	69	917
170	296	0	1133
171	51	0	1167
172	134	60	879
173	65	0	1451
174	194	65	1365
175	153	154	1177
176	487	162	989
177	111	60	1410
178	114	0	1540
179	36	0	1812
180	498	0	846
181	318	60	1397
182	103	60	1483
183	215	0	1273
184	105	251	1411
185	210	0	1273
186	171	0	1806
187	138	0	1261
188	225	68	1408
189	136	60	1559
190	146	158	1389
191	338	56	1483
192	287	0	1582
193	552	154	1536
194	151	0	1180
195	377	152	1576
196	105	150	899
197	339	0	1186
198	257	155	1007
199	59	155	1212
200	343	236	1367
201	33	63	1295
202	121	161	988
203	328	0	1261
204	700	70	1209
205	193	153	1398
206	120	152	990
207	390	253	1344
208	130	58	1322
209	34	56	784
210	168	324	996
211	30	62	944
212	379	331	1450
213	6	242	940
214	0	339	580
215	0	338	925
