id	slack_time	departure_time	return_time
0	108	0	1588
1	252	0	1678
2	465	421	1003
3	292	0	1609
4	251	0	1563
5	0	355	1483
6	30	161	1124
7	220	0	1517
8	185	0	844
9	0	155	1222
10	19	247	1824
11	316	0	1291
12	87	439	759
13	18	59	1410
14	123	0	1379
15	408	356	1134
16	782	0	973
17	459	0	1445
18	0	625	1505
19	355	56	1287
20	0	58	1209
21	0	362	895
22	26	59	1482
23	170	0	1225
24	202	0	1191
25	0	230	1450
26	0	247	1074
27	0	440	892
28	0	511	760
29	0	335	1673
30	173	0	1714
31	228	67	1714
32	336	0	1072
33	323	58	1690
34	215	0	1352
35	116	0	1490
36	480	0	1515
37	13	248	1088
38	0	446	1029
39	345	57	1314
40	241	0	1223
41	102	0	1410
42	0	514	1438
43	402	0	1383
44	460	0	1201
45	189	0	1155
46	217	0	1221
47	290	0	1297
48	426	0	1438
49	212	0	1497
50	0	157	1073
51	310	0	1663
52	0	360	703
53	322	0	1587
54	0	915	797
55	291	58	872
56	0	727	1569
57	0	708	1241
58	570	66	1624
59	0	161	787
60	295	61	1363
61	272	68	1793
62	0	154	1368
63	64	339	1358
64	0	334	1441
65	20	0	1762
66	24	0	1596
67	257	56	1367
68	19	436	780
69	162	0	1249
70	329	0	1659
71	0	521	1191
72	246	60	1396
73	175	0	1105
74	0	247	1186
75	0	252	1101
76	149	153	907
77	0	725	879
78	246	60	1796
79	183	0	1322
80	203	0	839
81	173	65	1538
82	0	894	825
83	76	0	1122
84	0	145	1309
85	379	160	1265
86	392	0	1576
87	516	0	1088
88	171	0	936
89	0	67	1408
90	0	618	1348
91	0	520	1274
92	44	56	1307
93	288	0	1098
94	67	0	1515
95	0	617	1120
96	276	69	1548
97	107	0	1346
98	249	0	1615
99	12	61	1164
100	82	0	1036
101	201	0	1631
102	65	0	1439
103	0	608	1219
104	0	346	1258
105	130	55	1071
106	0	624	1311
107	47	0	1340
108	0	428	1103
109	292	246	1103
110	48	0	863
111	34	162	1806
112	21	0	1364
113	101	0	1136
114	0	798	831
115	584	0	1133
116	0	525	1404
117	175	0	1301
118	189	0	1158
119	0	519	1004
120	0	718	1627
121	131	52	1159
122	186	63	1092
123	230	0	1268
124	143	0	1252
125	0	352	1285
126	133	0	1296
127	44	0	1522
128	47	429	1553
129	51	66	1263
130	543	0	1038
131	236	0	1530
132	298	0	939
133	22	0	1362
134	0	339	1559
135	0	245	1674
136	15	62	1723
137	315	0	1193
138	0	703	1717
139	0	151	1429
140	0	61	1480
141	333	0	1616
142	0	150	800
143	163	242	922
144	0	328	1577
145	76	0	1517
146	120	0	1072
147	217	0	1540
148	0	344	790
149	376	0	1526
150	0	245	900
151	0	241	1393
152	0	610	1076
153	282	0	1336
154	270	0	1411
155	335	0	1346
156	0	332	1247
157	453	158	876
158	38	69	1571
159	15	524	1505
160	416	70	1334
161	0	237	877
162	187	0	1534
163	0	154	1193
164	42	0	1684
165	440	0	1494
166	246	59	1386
167	121	0	809
168	0	437	1424
169	267	0	1503
170	0	634	807
171	0	335	1350
172	349	55	759
173	529	0	1812
174	110	0	1075
175	426	0	1365
176	62	0	1202
177	267	0	1403
178	178	0	1344
179	146	0	1273
180	83	0	1487
181	322	0	791
182	37	0	1451
183	0	318	1104
184	100	0	1291
185	488	0	1584
186	290	0	1582
187	435	0	1153
188	336	0	1398
189	131	242	1272
190	45	0	1170
191	371	0	1222
192	107	246	1026
193	21	0	1273
194	53	0	1334
195	0	429	1391
196	139	69	748
197	391	0	1625
198	207	68	1283
199	70	0	934
200	93	0	1067
201	248	0	1218
202	272	60	1389
203	112	0	980
204	138	58	1245
205	0	0	524
206	0	68	833
