id	A	B	C	D	E	F	G
0.0	F9	F9	F9	F9	I8	F9	
1.0	F6	I3	F5	J1	J1		
2.0		B1	C2	C2			
3.0	F6	E9	E9	E9	E9	E9	
4.0	F6	A1	A1	A1	A1		
5.0		F9	F9	F9	F9		
6.0	B2	E4	E4	B2			
7.0	F6	H10	H10	H10	H10		
8.0	F6	A10	B7				
9.0	F6	B2	D8	D8			
10.0	B1	B1	B1	F10	B1	B1	
11.0	E9	E9	A10	C10			
12.0		E3	E3				
13.0	J8	A8	J8	J8	J8		
14.0	F3	F3	F3	F3	F3		
15.0		C7	D7	D7			
16.0	F9	F9	F4	J3			
17.0	F6	A5	A5	A5	A5		
18.0			C1	J8	J8		
19.0	F6	B6	B6	B6			
20.0	A3	A3	A3	G5			
21.0		C2	C2				
22.0	B9	G1	B9	B9	B9		
23.0	F6	F10	I6	J7			
24.0	C10	A9	C10	C10			
25.0	J3	A5	J3	J3	J3		
26.0	E4	E5	E4	E4			
27.0		E5	J7				
28.0		D8	D8				
29.0		D8	D8	J10	J10		
30.0	F6	A9	A9	A9	A9	A9	
31.0	F6	A5	A5	J4	A5	A5	
32.0	F6	F5	F7	E3			
33.0	F6	E2	E9	E9	E9	E9	
34.0	F6	E2	E2	C1	E2		
35.0	F6	J7	I8	B9	B9		
36.0	A4	A4	I2	I2	A4		
37.0	A3	D5	D5	A8			
38.0		F9	J10	J10			
39.0	F6	F3	F2	F2			
40.0	F6	G9	I8	I8			
41.0	F6	A8	E9	A8	A8		
42.0		G5	G5	G2	G2		
43.0	F10	F10	B1	B1	F10		
44.0	F6	I3	E2	B1			
45.0	F6	A4	D10	A4			
46.0	F6	J8	J8	J8			
47.0	F6	I2	I2	I2			
48.0	F6	B1	B1	B1	B1		
49.0	F6	A10	C7	C7	A10		
50.0	F6	I9	I9				
51.0	F6	B7	F10	B7	B7	B7	
52.0		H5	I2				
53.0	J10	J10	J8	J7	J10		
54.0							
55.0	F6	D6	G8				
56.0			I2	I2	I2		
57.0			A8	A8			
58.0	F6	H10	H10	H10	H10	E2	
59.0	A1	E5	C9				
60.0	F6	D3	E5	J3			
61.0	F6	C2	C2	C2	C2	C2	
62.0	F2	I8	F2	F2	F2		
63.0		B1	B1	C2			
64.0		J1	J1	J1			
65.0	F6	J1	J1	J1	J1	J1	
66.0	C1	C1	C1	C1	C1		
67.0	F6	F4	E2	E2	E2		
68.0		H10	I9				
69.0	F6	B8	E7	A10			
70.0	F6	A3	B3	A1	A1		
71.0			C7	A4			
72.0	F6	I8	F7	I8	I8		
73.0	F6	D10	C8	C8			
74.0	B5	B5	I2	G9			
75.0	A1	D8	G2				
76.0	F6	D5	E3				
77.0			J10				
78.0	A10	A10	B9	A10	A10	A10	
79.0	F6	J10	G9	J10			
80.0	F6	A6	F2				
81.0	F6	B1	I3	B1	B1		
82.0							
83.0	D5	D5	D5	D2			
84.0	F6	F7	F9	F9	F9		
85.0	A3	A3	A3	A3			
86.0	F6	F10	F10	F9	F9		
87.0	A8	A8	A8	C3			
88.0	F6	D5	A6				
89.0	F6	I2	I2	H2	I2		
90.0			A10	A10			
91.0			F7	J1			
92.0	F6	B7	B7	B7			
93.0	F6	G8	B8	G8			
94.0	F6	C2	J1	C2	C2		
95.0			E9	E9			
96.0	G1	G1	B1	B1	G1		
97.0	F6	I9	I9	I9			
98.0	F6	A10	B9	B9	A10		
99.0	F6	H5	H10	B10			
100.0	F6	A6	F9				
101.0	F6	B7	K1	F2	K1		
102.0	F5	C10	C10	C10	C10		
103.0			F7	F9			
104.0		C3	D8	C3	C10		
105.0	B10	E9	F9				
106.0			E5	J4			
107.0	C10	F7	F7	C10	B7		
108.0		G8	J4	I3			
109.0	A3	A3	A3	A1			
110.0	F6	A8	F4				
111.0	F6	E7	D10	B1	B1	B1	
112.0	D6	H3	H3	H3	H3		
113.0	J8	J8	J8				
114.0							
115.0	I8	I8	J7	J8			
116.0			F5	J10			
117.0	F6	F3	A3	A3			
118.0	F6	D10	B9	F5			
119.0			A4	A8			
120.0			A9	A9	A9		
121.0	F6	A9	A9	A9			
122.0	F6	E5	E5	D3			
123.0	F9	B1	B1	B1	B1		
124.0	F6	F2	D10	D10			
125.0		D4	G5	G5	G5		
126.0	F6	B8	E3	E3			
127.0	F6	F9	F9	F9	F9		
128.0		J1	J1	I3	J1		
129.0	J3	J3	J3	J9	H2		
130.0	F6	D8	D7	D7			
131.0	F6	A5	I9	E2	I9		
132.0	F6	B9	B9	B9			
133.0	F6	J4	D3	D3	D3		
134.0		J10	J10	E9	E9	E9	
135.0	F9	C6	F9	F9	F9	F9	
136.0	J1	J1	G4	J1	F5	J1	
137.0	J4	F9	I5	F9			
138.0			D5	E5	B1	B1	
139.0	F6	A10	A10	A10			
140.0	F10	H3	F7	F10	F10		
141.0	F6	A5	F1	C1	A5		
142.0	C3	C3	B10				
143.0	B7	B7	B7				
144.0		E3	E3	J10	J10		
145.0	A9	A1	A4	A9	A9		
146.0	F6	A9	A8	A10			
147.0	C10	G2	C10	C10	C10		
148.0		F10	F2				
149.0	A5	A5	F8	F8	A5		
150.0	A3	A1	A3				
151.0	E5	E5	J10	J10			
152.0			F7	F7			
153.0	F6	H10	F5	D6			
154.0	B2	J1	B2	B2	C1		
155.0	F6	B10	C10	C10			
156.0		G2	G2	A4			
157.0	I9	I9	I9				
158.0	B9	B9	B9	B9	B9		
159.0			C6	C6	I2		
160.0	E9	A5	E9	E9	E9		
161.0	C3	C3	J4				
162.0	E2	A10	B8	B8	E2		
163.0	F6	E5	A6	A6			
164.0	F6	A8	A8	A8	A8	A8	
165.0	F6	I8	J1	J1	J1		
166.0	F6	A3	E2	E9	E9		
167.0	F6	F9	G8				
168.0		I9	C7	I9	I9		
169.0	G5	F7	C1	C1	C1		
170.0			C7				
171.0		D10	A9	A9			
172.0	B3	B3	D3				
173.0	F6	I5	J1	J1	J1	J1	
174.0	F3	C3	E3	C3			
175.0	F6	A9	A9	A8	A8		
176.0	G5	B10	A8	G5			
177.0	F6	F9	F9	F9	F9		
178.0	F6	A5	A5	A5			
179.0	F3	F3	I3	F3	F3		
180.0	F6	I2	I2	I2	I2		
181.0	F6	F5	A4				
182.0	F7	F8	A4	A4	A4		
183.0		D10	D8	G5			
184.0	F6	J10	J10	J10			
185.0	F6	J1	G4	G4	J1		
186.0	A8	A8	A8	A8	A8		
187.0	E7	A10	D10				
188.0	F6	E9	C10	B9	B9		
189.0	H2	F2	F2	H2			
190.0	F6	F1	F1	F1			
191.0	F6	I9	I9	I9			
192.0	B2	E3	C2	C2			
193.0	F6	E2	E2	E2			
194.0	A4	A3	A4	A4			
195.0		J1	J1	J1			
196.0	F6	F2	F3				
197.0	F6	B1	J1	J1	B1		
198.0	A9	A9	A9	A9			
199.0	D10	G4	D10				
200.0	E5	B6	C10				
201.0	F6	J4	J4	J4			
202.0	A3	A3	A3	A3	A3		
203.0	F6	F1	F1				
204.0	F6	A4	A4	A4			
205.0	F6						
206.0	J1	J1					
