id	A	B	C	D	E	F	G
0.0	F7	G8	C10				
1.0	A1	A1	C10	C10			
2.0	F6	B8	A3				
3.0			D3	E4			
4.0	F6	G2	I8	I8	I8		
5.0	F6	C2	B2	F7			
6.0		E2	A5	A5	B1		
7.0	F9	B3	B3	F9	F9		
8.0	F6	H10	I6	J4	E9		
9.0		J1	F7				
10.0	A8	A8	J8	A8	A8	A8	
11.0	F6	A3	C3				
12.0	C1	E5	E5	E5			
13.0	F6	B1	B1	B1	B1	B1	
14.0	A10	A5	A5	A5			
15.0	F6	F2	E2	E2	A1		
16.0	F6	D5	G8				
17.0			F2	J1	J1		
18.0	F6	E2	E2	E2	E2	E2	
19.0	A4	A4	A4	A4	A4		
20.0	F6	A3	F7				
21.0	F6	C10	I6	C10	C10		
22.0	F6	C2	E2	F2	F2		
23.0	F7	D8					
24.0	E9	E9	I2	E9	E9	E9	
25.0	F6	B8	A9				
26.0		E9	E9				
27.0			A10	A10			
28.0	F6	B9	F10	C8			
29.0	F6	B1	E2	G1	B1	B1	
30.0	F6	A1	J4	A1	D3	A1	
31.0	F6	C8	C8	B9			
32.0			E3	F1			
33.0	E9	E9	C7	E9	E9		
34.0		A8	J10	A8			
35.0	E6	B9	B1	B1			
36.0	F6	F9	F9	F9	F9		
37.0	F6	E2	E2	E2	E2		
38.0	B9	D8	D8				
39.0	F6	J4	J10	J10	I9		
40.0	F6	A10	A10	A10	A10		
41.0	B1	B1	A4	A4			
42.0				C10	H10		
43.0		D3	D3	B1			
44.0	F6	G2	B9				
45.0	F6	D10	J9	J9			
46.0	F6	B3	A4	A4			
47.0	J10	J10	F9				
48.0	F6	A5	A5	A5	A4		
49.0	F6	J3	J3	J2			
50.0	F6	I8	E2	I8	E2		
51.0			B10	F9			
52.0	A8	D6	J1	J1	J1		
53.0			E7	A3			
54.0			C2	E5	C2	C2	
55.0		D2	D2	B2			
56.0	J2	F2	F2				
57.0			C7	D10			
58.0	F6	I3	J1	J1	J1		
59.0	B2	B10	B2	B2	A3		
60.0	F6	F9	F9	F9	F9	F9	
61.0		E9	D10	B9			
62.0			J7	J7			
63.0		J10	J2	J10	J10		
64.0			A4	A4			
65.0	B9	B9	B9	B9	B9		
66.0	F6	J10	J9	J10			
67.0	F6	E4	A9	A9			
68.0	F6	G2	F9	G2	G2		
69.0	A8	A8	A8				
70.0		G2	G2	B1	K1		
71.0			I2	I2	I2		
72.0	F3	D5	D5	F3			
73.0	F6	F9	C8	C8			
74.0	J10	J8	J10	J10	J10		
75.0				C1			
76.0	J1	J1	J1	D8			
77.0			D3	D3			
78.0	F6	A9	A6	A9			
79.0	H5	H5	F5				
80.0	F6	A8	A8	E9			
81.0	F6	F2	J3	J3			
82.0	C10	D2	C10	C10	C10		
83.0		E2	C10	C10			
84.0	F6	E5	E9	E9			
85.0	C1	C1	C1	A8	C1		
86.0	F6	F5	E9	E9	I9	E9	
87.0		B7	B7	B7			
88.0	F6	J1	J1				
89.0	H2	H2	C1	C2	H2		
90.0	F6	I8	I8	G8	I8		
91.0	F6	H6	H6	H6			
92.0	A9	A9	A9	A9	A9		
93.0	E2	E2	C3				
94.0	E9	A9	E9	E9	A10		
95.0	F6	J1	J1	G2	J1		
96.0	F6	J3	J3	I2	J3		
97.0	H10	H10	G8	H10			
98.0	A10	A10	E9	A10	A10		
99.0			F7	F10	F10		
100.0	F6	F9	C3	F9	G5		
101.0		I2	I2	I2	I2		
102.0	F6	H5	B1	B1	B1		
103.0	F6	C10	C10	C10	C10	B7	
104.0	C2	F2	D2	C2	C2	C2	
105.0	H3	F7	F7				
106.0			F5				
107.0	F2	I2	F2	F2			
108.0	E2	H10	F9	H10			
109.0	A6	B8	A4	F8			
110.0	F6	H3	J1	J1	J1	J1	
111.0	F6	A4	A9	A4			
112.0	F6	A4	A6	A6			
113.0	J3	I8	J3	F9			
114.0	F6	B6	A6	A6			
115.0	F6	B9	B9	B8	B9		
116.0	F5	I6	F5	F5	I2		
117.0		F9	E5	F9			
118.0	B1	A3	B1	B1			
119.0	I6	C7	A6	I6			
120.0	J4	J4	I3				
121.0	F6	F9	G8	F2			
122.0	F6	B7	B1	B1	B1	B1	
123.0			G4				
124.0			F7	F7			
125.0	F6	F3	J10	J10			
126.0	H3	H3	H3	H3	H3		
127.0	B7	B7	B7	B7			
128.0	E2	A9	A10	E2	A4		
129.0	I9	J8	J10	I9			
130.0	F6	B8	I8	I8			
131.0	G2	G2	G2	G2			
132.0	F6	I8	I8	I8			
133.0	J3	D10	D10	J3	J3		
134.0	F6	A6	A9	E9	E9	E9	
135.0			E2				
136.0	F6	J2	I3	J1			
137.0	F6	C1	C1	C1			
138.0	F6	E5	B8	B8			
139.0	I3	F9	I3	I3			
140.0	A9	C10	D10				
141.0	J10	J10	J10	J8	J8		
142.0	F6	F9	F7	F7			
143.0	A5	A5	C10	A5	A5		
144.0		F7	F9	I6			
145.0	F6	B10	F9	F9	F9		
146.0	F6	A4	F2	F2			
147.0	F6	E3	A3	A3			
148.0	J8	B7	J8	J8			
149.0	A10	E9	A10	A10	F9		
150.0	G5	A9	A9	A9	A9		
151.0	F6	A5	E3	A1			
152.0	F6	I2	I2				
153.0	A8	D8	A8	A8			
154.0	E9	E9	E9	E9	E9		
155.0	J1	J1	J1	J4	F3	J1	
156.0	F6	A10	A10	B10	A10	A10	
157.0		H10	F9	F9			
158.0	F6	C10	C10	C10	C10		
159.0	G5	A9	G5	G5			
160.0	F6	A4	I2	I2	I2		
161.0		J1	I2	B7			
162.0	F6	F2	J10	J10			
163.0		A4	E5	C7			
164.0	F6	B9	B9	B9	B9		
165.0	A8	F3	A8	A8	A8		
166.0	F6	D10	A8				
