id	A	B	C	D	E	F	G
0	C10	C10	C10	A3	C10		
1	A9	B10	B10				
2	F6	G9	G9				
3	F6	E9	E9	E9	E9		
4	F9	F9					
5	F6	F5	G8				
6	F6	A4	A4				
7	F6	D8	D8	C10			
8	F6	D8	D8	D8			
9	F6	F9	G2	G2	G2		
10	H2	A8	A9				
11	F6	F9	F9				
12	J8	J8	E2				
13	F6	I6	I6				
14	F6	F2	A10	J9			
15	J3	J3	A3	A3	A3		
16	F6	G2	I8	I8	B9		
17	C2	G1	C2	C2			
18	F6	C10	J8	J8	J8		
19	F6	H5	J10	J10	J10	C2	
20	F6	E5	A10	A10	A10	C2	
21	F6	I2	I2	I2	I2		
22	F7	F7	F7				
23	F6	D8	D8	D8			
24	B7	B7	B7	B7	B7	B7	
25	F6	I8	I8	I8	I8		
26	G2	G2	G2	H6			
27	F6	F9	F9	F9	J8		
28	F6	E2	E2				
29	F8	F8	F8	B2			
30	H5	H5	H5	H5			
31	D5	D5	D5	E9			
32	E9	E9	E9	E9			
33	F6	B10	D5	E2			
34	C8	C8	C8	J1			
35	F6	F7	F7				
36	A9	A9	A9	A9			
37	F6	J3	G5	J1	J1		
38	F6	F2	D6				
39	J7	J7	J7	C10			
40	F6	A8	A8	J7			
41	B9	A8	A8	A10	A8		
42	H3	D3					
43	F6	E5	E9	E9	E9	E9	
44	F6	E3	E3	E3			
45	C6	C6					
46	F6	A5	C1	C1			
47	F6	I9	J10	A4	B7		
48	E9	E9	E4	E4	E9		
49	J1	J1	C10	F8	J1		
50		G4	G4	E9			
51	J1	A4	J1	J1	J1	J1	
52	H5	H5	H5	H5			
53	I2	I2	I2	B6	I2		
54	G2	G2	G2	G2	A5		
55	F6	C7	C7	B1			
56	F6	I9	B1	I2			
57	B7	B7	B7				
58	F6	F9	C1	C1	A8		
59	A4	A10	A10				
60	F6	H5	I3	J1			
61	F6	D10	D10	C10			
62	I2	I2	I2	I2			
63	F6	F7	F7				
64	D5	D10	A10				
65	B3	B3	B3				
66	G8	G8	C3				
67	F6	F10	F10	F2	F10		
68	F6	F9	F9	F9	F9		
69	F6	F9					
70	F6	A10	A10	A10	A10		
71	F6	A1	J9	F9			
72	J8	I2	J8	J8	J8		
73	E5	E5					
74		J10	J10	F1			
75	G2	G2	G2	F9			
76	F6	E3					
77	F6	B8	B8	A8			
78	F6	H2	H2	B1	B1		
79	E3	E3	J8				
80	F6	D10	F3				
81	G5	F5	F5	F5			
82	F6	E2	E2	E2	E2		
83	E3	F9	F9	F9			
84	F2	F2	F9	F9	E9		
85	J1	J1	J1	J1	E2		
86	F6	D5	D5				
87	F6	C3					
88	F6	J1	J1				
89	F6	D2					
90	F6	D10	D10				
91	J10	I2	J10	B7	J10		
92	F6	J1	A10	J1			
93	C7	C7	E5				
94	F6	B1	B1	B1			
95	F6	I6					
96	F6	A5	F3	F3			
97	F6	A8	E7	A4	A8		
98	F6	G1	F2	F10			
99		D8	D8	B9			
100	F6	I5	D2				
101	F6	B9	A9				
102	F6	E9	A9				
103	F6	B7	J4	I8			
104	F6	F9	F9	F9	F9		
105	J10	A9	A9	A9			
106	C10	C10	C10				
107	F6	C2	A6				
108	F6	E9	D3	D3	F9		
109	F1	F1	F1	B8	A10		
110	F6	E5	D8	D8			
111	A5	A5	E5				
112	F6	C7	C7	C7			
113	F6	D3	D3	D3	A1		
114	B1	F7	B1	F7			
115	G4	F2	B9	B9			
116	F6	G8	F10	F10	F10		
117	F6	E9	B10				
118	F6	E3	E3				
119	E2	E2	E2	B1	A8		
120	B1	B1	B1	B1	B1		
121	F5	C7	C7	F5			
122	F6	B1	B9	J8	B1		
123	H3	H3	H3	H3	H3		
124	I9	I9	F9				
125	A9	A9	A9	A9			
126	J2	J2	E3	A6			
127	F6	F9					
128	F6	I8	I8	I8			
129	F6	E9	E9				
130	F6	E7	A3				
131	F6	A5	J4				
132	D6	D6	D6	D6			
133	F6	G2	G2	G2			
134	F6	C3	D8				
135	E3	E3	I8				
136	E2	E2	E9				
137	F10	F10	A10	A10	C10		
138	J1	F1	I2				
139	I8	I8	I8				
140	F6	F7	C10	H10			
141	J4	J4	J4	J4			
142	F6	A4	A4	F5			
143	F6	I9	I9	I9	C1		
144	I9	I9	I9	I9	G1		
145	C3	C3	A8	C3			
146	F6	D5	I2	B1			
147	D5	I8	I8				
148	F6	B1	D3	D3	D3		
149	F7	F7	F7				
150	C8	C8	J10	C8			
151	E3	E3	E9				
152	B8	F3	F3	F3	F3		
153	F3	A10	F3				
154	F6	A8					
155	F6	C2	J1	A1	J1	J1	
156	F6	A5	A3	A3			
157	F6	C10	E6	B3			
158	F6	E5					
159	F6	E9	E9	G5	G5	E9	
160	G2	G2					
161	F6	A9	A4	A4	A9		
162	F6	J8	J8	J8			
163	F6	B8	B9	B9			
164	F6	B9	B9				
165	F6	F4	F4				
166	F6	E5	A4	A10			
167	J10	J10	J10	F7			
168	F6	J10	J10	C3	F9		
169		B9	B9	B5			
170	H2	J9	F5				
171	F6	A6	E2	E2			
172	F6	F10	C9	A10			
173	F6	D10	D10	D10			
174	F6	B1	E5	C7			
175	J1	J1	C2	J1			
176		B8	J7				
177	F6	F9	F9	B1			
178	F6	A8	E5	I3			
179	F6	C10	E2	B9	F10		
180	I3	I3	F1	I3			
181	F6	F10	J1	J1			
182	F6	A3	C7				
183	D5	B1					
184	B9	A9	D3				
185	B10	B10	B10				
186	F6	A8	F7	A8			
187	F6	H2	C10	A6			
188	G4	G4	G4				
189	D10	D10	E6				
190	I3	I3					
191	C3	C3					
